trial,seed,config_version,git_commit,s1,a1,s2,a2,trans_type,reward,u_delta,u_s,u_v,u_c,V_G,V_p,eta_G,eta_p,mode
1,64,,,0,1,1,0,common,0.0,0.5,0.6931471803599453,0.15,0.0,0.0,0.5433789954337899,,,EXPLOIT
2,64,,,0,0,0,0,common,1.0,0.5,0.6354546081677416,0.255,0.0,0.0,0.5794962364913165,,,EXPLORE
3,64,,,0,0,0,0,common,1.0,0.32499999999999996,0.4973599657364365,0.27599999999999997,0.0,0.0,0.6100329171214658,,,EXPLORE
4,64,,,0,0,0,0,common,1.0,0.21124999999999994,0.3963147262721458,0.25657499999999994,0.0,0.0,0.6361884525043351,,,EXPLORE
5,64,,,0,0,0,0,common,0.0,0.8626875,0.33434606892639385,0.43840874999999996,0.0,0.0,0.65884152052499,,,EXPLORE
6,64,,,0,1,1,0,common,1.0,0.675,0.5932338645417383,0.509386125,0.0,0.0,0.6081316079262883,,,EXPLORE
7,64,,,0,0,0,0,common,0.0,0.560746875,0.6931466740906704,0.52479435,0.0,0.0,0.5405168538868396,,,EXPLORE
8,64,,,0,1,1,0,common,0.0,0.56125,0.6213232497919601,0.5357310449999999,0.0,0.0,0.445858983552729,,,EXPLORE
9,64,,,0,1,1,0,common,1.0,0.6351875,0.6931469664611141,0.5655679814999999,0.0,0.0,0.30388723323763966,,,EXPLORE
10,64,,,0,1,1,0,common,1.0,0.412871875,0.603037590566795,0.5197591495499999,0.0,0.0,0.09090909090909093,,,EXPLORE
11,64,,,0,1,1,0,common,0.0,0.7316332812499999,0.4820739775434474,0.5833213890599999,0.0,0.0,0.09090909090909093,,,EXPLORE
12,64,,,0,0,0,0,common,1.0,0.63551453125,0.6690671673240536,0.5989793317169999,0.0,0.0,0.09090909090909093,,,EXPLORE
13,64,,,0,0,0,0,common,1.0,0.4130844453125,0.668949521133451,0.5432108657956499,0.0,0.0,0.09090909090909093,,,EXPLORE
14,64,,,0,0,0,0,common,1.0,0.268504889453125,0.5775074363411459,0.4607990728928924,0.0,0.0,0.23017705927636645,,,EXPLORE
15,64,,,0,0,0,0,common,0.0,0.8254718218554687,0.49743977335736866,0.5702008975816653,0.0,0.0,0.09090909090909093,,,EXPLORE
16,64,,,0,0,0,0,common,1.0,0.46344331579394527,0.6857613892782256,0.5381736230453492,0.0,0.0,0.09090909090909093,,,EXPLORE
17,64,,,0,0,0,0,common,1.0,0.30123815526606446,0.6026274906782026,0.46709298271156374,0.0,0.0,0.23017705927636645,,,EXPLORE
18,64,,,0,0,0,0,common,1.0,0.19580480092294195,0.5162385886839324,0.3857065281749772,0.0,0.0,0.33155527035247095,,,EXPLORE
19,64,,,0,0,0,0,common,1.0,0.12727312059991225,0.4552075028875969,0.3081765059024577,0.0,0.0,0.40865139461585376,,,EXPLORE
20,64,,,0,1,1,0,common,0.0,0.47556163281249997,0.4155932238679656,0.3583920439754704,0.0,0.0,0.46925370836719743,,,EXPLORE
21,64,,,0,1,1,0,common,0.0,0.309115061328125,0.2805197892470934,0.3436089491812668,0.0,0.0,0.5181414926281387,,,EXPLORE
22,64,,,0,0,0,0,common,1.0,0.0827275283899429,0.20981697987141157,0.2653445229438696,0.0,0.0,0.5584101936095955,,,EXPLORE
23,64,,,0,0,0,0,common,0.0,0.9462271065465371,0.1934253791417971,0.46960929802466983,0.0,0.0,0.5921529537657815,,,EXPLORE
24,64,,,0,1,1,0,common,1.0,0.7990752101367187,0.44005696922736565,0.5684490716582844,0.0,0.0,0.5186245557497815,,,EXPLORE
25,64,,,0,0,0,0,common,0.0,0.6150476192552492,0.6582616560048662,0.5824286359373738,0.0,0.0,0.4140419371323934,,,EXPLORE
26,64,,,0,1,1,0,common,1.0,0.5193988865888672,0.6802520863206359,0.5635197111328218,0.0,0.0,0.25347546772422486,,,EXPLORE
27,64,,,0,1,1,0,common,0.0,0.6623907237172363,0.5721562939767726,0.5931810149081461,0.0,0.0,0.09090909090909093,,,EXPLORE
28,64,,,0,1,1,0,common,1.0,0.5694460295837964,0.6912568041434741,0.5860605193108411,0.0,0.0,0.09090909090909093,,,EXPLORE
29,64,,,0,0,0,0,common,0.0,0.399780952515912,0.597515772945675,0.5301766492723623,0.0,0.0,0.09090909090909093,,,EXPLORE
30,64,,,0,1,1,0,common,0.0,0.6298600807705323,0.47952212336440253,0.5600816787218132,0.0,0.0,0.09090909090909093,,,EXPLORE
31,64,,,0,1,1,0,common,0.0,0.409409052500846,0.6503401624135864,0.5148798908555231,0.0,0.0,0.09090909090909093,,,EXPLORE
32,64,,,0,1,1,0,common,1.0,0.73388411587445,0.6930688547340076,0.5805811583612012,0.0,0.0,0.09090909090909093,,,EXPLORE
33,64,,,0,1,1,0,common,0.0,0.5229753246816073,0.5717463570744223,0.563299408257323,0.0,0.0,0.09090909090909093,,,EXPLORE
34,64,,,0,1,1,0,common,0.0,0.3399339610430448,0.6804853509689459,0.49628977409303954,0.0,0.0,0.23017705927636645,,,EXPLORE
35,64,,,0,1,1,0,common,0.0,0.22095707467797912,0.6901298107940779,0.4136899642685214,0.0,0.0,0.33155527035247095,,,EXPLORE
36,64,,,0,0,0,0,common,1.0,0.7401423808646572,0.6668387998284642,0.5116256892473622,0.0,0.0,0.11586571025734585,,,EXPLORE
37,64,,,0,1,1,0,common,0.0,0.14362209854068642,0.47479620181200327,0.4012246120353594,0.0,0.0,0.24797294925007637,,,EXPLORE
38,64,,,0,0,0,0,common,1.0,0.48109254756202713,0.42988582759484745,0.42518499269335974,0.0,0.0,0.3448817607084164,,,EXPLORE
39,64,,,0,1,1,0,common,0.0,0.09335436405144618,0.29091252889254104,0.32563580410078563,0.0,0.0,0.41900242740819416,,,EXPLORE
40,64,,,0,0,0,0,common,0.0,0.6872898440846824,0.26740848857894606,0.43413201609595464,0.0,0.0,0.47752462754236397,,,EXPLORE
41,64,,,0,1,1,0,common,0.0,0.06068033663344002,0.4651514093325508,0.3220965122572002,0.0,0.0,0.5249013802859563,,,EXPLORE
42,64,,,0,0,0,0,common,0.0,0.4467383986550436,0.44614930922619556,0.3594890781765532,0.0,0.0,0.5640379987336683,,,EXPLORE
43,64,,,0,1,1,0,common,1.0,0.960557781188264,0.5814648828876567,0.5398096890800663,0.0,0.0,0.4793944620928847,,,EXPLORE
44,64,,,0,1,1,0,common,0.0,0.3756374422276284,0.6788181498341714,0.49055801502433494,0.0,0.0,0.5264325712601137,,,EXPLORE
45,64,,,0,0,0,0,common,1.0,0.7096200408742217,0.6888935919430563,0.556276622779301,0.0,0.0,0.42545753786555723,,,EXPLORE
46,64,,,0,1,1,0,common,1.0,0.7558356625520415,0.5456633788831141,0.6161443347111231,0.0,0.0,0.27172635478259044,,,EXPLORE
47,64,,,0,0,0,0,common,0.0,0.5387469734317559,0.6913456108080318,0.5929251263273129,0.0,0.0,0.09090909090909093,,,EXPLORE
48,64,,,0,1,1,0,common,0.0,0.508706819341173,0.6453068365236091,0.5676596342314709,0.0,0.0,0.09090909090909093,,,EXPLORE
49,64,,,0,1,1,0,common,0.0,0.33065943257176245,0.6923852242541926,0.49655957373355836,0.0,0.0,0.23017705927636645,,,EXPLORE
50,64,,,0,1,1,0,common,0.0,0.2149286311716456,0.657854839589761,0.4120702909649845,0.0,0.0,0.33155527035247095,,,EXPLORE
51,64,,,0,1,1,0,common,0.0,0.13970361026156963,0.6118178226660247,0.33036028675396,0.0,0.0,0.40865139461585376,,,EXPLORE
52,64,,,0,0,0,0,common,1.0,0.6498144672693587,0.5747551543748933,0.4261965409085796,0.0,0.0,0.46925370836719743,,,EXPLORE
53,64,,,0,1,1,0,common,0.0,0.09080734667002027,0.3764844025024192,0.32557978263701176,0.0,0.0,0.5181414926281387,,,EXPLORE
54,64,,,0,1,1,0,common,0.0,0.05902477533551318,0.34987172369210484,0.24561328044656217,0.0,0.0,0.5584101936095955,,,EXPLORE
55,64,,,0,1,1,0,common,0.0,0.03836610396808357,0.33308837416261133,0.18343912750301858,0.0,0.0,0.5921529537657815,,,EXPLORE
56,64,,,0,1,1,0,common,0.0,0.024937967579254323,0.3224184129940178,0.1358887795258893,0.0,0.0,0.6208359130085537,,,EXPLORE
57,64,,,0,1,1,0,common,0.0,0.01620967892651531,0.31558900429873527,0.09998504934607709,0.0,0.0,0.6455166258956538,,,EXPLORE
