trial,seed,config_version,git_commit,s1,a1,s2,a2,trans_type,reward,u_delta,u_s,u_v,u_c,V_G,V_p,eta_G,eta_p,mode
1,48,,,0,1,1,0,common,0.0,0.5,0.6931471803599453,0.15,0.0,0.5260663507109005,0.5433789954337899,,,EXPLOIT
2,48,,,0,1,1,0,common,0.0,0.325,0.6354546081677416,0.2025,0.0,0.5493262427328857,0.5794962364913165,,,EXPLOIT
3,48,,,0,1,1,0,common,0.0,0.21125000000000002,0.5505918514747258,0.205125,0.0,0.570208762497792,0.6100329171214658,,,EXPLOIT
4,48,,,0,0,0,0,common,1.0,0.5,0.4860578635263487,0.2935875,0.0,0.5890597666503006,0.6361884525043351,,,EXPLOIT
5,48,,,0,0,0,0,common,1.0,0.32499999999999996,0.3343460689263939,0.30301124999999995,0.0,0.6061611288293314,0.65884152052499,,,EXPLOIT
6,48,,,0,0,0,0,common,0.0,0.7887500000000001,0.25044374811925885,0.4487328749999999,0.0,0.621744881595395,0.678650554588017,,,EXPLOIT
7,48,,,0,0,0,0,common,1.0,0.4873124999999999,0.4747159761359132,0.4603067624999999,0.0,0.6360037662619006,0.6961186809978029,,,EXPLOIT
8,48,,,0,0,0,0,common,1.0,0.31675312499999997,0.32775622656727055,0.4172406712499999,0.0,0.6490992118689946,0.7116369601865663,,,EXPLOIT
9,48,,,0,0,0,0,common,1.0,0.20588953124999998,0.2468840658529668,0.3538353292499999,0.0,0.661167445672263,0.7255139427248888,,,EXPLOIT
10,48,,,0,0,0,0,common,1.0,0.1338281953125,0.20260447217226424,0.2878331890687499,0.0,0.6723242264513416,0.7379963399676884,,,EXPLOIT
11,48,,,0,0,0,0,common,1.0,0.08698832695312497,0.17733913511341995,0.2275797304340624,0.0,0.6826685496483146,0.7492837770280747,,,EXPLOIT
12,48,,,0,0,0,0,common,1.0,0.05654241251953118,0.16234574083118533,0.17626853505970302,0.0,0.6922855757947949,0.7595395145573263,,,EXPLOIT
13,48,,,0,0,0,0,common,1.0,0.03675256813769523,0.15318130616452827,0.13441374498310069,0.0,0.7012489657746,0.768898368448788,,,EXPLOIT
14,48,,,0,0,0,0,common,1.0,0.02388916928950191,0.1474629537550543,0.10125637227502104,0.0,0.7096227585168867,0.7774726461630808,,,EXPLOIT
