seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
42,30.0,18.0,12.0,0.6,0.4,0.6,4.433333333333334,5.433333333333334,1.7,1.0,26.0,4.0,0.8666666666666667,0.13333333333333333
43,30.0,14.0,16.0,0.4666666666666667,0.5333333333333333,0.6666666666666666,4.533333333333333,5.533333333333333,1.4333333333333333,1.0,27.0,3.0,0.9,0.1
44,30.0,16.0,14.0,0.5333333333333333,0.4666666666666667,0.6333333333333333,4.466666666666667,5.466666666666667,1.7333333333333334,1.0,25.0,5.0,0.8333333333333334,0.16666666666666666
45,30.0,12.0,18.0,0.4,0.6,0.6333333333333333,4.4,5.4,1.8666666666666667,1.0,26.0,4.0,0.8666666666666667,0.13333333333333333
46,30.0,19.0,11.0,0.6333333333333333,0.36666666666666664,0.6666666666666666,4.533333333333333,5.533333333333333,1.7333333333333334,1.0,21.0,9.0,0.7,0.3
47,30.0,16.0,14.0,0.5333333333333333,0.4666666666666667,0.5333333333333333,4.433333333333334,5.433333333333334,1.3333333333333333,1.0,25.0,5.0,0.8333333333333334,0.16666666666666666
48,30.0,20.0,10.0,0.6666666666666666,0.3333333333333333,0.7666666666666667,4.333333333333333,5.333333333333333,1.6333333333333333,1.0,23.0,7.0,0.7666666666666667,0.23333333333333334
49,30.0,16.0,14.0,0.5333333333333333,0.4666666666666667,0.6666666666666666,4.466666666666667,5.466666666666667,1.9,1.0,23.0,7.0,0.7666666666666667,0.23333333333333334
50,30.0,16.0,14.0,0.5333333333333333,0.4666666666666667,0.7333333333333333,4.9,5.9,2.1333333333333333,1.0,25.0,5.0,0.8333333333333334,0.16666666666666666
51,30.0,20.0,10.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,4.633333333333334,5.633333333333334,1.8333333333333333,1.0,24.0,6.0,0.8,0.2
