seed,metric_value,scenario,metric,ablation
74,0.6551724137931034,treat,pre_p_target,novp
74,0.6,treat,post_p_target,novp
74,-0.05517241379310345,treat,delta_post_minus_pre_target,novp
74,0.12857142857142856,treat,post_timeout,novp
74,4.328571428571428,treat,post_latency,novp
74,5.328571428571428,treat,post_pause,novp
74,0.5336988354329008,treat,first_post_target_prob,novp
74,1.0,treat,first_post_target_prob_wins,novp
74,1.0,treat,first_post_target_choice,novp
74,0.0,treat,first_post_target_lb,novp
75,0.6206896551724138,treat,pre_p_target,novp
75,0.5428571428571428,treat,post_p_target,novp
75,-0.077832512315271,treat,delta_post_minus_pre_target,novp
75,0.18571428571428572,treat,post_timeout,novp
75,4.557142857142857,treat,post_latency,novp
75,5.557142857142857,treat,post_pause,novp
75,0.5336988354329008,treat,first_post_target_prob,novp
75,1.0,treat,first_post_target_prob_wins,novp
75,0.0,treat,first_post_target_choice,novp
75,0.0,treat,first_post_target_lb,novp
76,0.41379310344827586,treat,pre_p_target,novp
76,0.6428571428571429,treat,post_p_target,novp
76,0.22906403940886705,treat,delta_post_minus_pre_target,novp
76,0.17142857142857143,treat,post_timeout,novp
76,4.414285714285715,treat,post_latency,novp
76,5.414285714285715,treat,post_pause,novp
76,0.5336988354329008,treat,first_post_target_prob,novp
76,1.0,treat,first_post_target_prob_wins,novp
76,1.0,treat,first_post_target_choice,novp
76,0.0,treat,first_post_target_lb,novp
77,0.6206896551724138,treat,pre_p_target,novp
77,0.5142857142857142,treat,post_p_target,novp
77,-0.10640394088669958,treat,delta_post_minus_pre_target,novp
77,0.22857142857142856,treat,post_timeout,novp
77,4.6571428571428575,treat,post_latency,novp
77,5.6571428571428575,treat,post_pause,novp
77,0.5336988354329008,treat,first_post_target_prob,novp
77,1.0,treat,first_post_target_prob_wins,novp
77,1.0,treat,first_post_target_choice,novp
77,0.0,treat,first_post_target_lb,novp
78,0.7241379310344828,treat,pre_p_target,novp
78,0.5714285714285714,treat,post_p_target,novp
78,-0.15270935960591137,treat,delta_post_minus_pre_target,novp
78,0.17142857142857143,treat,post_timeout,novp
78,4.428571428571429,treat,post_latency,novp
78,5.428571428571429,treat,post_pause,novp
78,0.5336988354329008,treat,first_post_target_prob,novp
78,1.0,treat,first_post_target_prob_wins,novp
78,0.0,treat,first_post_target_choice,novp
78,0.0,treat,first_post_target_lb,novp
79,0.6206896551724138,treat,pre_p_target,novp
79,0.5571428571428572,treat,post_p_target,novp
79,-0.06354679802955665,treat,delta_post_minus_pre_target,novp
79,0.17142857142857143,treat,post_timeout,novp
79,4.6571428571428575,treat,post_latency,novp
79,5.6571428571428575,treat,post_pause,novp
79,0.5336988354329008,treat,first_post_target_prob,novp
79,1.0,treat,first_post_target_prob_wins,novp
79,0.0,treat,first_post_target_choice,novp
79,0.0,treat,first_post_target_lb,novp
80,0.4827586206896552,treat,pre_p_target,novp
80,0.5142857142857142,treat,post_p_target,novp
80,0.03152709359605904,treat,delta_post_minus_pre_target,novp
80,0.15714285714285714,treat,post_timeout,novp
80,4.442857142857143,treat,post_latency,novp
80,5.442857142857143,treat,post_pause,novp
80,0.5336988354329008,treat,first_post_target_prob,novp
80,1.0,treat,first_post_target_prob_wins,novp
80,0.0,treat,first_post_target_choice,novp
80,0.0,treat,first_post_target_lb,novp
81,0.5172413793103449,treat,pre_p_target,novp
81,0.5714285714285714,treat,post_p_target,novp
81,0.054187192118226535,treat,delta_post_minus_pre_target,novp
81,0.2,treat,post_timeout,novp
81,4.457142857142857,treat,post_latency,novp
81,5.457142857142857,treat,post_pause,novp
81,0.5336988354329008,treat,first_post_target_prob,novp
81,1.0,treat,first_post_target_prob_wins,novp
81,1.0,treat,first_post_target_choice,novp
81,0.0,treat,first_post_target_lb,novp
82,0.5172413793103449,treat,pre_p_target,novp
82,0.6714285714285714,treat,post_p_target,novp
82,0.1541871921182265,treat,delta_post_minus_pre_target,novp
82,0.11428571428571428,treat,post_timeout,novp
82,4.3428571428571425,treat,post_latency,novp
82,5.3428571428571425,treat,post_pause,novp
82,0.5336988354329008,treat,first_post_target_prob,novp
82,1.0,treat,first_post_target_prob_wins,novp
82,0.0,treat,first_post_target_choice,novp
82,0.0,treat,first_post_target_lb,novp
83,0.5517241379310345,treat,pre_p_target,novp
83,0.5428571428571428,treat,post_p_target,novp
83,-0.00886699507389166,treat,delta_post_minus_pre_target,novp
83,0.18571428571428572,treat,post_timeout,novp
83,4.371428571428571,treat,post_latency,novp
83,5.371428571428571,treat,post_pause,novp
83,0.5336988354329008,treat,first_post_target_prob,novp
83,1.0,treat,first_post_target_prob_wins,novp
83,1.0,treat,first_post_target_choice,novp
83,0.0,treat,first_post_target_lb,novp
84,0.6206896551724138,treat,pre_p_target,novp
84,0.5,treat,post_p_target,novp
84,-0.12068965517241381,treat,delta_post_minus_pre_target,novp
84,0.2,treat,post_timeout,novp
84,4.4,treat,post_latency,novp
84,5.4,treat,post_pause,novp
84,0.5336988354329008,treat,first_post_target_prob,novp
84,1.0,treat,first_post_target_prob_wins,novp
84,1.0,treat,first_post_target_choice,novp
84,0.0,treat,first_post_target_lb,novp
85,0.6206896551724138,treat,pre_p_target,novp
85,0.6142857142857143,treat,post_p_target,novp
85,-0.0064039408866994885,treat,delta_post_minus_pre_target,novp
85,0.18571428571428572,treat,post_timeout,novp
85,4.357142857142857,treat,post_latency,novp
85,5.357142857142857,treat,post_pause,novp
85,0.5336988354329008,treat,first_post_target_prob,novp
85,1.0,treat,first_post_target_prob_wins,novp
85,1.0,treat,first_post_target_choice,novp
85,0.0,treat,first_post_target_lb,novp
86,0.5517241379310345,treat,pre_p_target,novp
86,0.5571428571428572,treat,post_p_target,novp
86,0.005418719211822687,treat,delta_post_minus_pre_target,novp
86,0.17142857142857143,treat,post_timeout,novp
86,4.571428571428571,treat,post_latency,novp
86,5.571428571428571,treat,post_pause,novp
86,0.5336988354329008,treat,first_post_target_prob,novp
86,1.0,treat,first_post_target_prob_wins,novp
86,0.0,treat,first_post_target_choice,novp
86,0.0,treat,first_post_target_lb,novp
87,0.5172413793103449,treat,pre_p_target,novp
87,0.4714285714285714,treat,post_p_target,novp
87,-0.04581280788177344,treat,delta_post_minus_pre_target,novp
87,0.2,treat,post_timeout,novp
87,4.628571428571429,treat,post_latency,novp
87,5.628571428571429,treat,post_pause,novp
87,0.5336988354329008,treat,first_post_target_prob,novp
87,1.0,treat,first_post_target_prob_wins,novp
87,1.0,treat,first_post_target_choice,novp
87,0.0,treat,first_post_target_lb,novp
88,0.5517241379310345,treat,pre_p_target,novp
88,0.5857142857142857,treat,post_p_target,novp
88,0.03399014778325127,treat,delta_post_minus_pre_target,novp
88,0.18571428571428572,treat,post_timeout,novp
88,4.414285714285715,treat,post_latency,novp
88,5.414285714285715,treat,post_pause,novp
88,0.5336988354329008,treat,first_post_target_prob,novp
88,1.0,treat,first_post_target_prob_wins,novp
88,1.0,treat,first_post_target_choice,novp
88,0.0,treat,first_post_target_lb,novp
89,0.5172413793103449,treat,pre_p_target,novp
89,0.6,treat,post_p_target,novp
89,0.08275862068965512,treat,delta_post_minus_pre_target,novp
89,0.15714285714285714,treat,post_timeout,novp
89,4.542857142857143,treat,post_latency,novp
89,5.542857142857143,treat,post_pause,novp
89,0.5336988354329008,treat,first_post_target_prob,novp
89,1.0,treat,first_post_target_prob_wins,novp
89,1.0,treat,first_post_target_choice,novp
89,0.0,treat,first_post_target_lb,novp
90,0.5172413793103449,treat,pre_p_target,novp
90,0.5,treat,post_p_target,novp
90,-0.017241379310344862,treat,delta_post_minus_pre_target,novp
90,0.2,treat,post_timeout,novp
90,4.557142857142857,treat,post_latency,novp
90,5.557142857142857,treat,post_pause,novp
90,0.5336988354329008,treat,first_post_target_prob,novp
90,1.0,treat,first_post_target_prob_wins,novp
90,1.0,treat,first_post_target_choice,novp
90,0.0,treat,first_post_target_lb,novp
91,0.6206896551724138,treat,pre_p_target,novp
91,0.5428571428571428,treat,post_p_target,novp
91,-0.077832512315271,treat,delta_post_minus_pre_target,novp
91,0.11428571428571428,treat,post_timeout,novp
91,4.542857142857143,treat,post_latency,novp
91,5.542857142857143,treat,post_pause,novp
91,0.5336988354329008,treat,first_post_target_prob,novp
91,1.0,treat,first_post_target_prob_wins,novp
91,1.0,treat,first_post_target_choice,novp
91,0.0,treat,first_post_target_lb,novp
42,0.4482758620689655,treat,pre_p_target,nox
42,0.7285714285714285,treat,post_p_target,nox
42,0.280295566502463,treat,delta_post_minus_pre_target,nox
42,0.0,treat,post_timeout,nox
42,2.3714285714285714,treat,post_latency,nox
42,3.3714285714285714,treat,post_pause,nox
42,0.6568917050780784,treat,first_post_target_prob,nox
42,1.0,treat,first_post_target_prob_wins,nox
42,0.0,treat,first_post_target_choice,nox
42,0.5144730464753083,treat,first_post_target_lb,nox
43,0.5862068965517241,treat,pre_p_target,nox
43,0.6714285714285714,treat,post_p_target,nox
43,0.08522167487684729,treat,delta_post_minus_pre_target,nox
43,0.0,treat,post_timeout,nox
43,2.414285714285714,treat,post_latency,nox
43,3.414285714285714,treat,post_pause,nox
43,0.6568917050780784,treat,first_post_target_prob,nox
43,1.0,treat,first_post_target_prob_wins,nox
43,1.0,treat,first_post_target_choice,nox
43,0.5144730464753083,treat,first_post_target_lb,nox
44,0.6206896551724138,treat,pre_p_target,nox
44,0.6571428571428571,treat,post_p_target,nox
44,0.03645320197044333,treat,delta_post_minus_pre_target,nox
44,0.0,treat,post_timeout,nox
44,2.5428571428571427,treat,post_latency,nox
44,3.5428571428571427,treat,post_pause,nox
44,0.6568917050780784,treat,first_post_target_prob,nox
44,1.0,treat,first_post_target_prob_wins,nox
44,1.0,treat,first_post_target_choice,nox
44,0.5144730464753083,treat,first_post_target_lb,nox
45,0.5172413793103449,treat,pre_p_target,nox
45,0.6428571428571429,treat,post_p_target,nox
45,0.12561576354679804,treat,delta_post_minus_pre_target,nox
45,0.0,treat,post_timeout,nox
45,2.4285714285714284,treat,post_latency,nox
45,3.4285714285714284,treat,post_pause,nox
45,0.6568917050780784,treat,first_post_target_prob,nox
45,1.0,treat,first_post_target_prob_wins,nox
45,1.0,treat,first_post_target_choice,nox
45,0.5144730464753083,treat,first_post_target_lb,nox
46,0.5517241379310345,treat,pre_p_target,nox
46,0.7,treat,post_p_target,nox
46,0.14827586206896548,treat,delta_post_minus_pre_target,nox
46,0.0,treat,post_timeout,nox
46,2.4714285714285715,treat,post_latency,nox
46,3.4714285714285715,treat,post_pause,nox
46,0.6568917050780784,treat,first_post_target_prob,nox
46,1.0,treat,first_post_target_prob_wins,nox
46,0.0,treat,first_post_target_choice,nox
46,0.5144730464753083,treat,first_post_target_lb,nox
47,0.4482758620689655,treat,pre_p_target,nox
47,0.7,treat,post_p_target,nox
47,0.25172413793103443,treat,delta_post_minus_pre_target,nox
47,0.0,treat,post_timeout,nox
47,2.4,treat,post_latency,nox
47,3.4,treat,post_pause,nox
47,0.6568917050780784,treat,first_post_target_prob,nox
47,1.0,treat,first_post_target_prob_wins,nox
47,0.0,treat,first_post_target_choice,nox
47,0.5144730464753083,treat,first_post_target_lb,nox
48,0.4827586206896552,treat,pre_p_target,nox
48,0.7142857142857143,treat,post_p_target,nox
48,0.2315270935960591,treat,delta_post_minus_pre_target,nox
48,0.0,treat,post_timeout,nox
48,2.4857142857142858,treat,post_latency,nox
48,3.4857142857142858,treat,post_pause,nox
48,0.6568917050780784,treat,first_post_target_prob,nox
48,1.0,treat,first_post_target_prob_wins,nox
48,0.0,treat,first_post_target_choice,nox
48,0.5144730464753083,treat,first_post_target_lb,nox
49,0.6551724137931034,treat,pre_p_target,nox
49,0.7285714285714285,treat,post_p_target,nox
49,0.07339901477832511,treat,delta_post_minus_pre_target,nox
49,0.0,treat,post_timeout,nox
49,2.3857142857142857,treat,post_latency,nox
49,3.3857142857142857,treat,post_pause,nox
49,0.6568917050780784,treat,first_post_target_prob,nox
49,1.0,treat,first_post_target_prob_wins,nox
49,1.0,treat,first_post_target_choice,nox
49,0.5144730464753083,treat,first_post_target_lb,nox
50,0.4827586206896552,treat,pre_p_target,nox
50,0.7285714285714285,treat,post_p_target,nox
50,0.24581280788177334,treat,delta_post_minus_pre_target,nox
50,0.0,treat,post_timeout,nox
50,2.4714285714285715,treat,post_latency,nox
50,3.4714285714285715,treat,post_pause,nox
50,0.6568917050780784,treat,first_post_target_prob,nox
50,1.0,treat,first_post_target_prob_wins,nox
50,0.0,treat,first_post_target_choice,nox
50,0.5144730464753083,treat,first_post_target_lb,nox
51,0.4482758620689655,treat,pre_p_target,nox
51,0.7,treat,post_p_target,nox
51,0.25172413793103443,treat,delta_post_minus_pre_target,nox
51,0.0,treat,post_timeout,nox
51,2.442857142857143,treat,post_latency,nox
51,3.442857142857143,treat,post_pause,nox
51,0.6568917050780784,treat,first_post_target_prob,nox
51,1.0,treat,first_post_target_prob_wins,nox
51,1.0,treat,first_post_target_choice,nox
51,0.5144730464753083,treat,first_post_target_lb,nox
52,0.4827586206896552,treat,pre_p_target,nox
52,0.6857142857142857,treat,post_p_target,nox
52,0.20295566502463053,treat,delta_post_minus_pre_target,nox
52,0.0,treat,post_timeout,nox
52,2.4714285714285715,treat,post_latency,nox
52,3.4714285714285715,treat,post_pause,nox
52,0.6568917050780784,treat,first_post_target_prob,nox
52,1.0,treat,first_post_target_prob_wins,nox
52,1.0,treat,first_post_target_choice,nox
52,0.5144730464753083,treat,first_post_target_lb,nox
53,0.5172413793103449,treat,pre_p_target,nox
53,0.7428571428571429,treat,post_p_target,nox
53,0.22561576354679802,treat,delta_post_minus_pre_target,nox
53,0.0,treat,post_timeout,nox
53,2.4,treat,post_latency,nox
53,3.4,treat,post_pause,nox
53,0.6568917050780784,treat,first_post_target_prob,nox
53,1.0,treat,first_post_target_prob_wins,nox
53,1.0,treat,first_post_target_choice,nox
53,0.5144730464753083,treat,first_post_target_lb,nox
54,0.4482758620689655,treat,pre_p_target,nox
54,0.7428571428571429,treat,post_p_target,nox
54,0.29458128078817736,treat,delta_post_minus_pre_target,nox
54,0.0,treat,post_timeout,nox
54,2.585714285714286,treat,post_latency,nox
54,3.585714285714286,treat,post_pause,nox
54,0.6568917050780784,treat,first_post_target_prob,nox
54,1.0,treat,first_post_target_prob_wins,nox
54,0.0,treat,first_post_target_choice,nox
54,0.5144730464753083,treat,first_post_target_lb,nox
55,0.5517241379310345,treat,pre_p_target,nox
55,0.6428571428571429,treat,post_p_target,nox
55,0.09113300492610843,treat,delta_post_minus_pre_target,nox
55,0.0,treat,post_timeout,nox
55,2.4857142857142858,treat,post_latency,nox
55,3.4857142857142858,treat,post_pause,nox
55,0.6568917050780784,treat,first_post_target_prob,nox
55,1.0,treat,first_post_target_prob_wins,nox
55,1.0,treat,first_post_target_choice,nox
55,0.5144730464753083,treat,first_post_target_lb,nox
56,0.4827586206896552,treat,pre_p_target,nox
56,0.7428571428571429,treat,post_p_target,nox
56,0.2600985221674877,treat,delta_post_minus_pre_target,nox
56,0.0,treat,post_timeout,nox
56,2.4714285714285715,treat,post_latency,nox
56,3.4714285714285715,treat,post_pause,nox
56,0.6568917050780784,treat,first_post_target_prob,nox
56,1.0,treat,first_post_target_prob_wins,nox
56,1.0,treat,first_post_target_choice,nox
56,0.5144730464753083,treat,first_post_target_lb,nox
57,0.7241379310344828,treat,pre_p_target,nox
57,0.6571428571428571,treat,post_p_target,nox
57,-0.06699507389162562,treat,delta_post_minus_pre_target,nox
57,0.0,treat,post_timeout,nox
57,2.357142857142857,treat,post_latency,nox
57,3.357142857142857,treat,post_pause,nox
57,0.6568917050780784,treat,first_post_target_prob,nox
57,1.0,treat,first_post_target_prob_wins,nox
57,1.0,treat,first_post_target_choice,nox
57,0.5144730464753083,treat,first_post_target_lb,nox
58,0.5172413793103449,treat,pre_p_target,nox
58,0.7714285714285715,treat,post_p_target,nox
58,0.2541871921182266,treat,delta_post_minus_pre_target,nox
58,0.0,treat,post_timeout,nox
58,2.4285714285714284,treat,post_latency,nox
58,3.4285714285714284,treat,post_pause,nox
58,0.6568917050780784,treat,first_post_target_prob,nox
58,1.0,treat,first_post_target_prob_wins,nox
58,1.0,treat,first_post_target_choice,nox
58,0.5144730464753083,treat,first_post_target_lb,nox
59,0.4482758620689655,treat,pre_p_target,nox
59,0.7285714285714285,treat,post_p_target,nox
59,0.280295566502463,treat,delta_post_minus_pre_target,nox
59,0.0,treat,post_timeout,nox
59,2.4,treat,post_latency,nox
59,3.4,treat,post_pause,nox
59,0.6568917050780784,treat,first_post_target_prob,nox
59,1.0,treat,first_post_target_prob_wins,nox
59,1.0,treat,first_post_target_choice,nox
59,0.5144730464753083,treat,first_post_target_lb,nox
60,0.6206896551724138,treat,pre_p_target,nox
60,0.6428571428571429,treat,post_p_target,nox
60,0.022167487684729092,treat,delta_post_minus_pre_target,nox
60,0.0,treat,post_timeout,nox
60,2.4571428571428573,treat,post_latency,nox
60,3.4571428571428573,treat,post_pause,nox
60,0.6568917050780784,treat,first_post_target_prob,nox
60,1.0,treat,first_post_target_prob_wins,nox
60,1.0,treat,first_post_target_choice,nox
60,0.5144730464753083,treat,first_post_target_lb,nox
61,0.5862068965517241,treat,pre_p_target,nox
61,0.7571428571428571,treat,post_p_target,nox
61,0.17093596059113303,treat,delta_post_minus_pre_target,nox
61,0.0,treat,post_timeout,nox
61,2.4857142857142858,treat,post_latency,nox
61,3.4857142857142858,treat,post_pause,nox
61,0.6568917050780784,treat,first_post_target_prob,nox
61,1.0,treat,first_post_target_prob_wins,nox
61,1.0,treat,first_post_target_choice,nox
61,0.5144730464753083,treat,first_post_target_lb,nox
62,0.6551724137931034,treat,pre_p_target,nox
62,0.7285714285714285,treat,post_p_target,nox
62,0.07339901477832511,treat,delta_post_minus_pre_target,nox
62,0.0,treat,post_timeout,nox
62,2.5,treat,post_latency,nox
62,3.5,treat,post_pause,nox
62,0.6568917050780784,treat,first_post_target_prob,nox
62,1.0,treat,first_post_target_prob_wins,nox
62,1.0,treat,first_post_target_choice,nox
62,0.5144730464753083,treat,first_post_target_lb,nox
63,0.4827586206896552,treat,pre_p_target,nox
63,0.7285714285714285,treat,post_p_target,nox
63,0.24581280788177334,treat,delta_post_minus_pre_target,nox
63,0.0,treat,post_timeout,nox
63,2.4285714285714284,treat,post_latency,nox
63,3.4285714285714284,treat,post_pause,nox
63,0.6568917050780784,treat,first_post_target_prob,nox
63,1.0,treat,first_post_target_prob_wins,nox
63,1.0,treat,first_post_target_choice,nox
63,0.5144730464753083,treat,first_post_target_lb,nox
64,0.7931034482758621,treat,pre_p_target,nox
64,0.7285714285714285,treat,post_p_target,nox
64,-0.06453201970443356,treat,delta_post_minus_pre_target,nox
64,0.0,treat,post_timeout,nox
64,2.4571428571428573,treat,post_latency,nox
64,3.4571428571428573,treat,post_pause,nox
64,0.6568917050780784,treat,first_post_target_prob,nox
64,1.0,treat,first_post_target_prob_wins,nox
64,1.0,treat,first_post_target_choice,nox
64,0.5144730464753083,treat,first_post_target_lb,nox
65,0.5517241379310345,treat,pre_p_target,nox
65,0.6857142857142857,treat,post_p_target,nox
65,0.13399014778325125,treat,delta_post_minus_pre_target,nox
65,0.0,treat,post_timeout,nox
65,2.3142857142857145,treat,post_latency,nox
65,3.3142857142857145,treat,post_pause,nox
65,0.6568917050780784,treat,first_post_target_prob,nox
65,1.0,treat,first_post_target_prob_wins,nox
65,0.0,treat,first_post_target_choice,nox
65,0.5144730464753083,treat,first_post_target_lb,nox
66,0.6551724137931034,treat,pre_p_target,nox
66,0.6428571428571429,treat,post_p_target,nox
66,-0.01231527093596052,treat,delta_post_minus_pre_target,nox
66,0.0,treat,post_timeout,nox
66,2.5142857142857142,treat,post_latency,nox
66,3.5142857142857142,treat,post_pause,nox
66,0.6568917050780784,treat,first_post_target_prob,nox
66,1.0,treat,first_post_target_prob_wins,nox
66,0.0,treat,first_post_target_choice,nox
66,0.5144730464753083,treat,first_post_target_lb,nox
67,0.6206896551724138,treat,pre_p_target,nox
67,0.7285714285714285,treat,post_p_target,nox
67,0.10788177339901472,treat,delta_post_minus_pre_target,nox
67,0.0,treat,post_timeout,nox
67,2.342857142857143,treat,post_latency,nox
67,3.342857142857143,treat,post_pause,nox
67,0.6568917050780784,treat,first_post_target_prob,nox
67,1.0,treat,first_post_target_prob_wins,nox
67,1.0,treat,first_post_target_choice,nox
67,0.5144730464753083,treat,first_post_target_lb,nox
68,0.6206896551724138,treat,pre_p_target,nox
68,0.6714285714285714,treat,post_p_target,nox
68,0.05073891625615756,treat,delta_post_minus_pre_target,nox
68,0.0,treat,post_timeout,nox
68,2.5142857142857142,treat,post_latency,nox
68,3.5142857142857142,treat,post_pause,nox
68,0.6568917050780784,treat,first_post_target_prob,nox
68,1.0,treat,first_post_target_prob_wins,nox
68,1.0,treat,first_post_target_choice,nox
68,0.5144730464753083,treat,first_post_target_lb,nox
69,0.6551724137931034,treat,pre_p_target,nox
69,0.7428571428571429,treat,post_p_target,nox
69,0.08768472906403946,treat,delta_post_minus_pre_target,nox
69,0.0,treat,post_timeout,nox
69,2.4571428571428573,treat,post_latency,nox
69,3.4571428571428573,treat,post_pause,nox
69,0.6568917050780784,treat,first_post_target_prob,nox
69,1.0,treat,first_post_target_prob_wins,nox
69,0.0,treat,first_post_target_choice,nox
69,0.5144730464753083,treat,first_post_target_lb,nox
70,0.4827586206896552,treat,pre_p_target,nox
70,0.7714285714285715,treat,post_p_target,nox
70,0.28866995073891627,treat,delta_post_minus_pre_target,nox
70,0.0,treat,post_timeout,nox
70,2.5714285714285716,treat,post_latency,nox
70,3.5714285714285716,treat,post_pause,nox
70,0.6568917050780784,treat,first_post_target_prob,nox
70,1.0,treat,first_post_target_prob_wins,nox
70,1.0,treat,first_post_target_choice,nox
70,0.5144730464753083,treat,first_post_target_lb,nox
71,0.5517241379310345,treat,pre_p_target,nox
71,0.7142857142857143,treat,post_p_target,nox
71,0.16256157635467983,treat,delta_post_minus_pre_target,nox
71,0.0,treat,post_timeout,nox
71,2.2857142857142856,treat,post_latency,nox
71,3.2857142857142856,treat,post_pause,nox
71,0.6568917050780784,treat,first_post_target_prob,nox
71,1.0,treat,first_post_target_prob_wins,nox
71,1.0,treat,first_post_target_choice,nox
71,0.5144730464753083,treat,first_post_target_lb,nox
72,0.5862068965517241,treat,pre_p_target,nox
72,0.6857142857142857,treat,post_p_target,nox
72,0.09950738916256163,treat,delta_post_minus_pre_target,nox
72,0.0,treat,post_timeout,nox
72,2.4714285714285715,treat,post_latency,nox
72,3.4714285714285715,treat,post_pause,nox
72,0.6568917050780784,treat,first_post_target_prob,nox
72,1.0,treat,first_post_target_prob_wins,nox
72,0.0,treat,first_post_target_choice,nox
72,0.5144730464753083,treat,first_post_target_lb,nox
73,0.4482758620689655,treat,pre_p_target,nox
73,0.6285714285714286,treat,post_p_target,nox
73,0.18029556650246303,treat,delta_post_minus_pre_target,nox
73,0.0,treat,post_timeout,nox
73,2.4714285714285715,treat,post_latency,nox
73,3.4714285714285715,treat,post_pause,nox
73,0.6568917050780784,treat,first_post_target_prob,nox
73,1.0,treat,first_post_target_prob_wins,nox
73,0.0,treat,first_post_target_choice,nox
73,0.5144730464753083,treat,first_post_target_lb,nox
74,0.6551724137931034,treat,pre_p_target,nox
74,0.7428571428571429,treat,post_p_target,nox
74,0.08768472906403946,treat,delta_post_minus_pre_target,nox
74,0.0,treat,post_timeout,nox
74,2.4571428571428573,treat,post_latency,nox
74,3.4571428571428573,treat,post_pause,nox
74,0.6568917050780784,treat,first_post_target_prob,nox
74,1.0,treat,first_post_target_prob_wins,nox
74,1.0,treat,first_post_target_choice,nox
74,0.5144730464753083,treat,first_post_target_lb,nox
75,0.6206896551724138,treat,pre_p_target,nox
75,0.8,treat,post_p_target,nox
75,0.17931034482758623,treat,delta_post_minus_pre_target,nox
75,0.0,treat,post_timeout,nox
75,2.4285714285714284,treat,post_latency,nox
75,3.4285714285714284,treat,post_pause,nox
75,0.6568917050780784,treat,first_post_target_prob,nox
75,1.0,treat,first_post_target_prob_wins,nox
75,0.0,treat,first_post_target_choice,nox
75,0.5144730464753083,treat,first_post_target_lb,nox
76,0.41379310344827586,treat,pre_p_target,nox
76,0.6857142857142857,treat,post_p_target,nox
76,0.27192118226600986,treat,delta_post_minus_pre_target,nox
76,0.0,treat,post_timeout,nox
76,2.4571428571428573,treat,post_latency,nox
76,3.4571428571428573,treat,post_pause,nox
76,0.6568917050780784,treat,first_post_target_prob,nox
76,1.0,treat,first_post_target_prob_wins,nox
76,1.0,treat,first_post_target_choice,nox
76,0.5144730464753083,treat,first_post_target_lb,nox
77,0.6206896551724138,treat,pre_p_target,nox
77,0.5714285714285714,treat,post_p_target,nox
77,-0.049261083743842415,treat,delta_post_minus_pre_target,nox
77,0.0,treat,post_timeout,nox
77,2.4571428571428573,treat,post_latency,nox
77,3.4571428571428573,treat,post_pause,nox
77,0.6568917050780784,treat,first_post_target_prob,nox
77,1.0,treat,first_post_target_prob_wins,nox
77,1.0,treat,first_post_target_choice,nox
77,0.5144730464753083,treat,first_post_target_lb,nox
78,0.7241379310344828,treat,pre_p_target,nox
78,0.7142857142857143,treat,post_p_target,nox
78,-0.009852216748768461,treat,delta_post_minus_pre_target,nox
78,0.0,treat,post_timeout,nox
78,2.3857142857142857,treat,post_latency,nox
78,3.3857142857142857,treat,post_pause,nox
78,0.6568917050780784,treat,first_post_target_prob,nox
78,1.0,treat,first_post_target_prob_wins,nox
78,0.0,treat,first_post_target_choice,nox
78,0.5144730464753083,treat,first_post_target_lb,nox
79,0.6206896551724138,treat,pre_p_target,nox
79,0.6714285714285714,treat,post_p_target,nox
79,0.05073891625615756,treat,delta_post_minus_pre_target,nox
79,0.0,treat,post_timeout,nox
79,2.5285714285714285,treat,post_latency,nox
79,3.5285714285714285,treat,post_pause,nox
79,0.6568917050780784,treat,first_post_target_prob,nox
79,1.0,treat,first_post_target_prob_wins,nox
79,0.0,treat,first_post_target_choice,nox
79,0.5144730464753083,treat,first_post_target_lb,nox
80,0.4827586206896552,treat,pre_p_target,nox
80,0.6857142857142857,treat,post_p_target,nox
80,0.20295566502463053,treat,delta_post_minus_pre_target,nox
80,0.0,treat,post_timeout,nox
80,2.4857142857142858,treat,post_latency,nox
80,3.4857142857142858,treat,post_pause,nox
80,0.6568917050780784,treat,first_post_target_prob,nox
80,1.0,treat,first_post_target_prob_wins,nox
80,0.0,treat,first_post_target_choice,nox
80,0.5144730464753083,treat,first_post_target_lb,nox
81,0.5172413793103449,treat,pre_p_target,nox
81,0.7,treat,post_p_target,nox
81,0.1827586206896551,treat,delta_post_minus_pre_target,nox
81,0.0,treat,post_timeout,nox
81,2.4857142857142858,treat,post_latency,nox
81,3.4857142857142858,treat,post_pause,nox
81,0.6568917050780784,treat,first_post_target_prob,nox
81,1.0,treat,first_post_target_prob_wins,nox
81,1.0,treat,first_post_target_choice,nox
81,0.5144730464753083,treat,first_post_target_lb,nox
82,0.5172413793103449,treat,pre_p_target,nox
82,0.7714285714285715,treat,post_p_target,nox
82,0.2541871921182266,treat,delta_post_minus_pre_target,nox
82,0.0,treat,post_timeout,nox
82,2.5,treat,post_latency,nox
82,3.5,treat,post_pause,nox
82,0.6568917050780784,treat,first_post_target_prob,nox
82,1.0,treat,first_post_target_prob_wins,nox
82,0.0,treat,first_post_target_choice,nox
82,0.5144730464753083,treat,first_post_target_lb,nox
83,0.5517241379310345,treat,pre_p_target,nox
83,0.7857142857142857,treat,post_p_target,nox
83,0.23399014778325122,treat,delta_post_minus_pre_target,nox
83,0.0,treat,post_timeout,nox
83,2.414285714285714,treat,post_latency,nox
83,3.414285714285714,treat,post_pause,nox
83,0.6568917050780784,treat,first_post_target_prob,nox
83,1.0,treat,first_post_target_prob_wins,nox
