seed,metric_value,scenario,metric,ablation
53,0.4663011645670992,shock,first_post_target_prob,full
53,0.0,shock,first_post_target_prob_wins,full
53,0.0,shock,first_post_target_choice,full
53,0.0,shock,first_post_target_lb,full
54,0.5517241379310345,shock,pre_p_target,full
54,0.38571428571428573,shock,post_p_target,full
54,-0.16600985221674874,shock,delta_post_minus_pre_target,full
54,0.18571428571428572,shock,post_timeout,full
54,3.9285714285714284,shock,post_latency,full
54,4.928571428571429,shock,post_pause,full
54,0.4663011645670992,shock,first_post_target_prob,full
54,0.0,shock,first_post_target_prob_wins,full
54,1.0,shock,first_post_target_choice,full
54,0.0,shock,first_post_target_lb,full
55,0.4482758620689655,shock,pre_p_target,full
55,0.34285714285714286,shock,post_p_target,full
55,-0.10541871921182266,shock,delta_post_minus_pre_target,full
55,0.15714285714285714,shock,post_timeout,full
55,3.9,shock,post_latency,full
55,4.9,shock,post_pause,full
55,0.4663011645670992,shock,first_post_target_prob,full
55,0.0,shock,first_post_target_prob_wins,full
55,0.0,shock,first_post_target_choice,full
55,0.0,shock,first_post_target_lb,full
56,0.5172413793103449,shock,pre_p_target,full
56,0.35714285714285715,shock,post_p_target,full
56,-0.1600985221674877,shock,delta_post_minus_pre_target,full
56,0.12857142857142856,shock,post_timeout,full
56,3.742857142857143,shock,post_latency,full
56,4.742857142857143,shock,post_pause,full
56,0.4663011645670992,shock,first_post_target_prob,full
56,0.0,shock,first_post_target_prob_wins,full
56,0.0,shock,first_post_target_choice,full
56,0.0,shock,first_post_target_lb,full
57,0.27586206896551724,shock,pre_p_target,full
57,0.2714285714285714,shock,post_p_target,full
57,-0.00443349753694583,shock,delta_post_minus_pre_target,full
57,0.18571428571428572,shock,post_timeout,full
57,3.9285714285714284,shock,post_latency,full
57,4.928571428571429,shock,post_pause,full
57,0.4663011645670992,shock,first_post_target_prob,full
57,0.0,shock,first_post_target_prob_wins,full
57,1.0,shock,first_post_target_choice,full
57,0.0,shock,first_post_target_lb,full
58,0.4827586206896552,shock,pre_p_target,full
58,0.2714285714285714,shock,post_p_target,full
58,-0.21133004926108379,shock,delta_post_minus_pre_target,full
58,0.1,shock,post_timeout,full
58,3.8714285714285714,shock,post_latency,full
58,4.871428571428571,shock,post_pause,full
58,0.4663011645670992,shock,first_post_target_prob,full
58,0.0,shock,first_post_target_prob_wins,full
58,0.0,shock,first_post_target_choice,full
58,0.0,shock,first_post_target_lb,full
59,0.5517241379310345,shock,pre_p_target,full
59,0.37142857142857144,shock,post_p_target,full
59,-0.18029556650246303,shock,delta_post_minus_pre_target,full
59,0.15714285714285714,shock,post_timeout,full
59,3.7,shock,post_latency,full
59,4.7,shock,post_pause,full
59,0.4663011645670992,shock,first_post_target_prob,full
59,0.0,shock,first_post_target_prob_wins,full
59,0.0,shock,first_post_target_choice,full
59,0.0,shock,first_post_target_lb,full
60,0.3793103448275862,shock,pre_p_target,full
60,0.38571428571428573,shock,post_p_target,full
60,0.006403940886699544,shock,delta_post_minus_pre_target,full
60,0.11428571428571428,shock,post_timeout,full
60,3.8285714285714287,shock,post_latency,full
60,4.828571428571428,shock,post_pause,full
60,0.4663011645670992,shock,first_post_target_prob,full
60,0.0,shock,first_post_target_prob_wins,full
60,0.0,shock,first_post_target_choice,full
60,0.0,shock,first_post_target_lb,full
61,0.41379310344827586,shock,pre_p_target,full
61,0.3142857142857143,shock,post_p_target,full
61,-0.09950738916256158,shock,delta_post_minus_pre_target,full
61,0.12857142857142856,shock,post_timeout,full
61,3.6857142857142855,shock,post_latency,full
61,4.685714285714286,shock,post_pause,full
61,0.4663011645670992,shock,first_post_target_prob,full
61,0.0,shock,first_post_target_prob_wins,full
61,0.0,shock,first_post_target_choice,full
61,0.0,shock,first_post_target_lb,full
62,0.3448275862068966,shock,pre_p_target,full
62,0.35714285714285715,shock,post_p_target,full
62,0.012315270935960576,shock,delta_post_minus_pre_target,full
62,0.12857142857142856,shock,post_timeout,full
62,3.7,shock,post_latency,full
62,4.7,shock,post_pause,full
62,0.4663011645670992,shock,first_post_target_prob,full
62,0.0,shock,first_post_target_prob_wins,full
62,0.0,shock,first_post_target_choice,full
62,0.0,shock,first_post_target_lb,full
63,0.5172413793103449,shock,pre_p_target,full
63,0.2714285714285714,shock,post_p_target,full
63,-0.24581280788177345,shock,delta_post_minus_pre_target,full
63,0.15714285714285714,shock,post_timeout,full
63,3.942857142857143,shock,post_latency,full
63,4.942857142857143,shock,post_pause,full
63,0.4663011645670992,shock,first_post_target_prob,full
63,0.0,shock,first_post_target_prob_wins,full
63,1.0,shock,first_post_target_choice,full
63,0.0,shock,first_post_target_lb,full
64,0.20689655172413793,shock,pre_p_target,full
64,0.3142857142857143,shock,post_p_target,full
64,0.10738916256157635,shock,delta_post_minus_pre_target,full
64,0.14285714285714285,shock,post_timeout,full
64,3.7714285714285714,shock,post_latency,full
64,4.771428571428571,shock,post_pause,full
64,0.4663011645670992,shock,first_post_target_prob,full
64,0.0,shock,first_post_target_prob_wins,full
64,0.0,shock,first_post_target_choice,full
64,0.0,shock,first_post_target_lb,full
65,0.4482758620689655,shock,pre_p_target,full
65,0.3,shock,post_p_target,full
65,-0.14827586206896554,shock,delta_post_minus_pre_target,full
65,0.1,shock,post_timeout,full
65,3.6,shock,post_latency,full
65,4.6,shock,post_pause,full
65,0.4663011645670992,shock,first_post_target_prob,full
65,0.0,shock,first_post_target_prob_wins,full
65,1.0,shock,first_post_target_choice,full
65,0.0,shock,first_post_target_lb,full
66,0.3448275862068966,shock,pre_p_target,full
66,0.2571428571428571,shock,post_p_target,full
66,-0.08768472906403946,shock,delta_post_minus_pre_target,full
66,0.12857142857142856,shock,post_timeout,full
66,3.7142857142857144,shock,post_latency,full
66,4.714285714285714,shock,post_pause,full
66,0.4663011645670992,shock,first_post_target_prob,full
66,0.0,shock,first_post_target_prob_wins,full
66,1.0,shock,first_post_target_choice,full
66,0.0,shock,first_post_target_lb,full
67,0.3793103448275862,shock,pre_p_target,full
67,0.34285714285714286,shock,post_p_target,full
67,-0.03645320197044333,shock,delta_post_minus_pre_target,full
67,0.14285714285714285,shock,post_timeout,full
67,3.942857142857143,shock,post_latency,full
67,4.942857142857143,shock,post_pause,full
67,0.4663011645670992,shock,first_post_target_prob,full
67,0.0,shock,first_post_target_prob_wins,full
67,0.0,shock,first_post_target_choice,full
67,0.0,shock,first_post_target_lb,full
68,0.3793103448275862,shock,pre_p_target,full
68,0.4,shock,post_p_target,full
68,0.020689655172413834,shock,delta_post_minus_pre_target,full
68,0.21428571428571427,shock,post_timeout,full
68,3.857142857142857,shock,post_latency,full
68,4.857142857142857,shock,post_pause,full
68,0.4663011645670992,shock,first_post_target_prob,full
68,0.0,shock,first_post_target_prob_wins,full
68,0.0,shock,first_post_target_choice,full
68,0.0,shock,first_post_target_lb,full
69,0.3448275862068966,shock,pre_p_target,full
69,0.35714285714285715,shock,post_p_target,full
69,0.012315270935960576,shock,delta_post_minus_pre_target,full
69,0.18571428571428572,shock,post_timeout,full
69,3.8,shock,post_latency,full
69,4.8,shock,post_pause,full
69,0.4663011645670992,shock,first_post_target_prob,full
69,0.0,shock,first_post_target_prob_wins,full
69,1.0,shock,first_post_target_choice,full
69,0.0,shock,first_post_target_lb,full
70,0.5172413793103449,shock,pre_p_target,full
70,0.24285714285714285,shock,post_p_target,full
70,-0.274384236453202,shock,delta_post_minus_pre_target,full
70,0.2,shock,post_timeout,full
70,3.9285714285714284,shock,post_latency,full
70,4.928571428571429,shock,post_pause,full
70,0.4663011645670992,shock,first_post_target_prob,full
70,0.0,shock,first_post_target_prob_wins,full
70,0.0,shock,first_post_target_choice,full
70,0.0,shock,first_post_target_lb,full
71,0.4482758620689655,shock,pre_p_target,full
71,0.32857142857142857,shock,post_p_target,full
71,-0.11970443349753696,shock,delta_post_minus_pre_target,full
71,0.1,shock,post_timeout,full
71,3.7285714285714286,shock,post_latency,full
71,4.728571428571429,shock,post_pause,full
71,0.4663011645670992,shock,first_post_target_prob,full
71,0.0,shock,first_post_target_prob_wins,full
71,0.0,shock,first_post_target_choice,full
71,0.0,shock,first_post_target_lb,full
72,0.41379310344827586,shock,pre_p_target,full
72,0.32857142857142857,shock,post_p_target,full
72,-0.08522167487684729,shock,delta_post_minus_pre_target,full
72,0.14285714285714285,shock,post_timeout,full
72,3.9714285714285715,shock,post_latency,full
72,4.9714285714285715,shock,post_pause,full
72,0.4663011645670992,shock,first_post_target_prob,full
72,0.0,shock,first_post_target_prob_wins,full
72,1.0,shock,first_post_target_choice,full
72,0.0,shock,first_post_target_lb,full
73,0.5517241379310345,shock,pre_p_target,full
73,0.35714285714285715,shock,post_p_target,full
73,-0.19458128078817732,shock,delta_post_minus_pre_target,full
73,0.11428571428571428,shock,post_timeout,full
73,3.5428571428571427,shock,post_latency,full
73,4.542857142857143,shock,post_pause,full
73,0.4663011645670992,shock,first_post_target_prob,full
73,0.0,shock,first_post_target_prob_wins,full
73,1.0,shock,first_post_target_choice,full
73,0.0,shock,first_post_target_lb,full
74,0.3448275862068966,shock,pre_p_target,full
74,0.3,shock,post_p_target,full
74,-0.044827586206896586,shock,delta_post_minus_pre_target,full
74,0.07142857142857142,shock,post_timeout,full
74,3.6857142857142855,shock,post_latency,full
74,4.685714285714286,shock,post_pause,full
74,0.4663011645670992,shock,first_post_target_prob,full
74,0.0,shock,first_post_target_prob_wins,full
74,0.0,shock,first_post_target_choice,full
74,0.0,shock,first_post_target_lb,full
75,0.3793103448275862,shock,pre_p_target,full
75,0.37142857142857144,shock,post_p_target,full
75,-0.007881773399014746,shock,delta_post_minus_pre_target,full
75,0.14285714285714285,shock,post_timeout,full
75,3.7,shock,post_latency,full
75,4.7,shock,post_pause,full
75,0.4663011645670992,shock,first_post_target_prob,full
75,0.0,shock,first_post_target_prob_wins,full
75,1.0,shock,first_post_target_choice,full
75,0.0,shock,first_post_target_lb,full
76,0.5862068965517241,shock,pre_p_target,full
76,0.3,shock,post_p_target,full
76,-0.2862068965517241,shock,delta_post_minus_pre_target,full
76,0.11428571428571428,shock,post_timeout,full
76,3.7857142857142856,shock,post_latency,full
76,4.785714285714286,shock,post_pause,full
76,0.4663011645670992,shock,first_post_target_prob,full
76,0.0,shock,first_post_target_prob_wins,full
76,0.0,shock,first_post_target_choice,full
76,0.0,shock,first_post_target_lb,full
77,0.3793103448275862,shock,pre_p_target,full
77,0.38571428571428573,shock,post_p_target,full
77,0.006403940886699544,shock,delta_post_minus_pre_target,full
77,0.17142857142857143,shock,post_timeout,full
77,3.7285714285714286,shock,post_latency,full
77,4.728571428571429,shock,post_pause,full
77,0.4663011645670992,shock,first_post_target_prob,full
77,0.0,shock,first_post_target_prob_wins,full
77,0.0,shock,first_post_target_choice,full
77,0.0,shock,first_post_target_lb,full
78,0.27586206896551724,shock,pre_p_target,full
78,0.34285714285714286,shock,post_p_target,full
78,0.06699507389162562,shock,delta_post_minus_pre_target,full
78,0.17142857142857143,shock,post_timeout,full
78,3.9571428571428573,shock,post_latency,full
78,4.957142857142857,shock,post_pause,full
78,0.4663011645670992,shock,first_post_target_prob,full
78,0.0,shock,first_post_target_prob_wins,full
78,1.0,shock,first_post_target_choice,full
78,0.0,shock,first_post_target_lb,full
79,0.3793103448275862,shock,pre_p_target,full
79,0.37142857142857144,shock,post_p_target,full
79,-0.007881773399014746,shock,delta_post_minus_pre_target,full
79,0.1,shock,post_timeout,full
79,3.7857142857142856,shock,post_latency,full
79,4.785714285714286,shock,post_pause,full
79,0.4663011645670992,shock,first_post_target_prob,full
79,0.0,shock,first_post_target_prob_wins,full
79,1.0,shock,first_post_target_choice,full
79,0.0,shock,first_post_target_lb,full
80,0.5172413793103449,shock,pre_p_target,full
80,0.34285714285714286,shock,post_p_target,full
80,-0.174384236453202,shock,delta_post_minus_pre_target,full
80,0.08571428571428572,shock,post_timeout,full
80,3.7142857142857144,shock,post_latency,full
80,4.714285714285714,shock,post_pause,full
80,0.4663011645670992,shock,first_post_target_prob,full
80,0.0,shock,first_post_target_prob_wins,full
80,1.0,shock,first_post_target_choice,full
80,0.0,shock,first_post_target_lb,full
81,0.4827586206896552,shock,pre_p_target,full
81,0.35714285714285715,shock,post_p_target,full
81,-0.12561576354679804,shock,delta_post_minus_pre_target,full
81,0.1,shock,post_timeout,full
81,3.8,shock,post_latency,full
81,4.8,shock,post_pause,full
81,0.4663011645670992,shock,first_post_target_prob,full
81,0.0,shock,first_post_target_prob_wins,full
81,0.0,shock,first_post_target_choice,full
81,0.0,shock,first_post_target_lb,full
82,0.4827586206896552,shock,pre_p_target,full
82,0.22857142857142856,shock,post_p_target,full
82,-0.2541871921182266,shock,delta_post_minus_pre_target,full
82,0.1,shock,post_timeout,full
82,3.6285714285714286,shock,post_latency,full
82,4.628571428571429,shock,post_pause,full
82,0.4663011645670992,shock,first_post_target_prob,full
82,0.0,shock,first_post_target_prob_wins,full
82,1.0,shock,first_post_target_choice,full
82,0.0,shock,first_post_target_lb,full
83,0.4482758620689655,shock,pre_p_target,full
83,0.2571428571428571,shock,post_p_target,full
83,-0.1911330049261084,shock,delta_post_minus_pre_target,full
83,0.1,shock,post_timeout,full
83,3.742857142857143,shock,post_latency,full
83,4.742857142857143,shock,post_pause,full
83,0.4663011645670992,shock,first_post_target_prob,full
83,0.0,shock,first_post_target_prob_wins,full
83,0.0,shock,first_post_target_choice,full
83,0.0,shock,first_post_target_lb,full
84,0.3793103448275862,shock,pre_p_target,full
84,0.32857142857142857,shock,post_p_target,full
84,-0.05073891625615762,shock,delta_post_minus_pre_target,full
84,0.15714285714285714,shock,post_timeout,full
84,3.7857142857142856,shock,post_latency,full
84,4.785714285714286,shock,post_pause,full
84,0.4663011645670992,shock,first_post_target_prob,full
84,0.0,shock,first_post_target_prob_wins,full
84,0.0,shock,first_post_target_choice,full
84,0.0,shock,first_post_target_lb,full
85,0.3793103448275862,shock,pre_p_target,full
85,0.34285714285714286,shock,post_p_target,full
85,-0.03645320197044333,shock,delta_post_minus_pre_target,full
85,0.14285714285714285,shock,post_timeout,full
85,3.8857142857142857,shock,post_latency,full
85,4.885714285714286,shock,post_pause,full
85,0.4663011645670992,shock,first_post_target_prob,full
85,0.0,shock,first_post_target_prob_wins,full
85,0.0,shock,first_post_target_choice,full
85,0.0,shock,first_post_target_lb,full
86,0.4482758620689655,shock,pre_p_target,full
86,0.34285714285714286,shock,post_p_target,full
86,-0.10541871921182266,shock,delta_post_minus_pre_target,full
86,0.12857142857142856,shock,post_timeout,full
86,3.8857142857142857,shock,post_latency,full
86,4.885714285714286,shock,post_pause,full
86,0.4663011645670992,shock,first_post_target_prob,full
86,0.0,shock,first_post_target_prob_wins,full
86,1.0,shock,first_post_target_choice,full
86,0.0,shock,first_post_target_lb,full
87,0.4827586206896552,shock,pre_p_target,full
87,0.37142857142857144,shock,post_p_target,full
87,-0.11133004926108375,shock,delta_post_minus_pre_target,full
87,0.15714285714285714,shock,post_timeout,full
87,3.7285714285714286,shock,post_latency,full
87,4.728571428571429,shock,post_pause,full
87,0.4663011645670992,shock,first_post_target_prob,full
87,0.0,shock,first_post_target_prob_wins,full
87,0.0,shock,first_post_target_choice,full
87,0.0,shock,first_post_target_lb,full
88,0.4482758620689655,shock,pre_p_target,full
88,0.2571428571428571,shock,post_p_target,full
88,-0.1911330049261084,shock,delta_post_minus_pre_target,full
88,0.11428571428571428,shock,post_timeout,full
88,3.757142857142857,shock,post_latency,full
88,4.757142857142857,shock,post_pause,full
88,0.4663011645670992,shock,first_post_target_prob,full
88,0.0,shock,first_post_target_prob_wins,full
88,0.0,shock,first_post_target_choice,full
88,0.0,shock,first_post_target_lb,full
89,0.4827586206896552,shock,pre_p_target,full
89,0.3,shock,post_p_target,full
89,-0.1827586206896552,shock,delta_post_minus_pre_target,full
89,0.1,shock,post_timeout,full
89,3.757142857142857,shock,post_latency,full
89,4.757142857142857,shock,post_pause,full
89,0.4663011645670992,shock,first_post_target_prob,full
89,0.0,shock,first_post_target_prob_wins,full
89,0.0,shock,first_post_target_choice,full
89,0.0,shock,first_post_target_lb,full
90,0.4827586206896552,shock,pre_p_target,full
90,0.4142857142857143,shock,post_p_target,full
90,-0.06847290640394088,shock,delta_post_minus_pre_target,full
90,0.15714285714285714,shock,post_timeout,full
90,3.857142857142857,shock,post_latency,full
90,4.857142857142857,shock,post_pause,full
90,0.4663011645670992,shock,first_post_target_prob,full
90,0.0,shock,first_post_target_prob_wins,full
90,0.0,shock,first_post_target_choice,full
90,0.0,shock,first_post_target_lb,full
91,0.3793103448275862,shock,pre_p_target,full
91,0.34285714285714286,shock,post_p_target,full
91,-0.03645320197044333,shock,delta_post_minus_pre_target,full
91,0.05714285714285714,shock,post_timeout,full
91,4.0,shock,post_latency,full
91,5.0,shock,post_pause,full
91,0.4663011645670992,shock,first_post_target_prob,full
91,0.0,shock,first_post_target_prob_wins,full
91,0.0,shock,first_post_target_choice,full
91,0.0,shock,first_post_target_lb,full
42,0.0,shock,pre_p_target,novg
42,0.0,shock,post_p_target,novg
42,0.0,shock,delta_post_minus_pre_target,novg
42,0.0,shock,post_timeout,novg
42,1.0,shock,post_latency,novg
42,2.0,shock,post_pause,novg
42,0.00923936322372885,shock,first_post_target_prob,novg
42,0.0,shock,first_post_target_prob_wins,novg
42,0.0,shock,first_post_target_choice,novg
42,0.0,shock,first_post_target_lb,novg
43,0.0,shock,pre_p_target,novg
43,0.0,shock,post_p_target,novg
43,0.0,shock,delta_post_minus_pre_target,novg
43,0.0,shock,post_timeout,novg
43,1.0,shock,post_latency,novg
43,2.0,shock,post_pause,novg
43,0.00923936322372885,shock,first_post_target_prob,novg
43,0.0,shock,first_post_target_prob_wins,novg
43,0.0,shock,first_post_target_choice,novg
43,0.0,shock,first_post_target_lb,novg
44,0.0,shock,pre_p_target,novg
44,0.014285714285714285,shock,post_p_target,novg
44,0.014285714285714285,shock,delta_post_minus_pre_target,novg
44,0.0,shock,post_timeout,novg
44,1.0,shock,post_latency,novg
44,2.0,shock,post_pause,novg
44,0.00923936322372885,shock,first_post_target_prob,novg
44,0.0,shock,first_post_target_prob_wins,novg
44,0.0,shock,first_post_target_choice,novg
44,0.0,shock,first_post_target_lb,novg
45,0.0,shock,pre_p_target,novg
45,0.0,shock,post_p_target,novg
45,0.0,shock,delta_post_minus_pre_target,novg
45,0.0,shock,post_timeout,novg
45,1.0,shock,post_latency,novg
45,2.0,shock,post_pause,novg
45,0.00923936322372885,shock,first_post_target_prob,novg
45,0.0,shock,first_post_target_prob_wins,novg
45,0.0,shock,first_post_target_choice,novg
45,0.0,shock,first_post_target_lb,novg
46,0.0,shock,pre_p_target,novg
46,0.014285714285714285,shock,post_p_target,novg
46,0.014285714285714285,shock,delta_post_minus_pre_target,novg
46,0.0,shock,post_timeout,novg
46,1.0,shock,post_latency,novg
46,2.0,shock,post_pause,novg
46,0.00923936322372885,shock,first_post_target_prob,novg
46,0.0,shock,first_post_target_prob_wins,novg
46,0.0,shock,first_post_target_choice,novg
46,0.0,shock,first_post_target_lb,novg
47,0.0,shock,pre_p_target,novg
47,0.0,shock,post_p_target,novg
47,0.0,shock,delta_post_minus_pre_target,novg
47,0.0,shock,post_timeout,novg
47,1.0,shock,post_latency,novg
47,2.0,shock,post_pause,novg
47,0.00923936322372885,shock,first_post_target_prob,novg
47,0.0,shock,first_post_target_prob_wins,novg
47,0.0,shock,first_post_target_choice,novg
47,0.0,shock,first_post_target_lb,novg
48,0.0,shock,pre_p_target,novg
48,0.014285714285714285,shock,post_p_target,novg
48,0.014285714285714285,shock,delta_post_minus_pre_target,novg
48,0.0,shock,post_timeout,novg
48,1.0,shock,post_latency,novg
48,2.0,shock,post_pause,novg
48,0.00923936322372885,shock,first_post_target_prob,novg
48,0.0,shock,first_post_target_prob_wins,novg
48,0.0,shock,first_post_target_choice,novg
48,0.0,shock,first_post_target_lb,novg
49,0.0,shock,pre_p_target,novg
49,0.014285714285714285,shock,post_p_target,novg
49,0.014285714285714285,shock,delta_post_minus_pre_target,novg
49,0.0,shock,post_timeout,novg
49,1.0,shock,post_latency,novg
49,2.0,shock,post_pause,novg
49,0.00923936322372885,shock,first_post_target_prob,novg
49,0.0,shock,first_post_target_prob_wins,novg
49,0.0,shock,first_post_target_choice,novg
49,0.0,shock,first_post_target_lb,novg
50,0.0,shock,pre_p_target,novg
50,0.014285714285714285,shock,post_p_target,novg
50,0.014285714285714285,shock,delta_post_minus_pre_target,novg
50,0.0,shock,post_timeout,novg
50,1.0,shock,post_latency,novg
50,2.0,shock,post_pause,novg
50,0.00923936322372885,shock,first_post_target_prob,novg
50,0.0,shock,first_post_target_prob_wins,novg
50,0.0,shock,first_post_target_choice,novg
50,0.0,shock,first_post_target_lb,novg
51,0.0,shock,pre_p_target,novg
51,0.0,shock,post_p_target,novg
51,0.0,shock,delta_post_minus_pre_target,novg
51,0.0,shock,post_timeout,novg
51,1.0,shock,post_latency,novg
51,2.0,shock,post_pause,novg
51,0.00923936322372885,shock,first_post_target_prob,novg
51,0.0,shock,first_post_target_prob_wins,novg
51,0.0,shock,first_post_target_choice,novg
51,0.0,shock,first_post_target_lb,novg
52,0.0,shock,pre_p_target,novg
52,0.0,shock,post_p_target,novg
52,0.0,shock,delta_post_minus_pre_target,novg
52,0.0,shock,post_timeout,novg
52,1.0,shock,post_latency,novg
52,2.0,shock,post_pause,novg
52,0.00923936322372885,shock,first_post_target_prob,novg
52,0.0,shock,first_post_target_prob_wins,novg
52,0.0,shock,first_post_target_choice,novg
52,0.0,shock,first_post_target_lb,novg
53,0.0,shock,pre_p_target,novg
53,0.0,shock,post_p_target,novg
53,0.0,shock,delta_post_minus_pre_target,novg
53,0.0,shock,post_timeout,novg
53,1.0,shock,post_latency,novg
53,2.0,shock,post_pause,novg
53,0.00923936322372885,shock,first_post_target_prob,novg
53,0.0,shock,first_post_target_prob_wins,novg
53,0.0,shock,first_post_target_choice,novg
53,0.0,shock,first_post_target_lb,novg
54,0.0,shock,pre_p_target,novg
54,0.0,shock,post_p_target,novg
54,0.0,shock,delta_post_minus_pre_target,novg
54,0.0,shock,post_timeout,novg
54,1.0,shock,post_latency,novg
54,2.0,shock,post_pause,novg
54,0.00923936322372885,shock,first_post_target_prob,novg
54,0.0,shock,first_post_target_prob_wins,novg
54,0.0,shock,first_post_target_choice,novg
54,0.0,shock,first_post_target_lb,novg
55,0.0,shock,pre_p_target,novg
55,0.014285714285714285,shock,post_p_target,novg
55,0.014285714285714285,shock,delta_post_minus_pre_target,novg
55,0.0,shock,post_timeout,novg
55,1.0,shock,post_latency,novg
55,2.0,shock,post_pause,novg
55,0.00923936322372885,shock,first_post_target_prob,novg
55,0.0,shock,first_post_target_prob_wins,novg
55,0.0,shock,first_post_target_choice,novg
55,0.0,shock,first_post_target_lb,novg
56,0.0,shock,pre_p_target,novg
56,0.014285714285714285,shock,post_p_target,novg
56,0.014285714285714285,shock,delta_post_minus_pre_target,novg
56,0.0,shock,post_timeout,novg
56,1.0,shock,post_latency,novg
56,2.0,shock,post_pause,novg
56,0.00923936322372885,shock,first_post_target_prob,novg
56,0.0,shock,first_post_target_prob_wins,novg
56,0.0,shock,first_post_target_choice,novg
56,0.0,shock,first_post_target_lb,novg
57,0.0,shock,pre_p_target,novg
57,0.0,shock,post_p_target,novg
57,0.0,shock,delta_post_minus_pre_target,novg
57,0.0,shock,post_timeout,novg
57,1.0,shock,post_latency,novg
57,2.0,shock,post_pause,novg
57,0.00923936322372885,shock,first_post_target_prob,novg
57,0.0,shock,first_post_target_prob_wins,novg
57,0.0,shock,first_post_target_choice,novg
57,0.0,shock,first_post_target_lb,novg
58,0.034482758620689655,shock,pre_p_target,novg
58,0.0,shock,post_p_target,novg
58,-0.034482758620689655,shock,delta_post_minus_pre_target,novg
58,0.0,shock,post_timeout,novg
58,1.0,shock,post_latency,novg
58,2.0,shock,post_pause,novg
58,0.00923936322372885,shock,first_post_target_prob,novg
58,0.0,shock,first_post_target_prob_wins,novg
58,0.0,shock,first_post_target_choice,novg
58,0.0,shock,first_post_target_lb,novg
59,0.034482758620689655,shock,pre_p_target,novg
59,0.0,shock,post_p_target,novg
59,-0.034482758620689655,shock,delta_post_minus_pre_target,novg
59,0.0,shock,post_timeout,novg
59,1.0,shock,post_latency,novg
59,2.0,shock,post_pause,novg
59,0.00923936322372885,shock,first_post_target_prob,novg
59,0.0,shock,first_post_target_prob_wins,novg
59,0.0,shock,first_post_target_choice,novg
59,0.0,shock,first_post_target_lb,novg
60,0.0,shock,pre_p_target,novg
60,0.0,shock,post_p_target,novg
60,0.0,shock,delta_post_minus_pre_target,novg
60,0.0,shock,post_timeout,novg
60,1.0,shock,post_latency,novg
60,2.0,shock,post_pause,novg
60,0.00923936322372885,shock,first_post_target_prob,novg
60,0.0,shock,first_post_target_prob_wins,novg
60,0.0,shock,first_post_target_choice,novg
60,0.0,shock,first_post_target_lb,novg
61,0.034482758620689655,shock,pre_p_target,novg
61,0.014285714285714285,shock,post_p_target,novg
61,-0.02019704433497537,shock,delta_post_minus_pre_target,novg
61,0.0,shock,post_timeout,novg
61,1.0,shock,post_latency,novg
61,2.0,shock,post_pause,novg
61,0.00923936322372885,shock,first_post_target_prob,novg
61,0.0,shock,first_post_target_prob_wins,novg
61,0.0,shock,first_post_target_choice,novg
61,0.0,shock,first_post_target_lb,novg
62,0.0,shock,pre_p_target,novg
62,0.0,shock,post_p_target,novg
62,0.0,shock,delta_post_minus_pre_target,novg
62,0.0,shock,post_timeout,novg
62,1.0,shock,post_latency,novg
62,2.0,shock,post_pause,novg
62,0.00923936322372885,shock,first_post_target_prob,novg
62,0.0,shock,first_post_target_prob_wins,novg
62,0.0,shock,first_post_target_choice,novg
62,0.0,shock,first_post_target_lb,novg
63,0.0,shock,pre_p_target,novg
63,0.0,shock,post_p_target,novg
63,0.0,shock,delta_post_minus_pre_target,novg
63,0.0,shock,post_timeout,novg
63,1.0,shock,post_latency,novg
63,2.0,shock,post_pause,novg
63,0.00923936322372885,shock,first_post_target_prob,novg
63,0.0,shock,first_post_target_prob_wins,novg
63,0.0,shock,first_post_target_choice,novg
63,0.0,shock,first_post_target_lb,novg
64,0.0,shock,pre_p_target,novg
64,0.0,shock,post_p_target,novg
64,0.0,shock,delta_post_minus_pre_target,novg
64,0.0,shock,post_timeout,novg
64,1.0,shock,post_latency,novg
64,2.0,shock,post_pause,novg
64,0.00923936322372885,shock,first_post_target_prob,novg
64,0.0,shock,first_post_target_prob_wins,novg
64,0.0,shock,first_post_target_choice,novg
64,0.0,shock,first_post_target_lb,novg
65,0.0,shock,pre_p_target,novg
65,0.014285714285714285,shock,post_p_target,novg
65,0.014285714285714285,shock,delta_post_minus_pre_target,novg
65,0.0,shock,post_timeout,novg
65,1.0,shock,post_latency,novg
65,2.0,shock,post_pause,novg
65,0.00923936322372885,shock,first_post_target_prob,novg
65,0.0,shock,first_post_target_prob_wins,novg
65,0.0,shock,first_post_target_choice,novg
65,0.0,shock,first_post_target_lb,novg
66,0.0,shock,pre_p_target,novg
66,0.0,shock,post_p_target,novg
66,0.0,shock,delta_post_minus_pre_target,novg
66,0.0,shock,post_timeout,novg
66,1.0,shock,post_latency,novg
66,2.0,shock,post_pause,novg
66,0.00923936322372885,shock,first_post_target_prob,novg
66,0.0,shock,first_post_target_prob_wins,novg
66,0.0,shock,first_post_target_choice,novg
66,0.0,shock,first_post_target_lb,novg
67,0.0,shock,pre_p_target,novg
67,0.0,shock,post_p_target,novg
67,0.0,shock,delta_post_minus_pre_target,novg
67,0.0,shock,post_timeout,novg
67,1.0,shock,post_latency,novg
67,2.0,shock,post_pause,novg
67,0.00923936322372885,shock,first_post_target_prob,novg
67,0.0,shock,first_post_target_prob_wins,novg
67,0.0,shock,first_post_target_choice,novg
