protocol,ablation,seed,target_path,expected_direction,window,metric,metric_value
treat,full,44,covered,positive,shock,h_risk,0.2614461903148116
treat,full,44,covered,positive,shock,h_opp,0.28800138417972293
treat,full,44,covered,positive,shock,q_neg,0.0
treat,full,44,covered,positive,shock,q_pos,0.0
treat,full,44,covered,positive,shock,X_risk,0.25
treat,full,44,covered,positive,shock,X_opp,0.2833333333333333
treat,full,44,covered,positive,post_1_3,h_risk,0.2481742927997052
treat,full,44,covered,positive,post_1_3,h_opp,0.28027743991208426
treat,full,44,covered,positive,post_1_3,q_neg,0.0
treat,full,44,covered,positive,post_1_3,q_pos,1.5027845555526897
treat,full,44,covered,positive,post_1_3,X_risk,0.23999999999999996
treat,full,44,covered,positive,post_1_3,X_opp,0.27999999999999997
treat,full,44,covered,positive,post_4_10,h_risk,0.2694704489316395
treat,full,44,covered,positive,post_4_10,h_opp,0.28127334491245143
treat,full,44,covered,positive,post_4_10,q_neg,0.0
treat,full,44,covered,positive,post_4_10,q_pos,0.4391437458747102
treat,full,44,covered,positive,post_4_10,X_risk,0.27631578947368424
treat,full,44,covered,positive,post_4_10,X_opp,0.28157894736842115
treat,full,44,covered,positive,post_11_30,h_risk,0.27306308763889875
treat,full,44,covered,positive,post_11_30,h_opp,0.2822758844896705
treat,full,44,covered,positive,post_11_30,q_neg,0.0
treat,full,44,covered,positive,post_11_30,q_pos,0.02423481840287416
treat,full,44,covered,positive,post_11_30,X_risk,0.27192982456140347
treat,full,44,covered,positive,post_11_30,X_opp,0.28245614035087707
treat,full,44,covered,positive,post_31_plus,h_risk,0.2704646138801385
treat,full,44,covered,positive,post_31_plus,h_opp,0.28198510277460553
treat,full,44,covered,positive,post_31_plus,q_neg,0.0
treat,full,44,covered,positive,post_31_plus,q_pos,3.6198778470172034e-05
treat,full,44,covered,positive,post_31_plus,X_risk,0.2710407239819005
treat,full,44,covered,positive,post_31_plus,X_opp,0.2819004524886877
treat,full,44,covered,positive,post_all,h_risk,0.2702689770869664
treat,full,44,covered,positive,post_all,h_opp,0.28193481250093994
treat,full,44,covered,positive,post_all,q_neg,0.0
treat,full,44,covered,positive,post_all,q_pos,0.10824742243427553
treat,full,44,covered,positive,post_all,X_risk,0.2706185567010309
treat,full,44,covered,positive,post_all,X_opp,0.28195876288659794
