seed,trial,p_open,p_covered,p_target,p_timeout,commit_latency,junction_pause_duration,h_risk,h_opp,q_neg,q_pos,X_risk,X_opp,protocol,ablation,target_path,expected_direction,rel_trial
42,60,1.0,0.0,1.0,1.0,6.0,7.0,0.28993792573776217,0.2856432926663736,0.050005896421700766,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,30
42,61,0.0,1.0,0.0,0.0,6.0,7.0,0.3057460007824274,0.28763147841326553,0.04169230423490509,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,31
42,62,0.0,1.0,0.0,0.0,3.0,4.0,0.28529960233665835,0.28747650952828635,0.03580298538009721,0.0,0.25,0.2833333333333333,shock,full,open,negative,32
42,63,1.0,0.0,1.0,0.0,4.0,5.0,0.2804803940523494,0.28587129945425804,0.03140398199176027,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,33
42,64,0.0,1.0,0.0,1.0,6.0,7.0,0.2974518303382611,0.2866349164314033,0.026731883727206023,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,34
42,65,0.0,1.0,0.0,0.0,3.0,4.0,0.2792240988231205,0.2870335337534637,0.02295582505766958,0.0,0.25,0.2833333333333333,shock,full,open,negative,35
42,66,0.0,1.0,0.0,0.0,3.0,4.0,0.2683819262913954,0.2852997715448078,0.0203352427237835,0.0,0.25,0.2833333333333333,shock,full,open,negative,36
42,67,0.0,1.0,0.0,1.0,6.0,7.0,0.2678646179673094,0.28570147596257583,0.017489490302786768,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,37
42,68,1.0,0.0,1.0,0.0,4.0,5.0,0.27188057636946544,0.2869052807512397,0.014871320048827356,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,38
42,69,0.0,1.0,0.0,0.0,4.0,5.0,0.29012521592975343,0.2862839349483762,0.012910172647470885,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,39
42,70,0.0,1.0,0.0,0.0,4.0,5.0,0.27478658276005213,0.2859867471770385,0.011207650513892872,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,40
42,71,1.0,0.0,1.0,0.0,3.0,4.0,0.27184437646948395,0.2855072140884452,0.009826256249381932,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,41
42,72,1.0,0.0,1.0,0.0,3.0,4.0,0.2938990524924983,0.2844886226957108,0.008704514230932233,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,42
42,73,0.0,1.0,0.0,0.0,6.0,7.0,0.29976155697050133,0.28532575749997735,0.007486388006291512,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,43
42,74,0.0,1.0,0.0,0.0,4.0,5.0,0.2785740802430295,0.28674589461548894,0.006365678480265557,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,44
42,75,0.0,1.0,0.0,0.0,3.0,4.0,0.26652757526721266,0.28588767614705496,0.0055810794484293,0.0,0.25,0.2833333333333333,shock,full,open,negative,45
42,76,1.0,0.0,1.0,1.0,6.0,7.0,0.2695684051149706,0.28597378925446654,0.004800052609070889,0.0,0.3111111111111111,0.2888888888888889,shock,full,open,negative,46
42,77,0.0,1.0,0.0,1.0,6.0,7.0,0.2912702431375198,0.28775951956303725,0.004002033120919822,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,47
42,78,0.0,1.0,0.0,0.0,4.0,5.0,0.2743718031018095,0.2877783377056824,0.003402930237350757,0.0,0.2571428571428571,0.2857142857142857,shock,full,open,negative,48
42,79,1.0,0.0,1.0,0.0,4.0,5.0,0.2715462567009871,0.2867015153832096,0.0029541706269014998,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,49
42,80,0.0,1.0,0.0,0.0,3.0,4.0,0.2877511592054343,0.28586543459921143,0.00259005556502215,0.0,0.25,0.2833333333333333,shock,full,open,negative,50
42,81,1.0,0.0,1.0,0.0,3.0,4.0,0.2770657489180986,0.28467899576217287,0.0022943809882892668,0.0,0.31666666666666665,0.2833333333333333,shock,full,open,negative,51
42,82,1.0,0.0,1.0,0.0,4.0,5.0,0.2956087015935071,0.28445243916971874,0.0020124774086165143,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,52
42,83,0.0,1.0,0.0,0.0,6.0,7.0,0.3001718958320344,0.28601514467857003,0.0017130729505857223,0.0,0.26666666666666666,0.2888888888888889,shock,full,open,negative,53
42,84,1.0,0.0,1.0,0.0,4.0,5.0,0.28349753983424825,0.2870383443334828,0.0014566265611004859,0.0,0.31428571428571433,0.2857142857142857,shock,full,open,negative,54
42,85,0.0,1.0,0.0,0.0,3.0,4.0,0.2935715159373565,0.2860342432249532,0.0012770906651030165,0.0,0.25,0.2833333333333333,shock,full,open,negative,55
