protocol,ablation,check,status,value,threshold_or_expectation,note
treat,nox,carrier_delta_q_pos_post_11_30,pass,0.02507080365128839,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=q_pos, ci=[0.0245, 0.0257], directional_p=0.000050, sign_consistency=1.0000"
treat,nox,carrier_delta_q_pos_post_all,pass,0.1100249098435992,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=q_pos, ci=[0.1097, 0.1104], directional_p=0.000050, sign_consistency=1.0000"
treat,one_shot_off,carrier_delta_h_opp_post_1_3,pass,0.012845236145102664,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=h_opp, ci=[0.0125, 0.0132], directional_p=0.000050, sign_consistency=1.0000"
treat,one_shot_off,carrier_delta_h_opp_post_4_10,pass,0.012769952719767871,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=h_opp, ci=[0.0125, 0.0130], directional_p=0.000050, sign_consistency=1.0000"
treat,one_shot_off,carrier_delta_h_opp_post_11_30,pass,0.012836158618162778,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=h_opp, ci=[0.0126, 0.0131], directional_p=0.000050, sign_consistency=1.0000"
treat,one_shot_off,carrier_delta_h_opp_post_all,pass,0.012846988067881503,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=h_opp, ci=[0.0126, 0.0131], directional_p=0.000050, sign_consistency=1.0000"
treat,one_shot_off,carrier_delta_q_pos_post_1_3,fail,0.0,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=q_pos, ci=[0.0000, 0.0000], directional_p=1.000000, sign_consistency=0.0000"
treat,one_shot_off,carrier_delta_q_pos_post_4_10,fail,0.0,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=q_pos, ci=[0.0000, 0.0000], directional_p=1.000000, sign_consistency=0.0000"
treat,one_shot_off,carrier_delta_q_pos_post_11_30,fail,0.0,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=q_pos, ci=[0.0000, 0.0000], directional_p=1.000000, sign_consistency=0.0000"
treat,one_shot_off,carrier_delta_q_pos_post_all,fail,0.0,carrier delta must be > 0; pass requires directional p<=0.05 and CI excluding zero,"carrier=q_pos, ci=[0.0000, 0.0000], directional_p=1.000000, sign_consistency=0.0000"
shock,full,ablation_localization_behavior_p_target_post_11_30_vs_novg,pass,0.17855172413793102,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=-0.1767, ablation_delta=0.0019, full_mag=0.1767, ablation_mag=-0.0019"
shock,full,ablation_localization_behavior_p_target_post_11_30_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=-0.1767, ablation_delta=-0.1767, full_mag=0.1767, ablation_mag=0.1767"
shock,full,ablation_localization_behavior_p_target_post_11_30_vs_nox,pass,0.16899999999999998,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=-0.1767, ablation_delta=-0.0077, full_mag=0.1767, ablation_mag=0.0077"
shock,full,ablation_localization_behavior_p_target_post_11_30_vs_one_shot_off,pass,0.176,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=-0.1767, ablation_delta=-0.0007, full_mag=0.1767, ablation_mag=0.0007"
shock,full,ablation_localization_behavior_p_target_post_all_vs_novg,pass,0.11112315270935962,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=-0.1090, ablation_delta=0.0021, full_mag=0.1090, ablation_mag=-0.0021"
shock,full,ablation_localization_behavior_p_target_post_all_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=-0.1090, ablation_delta=-0.1090, full_mag=0.1090, ablation_mag=0.1090"
shock,full,ablation_localization_behavior_p_target_post_all_vs_nox,pass,0.10371428571428572,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=-0.1090, ablation_delta=-0.0053, full_mag=0.1090, ablation_mag=0.0053"
shock,full,ablation_localization_behavior_p_target_post_all_vs_one_shot_off,pass,0.11114285714285715,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=-0.1090, ablation_delta=0.0022, full_mag=0.1090, ablation_mag=-0.0022"
treat,full,ablation_localization_behavior_p_target_post_11_30_vs_novg,pass,0.12655172413793103,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.1307, ablation_delta=0.0041, full_mag=0.1307, ablation_mag=0.0041"
treat,full,ablation_localization_behavior_p_target_post_11_30_vs_novp,pass,0.124,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.1307, ablation_delta=0.0067, full_mag=0.1307, ablation_mag=0.0067"
treat,full,ablation_localization_behavior_p_target_post_11_30_vs_nox,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.1307, ablation_delta=0.1307, full_mag=0.1307, ablation_mag=0.1307"
treat,full,ablation_localization_behavior_p_target_post_11_30_vs_one_shot_off,pass,0.13,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.1307, ablation_delta=0.0007, full_mag=0.1307, ablation_mag=0.0007"
treat,full,ablation_localization_behavior_p_target_post_all_vs_novg,pass,0.1422660098522167,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.1450, ablation_delta=0.0027, full_mag=0.1450, ablation_mag=0.0027"
treat,full,ablation_localization_behavior_p_target_post_all_vs_novp,pass,0.14257142857142857,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.1450, ablation_delta=0.0024, full_mag=0.1450, ablation_mag=0.0024"
treat,full,ablation_localization_behavior_p_target_post_all_vs_nox,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.1450, ablation_delta=0.1450, full_mag=0.1450, ablation_mag=0.1450"
treat,full,ablation_localization_behavior_p_target_post_all_vs_one_shot_off,pass,0.14714285714285713,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.1450, ablation_delta=-0.0022, full_mag=0.1450, ablation_mag=-0.0022"
shock,full,ablation_localization_carrier_h_risk_post_11_30_vs_novg,diagnostic,-0.03780175176947564,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0421, ablation_delta=0.0799, full_mag=0.0421, ablation_mag=0.0799"
shock,full,ablation_localization_carrier_h_risk_post_11_30_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0421, ablation_delta=0.0421, full_mag=0.0421, ablation_mag=0.0421"
shock,full,ablation_localization_carrier_h_risk_post_11_30_vs_nox,pass,0.042134184255240674,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0421, ablation_delta=0.0000, full_mag=0.0421, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_h_risk_post_11_30_vs_one_shot_off,pass,0.03011918362078747,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0421, ablation_delta=0.0120, full_mag=0.0421, ablation_mag=0.0120"
shock,full,ablation_localization_carrier_h_risk_post_1_3_vs_novg,diagnostic,-0.012565537179191358,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0487, ablation_delta=0.0612, full_mag=0.0487, ablation_mag=0.0612"
shock,full,ablation_localization_carrier_h_risk_post_1_3_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0487, ablation_delta=0.0487, full_mag=0.0487, ablation_mag=0.0487"
shock,full,ablation_localization_carrier_h_risk_post_1_3_vs_nox,pass,0.04868229172809448,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0487, ablation_delta=0.0000, full_mag=0.0487, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_h_risk_post_1_3_vs_one_shot_off,pass,0.037553894897421544,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0487, ablation_delta=0.0111, full_mag=0.0487, ablation_mag=0.0111"
shock,full,ablation_localization_carrier_h_risk_post_4_10_vs_novg,diagnostic,-0.033646450743311705,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0600, ablation_delta=0.0936, full_mag=0.0600, ablation_mag=0.0936"
shock,full,ablation_localization_carrier_h_risk_post_4_10_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0600, ablation_delta=0.0600, full_mag=0.0600, ablation_mag=0.0600"
shock,full,ablation_localization_carrier_h_risk_post_4_10_vs_nox,pass,0.0599691804267642,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0600, ablation_delta=0.0000, full_mag=0.0600, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_h_risk_post_4_10_vs_one_shot_off,pass,0.04662219347800985,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0600, ablation_delta=0.0133, full_mag=0.0600, ablation_mag=0.0133"
shock,full,ablation_localization_carrier_h_risk_post_all_vs_novg,diagnostic,-0.02459318966803589,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0262, ablation_delta=0.0508, full_mag=0.0262, ablation_mag=0.0508"
shock,full,ablation_localization_carrier_h_risk_post_all_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0262, ablation_delta=0.0262, full_mag=0.0262, ablation_mag=0.0262"
shock,full,ablation_localization_carrier_h_risk_post_all_vs_nox,pass,0.026231514946881803,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0262, ablation_delta=0.0000, full_mag=0.0262, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_h_risk_post_all_vs_one_shot_off,pass,0.013915515071894471,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0262, ablation_delta=0.0123, full_mag=0.0262, ablation_mag=0.0123"
shock,full,ablation_localization_carrier_q_neg_post_11_30_vs_novg,diagnostic,-0.11353788403816342,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.1990, ablation_delta=0.3125, full_mag=0.1990, ablation_mag=0.3125"
shock,full,ablation_localization_carrier_q_neg_post_11_30_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.1990, ablation_delta=0.1990, full_mag=0.1990, ablation_mag=0.1990"
shock,full,ablation_localization_carrier_q_neg_post_11_30_vs_nox,pass,0.10135021221406261,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.1990, ablation_delta=0.0976, full_mag=0.1990, ablation_mag=0.0976"
shock,full,ablation_localization_carrier_q_neg_post_11_30_vs_one_shot_off,pass,0.19897933078370525,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.1990, ablation_delta=0.0000, full_mag=0.1990, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_q_neg_post_1_3_vs_novg,diagnostic,-0.057102770981364515,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=1.1987, ablation_delta=1.2558, full_mag=1.1987, ablation_mag=1.2558"
shock,full,ablation_localization_carrier_q_neg_post_1_3_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=1.1987, ablation_delta=1.1987, full_mag=1.1987, ablation_mag=1.1987"
shock,full,ablation_localization_carrier_q_neg_post_1_3_vs_nox,pass,0.06213479628362384,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=1.1987, ablation_delta=1.1366, full_mag=1.1987, ablation_mag=1.1366"
shock,full,ablation_localization_carrier_q_neg_post_1_3_vs_one_shot_off,pass,1.198716340565635,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=1.1987, ablation_delta=0.0000, full_mag=1.1987, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_q_neg_post_4_10_vs_novg,diagnostic,-0.08387616640548268,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.7637, ablation_delta=0.8475, full_mag=0.7637, ablation_mag=0.8475"
shock,full,ablation_localization_carrier_q_neg_post_4_10_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.7637, ablation_delta=0.7637, full_mag=0.7637, ablation_mag=0.7637"
shock,full,ablation_localization_carrier_q_neg_post_4_10_vs_nox,pass,0.2109570268327049,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.7637, ablation_delta=0.5527, full_mag=0.7637, ablation_mag=0.5527"
shock,full,ablation_localization_carrier_q_neg_post_4_10_vs_one_shot_off,pass,0.7636646330541391,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.7637, ablation_delta=0.0000, full_mag=0.7637, ablation_mag=0.0000"
shock,full,ablation_localization_carrier_q_neg_post_all_vs_novg,diagnostic,-0.10180316252356078,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.1473, ablation_delta=0.2491, full_mag=0.1473, ablation_mag=0.2491"
shock,full,ablation_localization_carrier_q_neg_post_all_vs_novp,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.1473, ablation_delta=0.1473, full_mag=0.1473, ablation_mag=0.1473"
shock,full,ablation_localization_carrier_q_neg_post_all_vs_nox,pass,0.013697416299263215,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.1473, ablation_delta=0.1336, full_mag=0.1473, ablation_mag=0.1336"
shock,full,ablation_localization_carrier_q_neg_post_all_vs_one_shot_off,pass,0.14732338113430615,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.1473, ablation_delta=0.0000, full_mag=0.1473, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_h_opp_post_11_30_vs_novg,diagnostic,-0.014776847583167673,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0080, ablation_delta=0.0228, full_mag=0.0080, ablation_mag=0.0228"
treat,full,ablation_localization_carrier_h_opp_post_11_30_vs_novp,diagnostic,-0.004844798280040315,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0080, ablation_delta=0.0129, full_mag=0.0080, ablation_mag=0.0129"
treat,full,ablation_localization_carrier_h_opp_post_11_30_vs_nox,pass,0.008007748425983556,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0080, ablation_delta=0.0000, full_mag=0.0080, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_h_opp_post_11_30_vs_one_shot_off,diagnostic,-0.004828410192179222,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0080, ablation_delta=0.0128, full_mag=0.0080, ablation_mag=0.0128"
treat,full,ablation_localization_carrier_h_opp_post_1_3_vs_novg,diagnostic,-0.011828821100931142,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0054, ablation_delta=0.0173, full_mag=0.0054, ablation_mag=0.0173"
treat,full,ablation_localization_carrier_h_opp_post_1_3_vs_novp,diagnostic,-0.0024171164254424274,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0054, ablation_delta=0.0079, full_mag=0.0054, ablation_mag=0.0079"
treat,full,ablation_localization_carrier_h_opp_post_1_3_vs_nox,pass,0.005440619573262418,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0054, ablation_delta=0.0000, full_mag=0.0054, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_h_opp_post_1_3_vs_one_shot_off,diagnostic,-0.0074046165718402454,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0054, ablation_delta=0.0128, full_mag=0.0054, ablation_mag=0.0128"
treat,full,ablation_localization_carrier_h_opp_post_4_10_vs_novg,diagnostic,-0.013492637136215603,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0073, ablation_delta=0.0208, full_mag=0.0073, ablation_mag=0.0208"
treat,full,ablation_localization_carrier_h_opp_post_4_10_vs_novp,diagnostic,-0.005048528042240126,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0073, ablation_delta=0.0123, full_mag=0.0073, ablation_mag=0.0123"
treat,full,ablation_localization_carrier_h_opp_post_4_10_vs_nox,pass,0.0072881402832733165,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0073, ablation_delta=0.0000, full_mag=0.0073, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_h_opp_post_4_10_vs_one_shot_off,diagnostic,-0.005481812436494555,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0073, ablation_delta=0.0128, full_mag=0.0073, ablation_mag=0.0128"
treat,full,ablation_localization_carrier_h_opp_post_all_vs_novg,diagnostic,-0.01459713520879271,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0078, ablation_delta=0.0224, full_mag=0.0078, ablation_mag=0.0224"
treat,full,ablation_localization_carrier_h_opp_post_all_vs_novp,diagnostic,-0.004802475403358166,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0078, ablation_delta=0.0126, full_mag=0.0078, ablation_mag=0.0126"
treat,full,ablation_localization_carrier_h_opp_post_all_vs_nox,pass,0.00779048904846378,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0078, ablation_delta=0.0000, full_mag=0.0078, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_h_opp_post_all_vs_one_shot_off,diagnostic,-0.0050564990194177225,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0078, ablation_delta=0.0128, full_mag=0.0078, ablation_mag=0.0128"
treat,full,ablation_localization_carrier_q_pos_post_11_30_vs_novg,diagnostic,-0.0412838046965741,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.0251, ablation_delta=0.0664, full_mag=0.0251, ablation_mag=0.0664"
treat,full,ablation_localization_carrier_q_pos_post_11_30_vs_novp,pass,0.019041809667073212,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.0251, ablation_delta=0.0060, full_mag=0.0251, ablation_mag=0.0060"
treat,full,ablation_localization_carrier_q_pos_post_11_30_vs_nox,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.0251, ablation_delta=0.0251, full_mag=0.0251, ablation_mag=0.0251"
treat,full,ablation_localization_carrier_q_pos_post_11_30_vs_one_shot_off,pass,0.02507080365128839,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.0251, ablation_delta=0.0000, full_mag=0.0251, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_q_pos_post_1_3_vs_novg,diagnostic,-0.10903068551026562,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=1.4997, ablation_delta=1.6087, full_mag=1.4997, ablation_mag=1.6087"
treat,full,ablation_localization_carrier_q_pos_post_1_3_vs_novp,pass,0.21990873513517584,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=1.4997, ablation_delta=1.2798, full_mag=1.4997, ablation_mag=1.2798"
treat,full,ablation_localization_carrier_q_pos_post_1_3_vs_nox,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=1.4997, ablation_delta=1.4997, full_mag=1.4997, ablation_mag=1.4997"
treat,full,ablation_localization_carrier_q_pos_post_1_3_vs_one_shot_off,pass,1.4997090076705042,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=1.4997, ablation_delta=0.0000, full_mag=1.4997, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_q_pos_post_4_10_vs_novg,diagnostic,-0.18034379411123158,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.4374, ablation_delta=0.6178, full_mag=0.4374, ablation_mag=0.6178"
treat,full,ablation_localization_carrier_q_pos_post_4_10_vs_novp,pass,0.201352644653343,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.4374, ablation_delta=0.2361, full_mag=0.4374, ablation_mag=0.2361"
treat,full,ablation_localization_carrier_q_pos_post_4_10_vs_nox,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.4374, ablation_delta=0.4374, full_mag=0.4374, ablation_mag=0.4374"
treat,full,ablation_localization_carrier_q_pos_post_4_10_vs_one_shot_off,pass,0.43742810253506825,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.4374, ablation_delta=0.0000, full_mag=0.4374, ablation_mag=0.0000"
treat,full,ablation_localization_carrier_q_pos_post_all_vs_novg,diagnostic,-0.0399750033202147,full directional magnitude should exceed the compared ablation,"compared_ablation=novg, full_delta=0.1100, ablation_delta=0.1500, full_mag=0.1100, ablation_mag=0.1500"
treat,full,ablation_localization_carrier_q_pos_post_all_vs_novp,pass,0.029847253776277435,full directional magnitude should exceed the compared ablation,"compared_ablation=novp, full_delta=0.1100, ablation_delta=0.0802, full_mag=0.1100, ablation_mag=0.0802"
treat,full,ablation_localization_carrier_q_pos_post_all_vs_nox,diagnostic,0.0,full directional magnitude should exceed the compared ablation,"compared_ablation=nox, full_delta=0.1100, ablation_delta=0.1100, full_mag=0.1100, ablation_mag=0.1100"
treat,full,ablation_localization_carrier_q_pos_post_all_vs_one_shot_off,pass,0.1100249098435992,full directional magnitude should exceed the compared ablation,"compared_ablation=one_shot_off, full_delta=0.1100, ablation_delta=0.0000, full_mag=0.1100, ablation_mag=0.0000"
shock,full,placebo_window_null_post_11_30,pass,0.0001999600079984003,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.1767, null_mean=-0.0077, null_ci=[-0.0653, 0.0481]"
shock,full,placebo_window_null_post_all,pass,0.0001999600079984003,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.1090, null_mean=0.0591, null_ci=[0.0276, 0.0892]"
shock,novg,placebo_window_null_post_11_30,diagnostic,0.9050189962007599,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0019, null_mean=-0.0042, null_ci=[-0.0129, 0.0050]"
shock,novg,placebo_window_null_post_all,diagnostic,1.0,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0021, null_mean=-0.0116, null_ci=[-0.0163, -0.0066]"
shock,novp,placebo_window_null_post_11_30,pass,0.0001999600079984003,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.1767, null_mean=-0.0078, null_ci=[-0.0654, 0.0470]"
shock,novp,placebo_window_null_post_all,pass,0.0001999600079984003,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.1090, null_mean=0.0591, null_ci=[0.0274, 0.0889]"
shock,nox,placebo_window_null_post_11_30,diagnostic,0.29834033193361326,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.0077, null_mean=0.0011, null_ci=[-0.0311, 0.0343]"
shock,nox,placebo_window_null_post_all,diagnostic,0.4179164167166567,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.0053, null_mean=-0.0026, null_ci=[-0.0246, 0.0212]"
shock,one_shot_off,placebo_window_null_post_11_30,diagnostic,0.33733253349330133,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.0007, null_mean=0.0059, null_ci=[-0.0240, 0.0363]"
shock,one_shot_off,placebo_window_null_post_all,diagnostic,0.6370725854829035,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0022, null_mean=-0.0019, null_ci=[-0.0236, 0.0186]"
treat,full,placebo_window_null_post_11_30,pass,0.021995600879824034,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.1307, null_mean=0.1016, null_ci=[0.0734, 0.1296]"
treat,full,placebo_window_null_post_all,pass,0.0001999600079984003,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.1450, null_mean=0.0796, null_ci=[0.0530, 0.1044]"
treat,novg,placebo_window_null_post_11_30,diagnostic,0.08038392321535692,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0041, null_mean=0.0022, null_ci=[-0.0004, 0.0050]"
treat,novg,placebo_window_null_post_all,diagnostic,0.23115376924615078,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0027, null_mean=0.0020, null_ci=[0.0001, 0.0042]"
treat,novp,placebo_window_null_post_11_30,diagnostic,0.17436512697460507,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0067, null_mean=-0.0089, null_ci=[-0.0400, 0.0229]"
treat,novp,placebo_window_null_post_all,diagnostic,0.13357328534293142,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0024, null_mean=-0.0100, null_ci=[-0.0318, 0.0122]"
treat,nox,placebo_window_null_post_11_30,pass,0.023195360927814438,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.1307, null_mean=0.1017, null_ci=[0.0738, 0.1300]"
treat,nox,placebo_window_null_post_all,pass,0.0001999600079984003,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.1450, null_mean=0.0796, null_ci=[0.0539, 0.1051]"
treat,one_shot_off,placebo_window_null_post_11_30,diagnostic,0.34853029394121177,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=0.0007, null_mean=-0.0056, null_ci=[-0.0359, 0.0242]"
treat,one_shot_off,placebo_window_null_post_all,diagnostic,0.640871825634873,directional placebo p<=0.05 indicates real event-aligned effect is stronger than random fake event boundaries,"observed_delta=-0.0022, null_mean=0.0018, null_ci=[-0.0192, 0.0233]"
