protocol,ablation,seed,target_path,expected_direction,first_post_trial,first_post_tick,target_prob,target_prob_wins,target_choice,target_local_bonus,mode,gate_trigger,h_risk,h_opp,q_neg,q_pos,safe_drive,one_shot_type
shock,nox,74,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,75,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,76,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,77,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,78,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,79,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,80,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,81,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,82,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,83,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,84,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,85,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,86,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,87,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,88,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,89,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,90,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,nox,91,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.0,0.0,1.3719999999999999,0.0,0.0,none
shock,one_shot_off,42,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.30552101677515475,0.28184412665863456,0.0,0.0,0.3622084067100619,none
shock,one_shot_off,43,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.25289660778213086,0.2801178106437938,0.0,0.0,0.3411586431128523,none
shock,one_shot_off,44,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.2837077465305984,0.27980964734285824,0.0,0.0,0.35348309861223937,none
shock,one_shot_off,45,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.2577819442581316,0.2794283397787376,0.0,0.0,0.34311277770325266,none
shock,one_shot_off,46,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.3022954304184524,0.28104759175128735,0.0,0.0,0.360918172167381,none
shock,one_shot_off,47,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.26634405423658486,0.28048893953885534,0.0,0.0,0.3465376216946339,none
shock,one_shot_off,48,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.30995910250581427,0.2796876478540444,0.0,0.0,0.3639836410023257,none
shock,one_shot_off,49,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.2672356078449394,0.28097633177883785,0.0,0.0,0.34689424313797573,none
shock,one_shot_off,50,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.262023004191481,0.2812064471293041,0.0,0.0,0.3448092016765924,none
shock,one_shot_off,51,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.3009131873708075,0.28057249788879024,0.0,0.0,0.360365274948323,none
shock,one_shot_off,52,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.2971707186449152,0.2817412292177268,0.0,0.0,0.35886828745796606,none
shock,one_shot_off,53,open,negative,31,2,0.4663011645670992,False,False,0.0,explore,standard_arbitration (high uncertainty),0.25641953960429353,0.28063789926769867,0.0,0.0,0.3425678158417174,none
shock,one_shot_off,54,open,negative,31,2,0.4663011645670992,False,True,0.0,explore,standard_arbitration (high uncertainty),0.2551185144051767,0.2791890716903955,0.0,0.0,0.34204740576207066,none
