protocol,ablation,target_path,expected_direction,window,metric,n_seeds,mean,ci_low,ci_high
shock,full,open,negative,post_11_30,h_risk,50,0.3132872025032157,0.3123059960035336,0.31429868276699285
shock,full,open,negative,post_31_plus,h_risk,50,0.2860033148122259,0.28495193564949783,0.2869895275242664
shock,full,open,negative,post_all,h_risk,50,0.2973845331948568,0.2967301968000161,0.2980372677737304
shock,full,open,negative,pre,junction_pause_duration,50,5.472413793103449,5.420689655172415,5.525517241379309
shock,full,open,negative,shock,junction_pause_duration,50,4.0,4.0,4.0
shock,full,open,negative,post_1_3,junction_pause_duration,50,3.62,3.466666666666667,3.773333333333334
shock,full,open,negative,post_4_10,junction_pause_duration,50,2.105714285714286,2.0799999999999996,2.134285714285714
shock,full,open,negative,post_11_30,junction_pause_duration,50,4.52,4.420000000000001,4.617
shock,full,open,negative,post_31_plus,junction_pause_duration,50,5.481999999999999,5.4305,5.5310125
shock,full,open,negative,post_all,junction_pause_duration,50,4.789714285714286,4.7542857142857144,4.8265714285714285
shock,full,open,negative,pre,p_covered,50,0.5593103448275862,0.5365517241379311,0.5827586206896551
shock,full,open,negative,shock,p_covered,50,0.0,0.0,0.0
shock,full,open,negative,post_1_3,p_covered,50,0.8933333333333333,0.8466666666666666,0.94
shock,full,open,negative,post_4_10,p_covered,50,0.9942857142857143,0.9857142857142857,1.0
shock,full,open,negative,post_11_30,p_covered,50,0.736,0.718,0.7539999999999999
shock,full,open,negative,post_31_plus,p_covered,50,0.5604999999999999,0.5395,0.581
shock,full,open,negative,post_all,p_covered,50,0.6682857142857144,0.6565714285714286,0.6802857142857143
shock,full,open,negative,pre,p_open,50,0.4406896551724138,0.4172413793103449,0.46275862068965523
shock,full,open,negative,shock,p_open,50,1.0,1.0,1.0
shock,full,open,negative,post_1_3,p_open,50,0.10666666666666666,0.06,0.15333333333333332
shock,full,open,negative,post_4_10,p_open,50,0.005714285714285714,0.0,0.014285714285714284
shock,full,open,negative,post_11_30,p_open,50,0.264,0.24600000000000002,0.282
shock,full,open,negative,post_31_plus,p_open,50,0.4395,0.419,0.46
shock,full,open,negative,post_all,p_open,50,0.3317142857142857,0.3191428571428572,0.34371428571428575
shock,full,open,negative,pre,p_target,50,0.4406896551724138,0.416551724137931,0.463448275862069
shock,full,open,negative,shock,p_target,50,1.0,1.0,1.0
shock,full,open,negative,post_1_3,p_target,50,0.10666666666666666,0.06,0.15999999999999998
shock,full,open,negative,post_4_10,p_target,50,0.005714285714285714,0.0,0.014285714285714284
shock,full,open,negative,post_11_30,p_target,50,0.264,0.24599999999999997,0.282
shock,full,open,negative,post_31_plus,p_target,50,0.4395,0.419,0.46149999999999997
shock,full,open,negative,post_all,p_target,50,0.3317142857142857,0.31942857142857145,0.3434285714285714
shock,full,open,negative,pre,p_timeout,50,0.1793103448275862,0.16275862068965516,0.1951724137931035
shock,full,open,negative,shock,p_timeout,50,0.0,0.0,0.0
shock,full,open,negative,post_1_3,p_timeout,50,0.04666666666666667,0.02,0.08
shock,full,open,negative,post_4_10,p_timeout,50,0.0,0.0,0.0
shock,full,open,negative,post_11_30,p_timeout,50,0.09300000000000001,0.077,0.11
shock,full,open,negative,post_31_plus,p_timeout,50,0.1875,0.172,0.203
shock,full,open,negative,post_all,p_timeout,50,0.1357142857142857,0.126,0.1454357142857142
shock,full,open,negative,pre,q_neg,50,0.0,0.0,0.0
shock,full,open,negative,shock,q_neg,50,0.0,0.0,0.0
shock,full,open,negative,post_1_3,q_neg,50,1.198716340565635,1.1934608904667998,1.2039421225663292
shock,full,open,negative,post_4_10,q_neg,50,0.7636646330541391,0.7556792913369114,0.7715066039241598
shock,full,open,negative,post_11_30,q_neg,50,0.19897933078370525,0.1951247081449839,0.20309693447425362
shock,full,open,negative,post_31_plus,q_neg,50,0.006751889467056844,0.00645301587154701,0.007066472874973178
shock,full,open,negative,post_all,q_neg,50,0.14732338113430615,0.14655309856746654,0.14808716587385753
shock,full,open,negative,pre,q_pos,50,0.0,0.0,0.0
shock,full,open,negative,shock,q_pos,50,0.0,0.0,0.0
shock,full,open,negative,post_1_3,q_pos,50,0.0,0.0,0.0
shock,full,open,negative,post_4_10,q_pos,50,0.0,0.0,0.0
shock,full,open,negative,post_11_30,q_pos,50,0.0,0.0,0.0
shock,full,open,negative,post_31_plus,q_pos,50,0.0,0.0,0.0
shock,full,open,negative,post_all,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,pre,X_opp,50,0.27499999999999997,0.27499999999999997,0.27499999999999997
shock,novg,open,negative,shock,X_opp,50,0.275,0.275,0.275
shock,novg,open,negative,post_1_3,X_opp,50,0.27499999999999997,0.27499999999999997,0.27499999999999997
shock,novg,open,negative,post_4_10,X_opp,50,0.27499999999999997,0.27499999999999997,0.27499999999999997
shock,novg,open,negative,post_11_30,X_opp,50,0.275,0.275,0.275
shock,novg,open,negative,post_31_plus,X_opp,50,0.275,0.275,0.275
shock,novg,open,negative,post_all,X_opp,50,0.275,0.275,0.275
shock,novg,open,negative,pre,X_risk,50,0.2254137931034483,0.22513793103448276,0.22575862068965522
shock,novg,open,negative,shock,X_risk,50,0.32499999999999996,0.32499999999999996,0.32499999999999996
shock,novg,open,negative,post_1_3,X_risk,50,0.22566666666666665,0.225,0.22699999999999998
shock,novg,open,negative,post_4_10,X_risk,50,0.22642857142857142,0.22528571428571428,0.22785714285714284
shock,novg,open,negative,post_11_30,X_risk,50,0.2255999999999999,0.2250999999999999,0.22619999999999993
shock,novg,open,negative,post_31_plus,X_risk,50,0.2254999999999999,0.22524999999999992,0.22579999999999992
shock,novg,open,negative,post_all,X_risk,50,0.2256285714285714,0.2254,0.22588571428571427
shock,novg,open,negative,pre,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,shock,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,post_1_3,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,post_4_10,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,post_11_30,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,post_31_plus,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,post_all,commit_latency,50,1.0,1.0,1.0
shock,novg,open,negative,pre,h_opp,50,0.2521461352858881,0.2521461352858881,0.2521461352858881
shock,novg,open,negative,shock,h_opp,50,0.27499887818030994,0.27499887818030994,0.27499887818030994
shock,novg,open,negative,post_1_3,h_opp,50,0.2749994880774981,0.2749994880774981,0.2749994880774981
shock,novg,open,negative,post_4_10,h_opp,50,0.2749999181670997,0.2749999181670997,0.2749999181670997
shock,novg,open,negative,post_11_30,h_opp,50,0.2749999984186195,0.2749999984186195,0.2749999984186195
shock,novg,open,negative,post_31_plus,h_opp,50,0.2749999999998272,0.2749999999998272,0.2749999999998272
shock,novg,open,negative,post_all,h_opp,50,0.27499996942525246,0.27499996942525246,0.27499996942525246
shock,novg,open,negative,pre,h_risk,50,0.20767548013711548,0.20740002618599426,0.20801196683938197
shock,novg,open,negative,shock,h_risk,50,0.23507846904453455,0.23499918794696506,0.23523297535653442
shock,novg,open,negative,post_1_3,h_risk,50,0.26892330904440126,0.26884015666054073,0.26905324435196804
shock,novg,open,negative,post_4_10,h_risk,50,0.30129111130719133,0.3005244917993886,0.3021526467726733
shock,novg,open,negative,post_11_30,h_risk,50,0.2876114161618318,0.28719719611368305,0.28810776900666246
shock,novg,open,negative,post_31_plus,h_risk,50,0.2356744225780535,0.2353887960882574,0.23597850387330765
shock,novg,open,negative,post_all,h_risk,50,0.2585001847520331,0.2582325769052424,0.25877744652777784
shock,novg,open,negative,pre,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,shock,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,post_1_3,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,post_4_10,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,post_11_30,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,post_31_plus,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,post_all,junction_pause_duration,50,2.0,2.0,2.0
shock,novg,open,negative,pre,p_covered,50,0.9958620689655171,0.9924137931034483,0.9986206896551724
shock,novg,open,negative,shock,p_covered,50,0.0,0.0,0.0
shock,novg,open,negative,post_1_3,p_covered,50,0.9933333333333333,0.98,1.0
shock,novg,open,negative,post_4_10,p_covered,50,0.9857142857142857,0.9742142857142857,0.9971428571428572
shock,novg,open,negative,post_11_30,p_covered,50,0.9939999999999999,0.9880000000000001,0.9990000000000001
shock,novg,open,negative,post_31_plus,p_covered,50,0.995,0.992,0.9975
shock,novg,open,negative,post_all,p_covered,50,0.9937142857142857,0.9911428571428571,0.9962857142857143
shock,novg,open,negative,pre,p_open,50,0.004137931034482759,0.001379310344827586,0.007586206896551723
shock,novg,open,negative,shock,p_open,50,1.0,1.0,1.0
shock,novg,open,negative,post_1_3,p_open,50,0.006666666666666666,0.0,0.02
shock,novg,open,negative,post_4_10,p_open,50,0.014285714285714284,0.002857142857142857,0.02571428571428571
shock,novg,open,negative,post_11_30,p_open,50,0.006000000000000001,0.001,0.012
shock,novg,open,negative,post_31_plus,p_open,50,0.005,0.0025,0.008
shock,novg,open,negative,post_all,p_open,50,0.006285714285714287,0.004,0.008857142857142859
shock,novg,open,negative,pre,p_target,50,0.004137931034482759,0.001379310344827586,0.007586206896551723
shock,novg,open,negative,shock,p_target,50,1.0,1.0,1.0
shock,novg,open,negative,post_1_3,p_target,50,0.006666666666666666,0.0,0.02
shock,novg,open,negative,post_4_10,p_target,50,0.014285714285714284,0.002857142857142857,0.02571428571428571
shock,novg,open,negative,post_11_30,p_target,50,0.006000000000000001,0.001,0.012000000000000002
shock,novg,open,negative,post_31_plus,p_target,50,0.005,0.0025,0.008
shock,novg,open,negative,post_all,p_target,50,0.006285714285714287,0.004,0.008857142857142859
shock,novg,open,negative,pre,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,shock,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,post_1_3,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,post_4_10,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,post_11_30,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,post_31_plus,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,post_all,p_timeout,50,0.0,0.0,0.0
shock,novg,open,negative,pre,q_neg,50,0.0,0.0,0.0
shock,novg,open,negative,shock,q_neg,50,0.0,0.0,0.0
shock,novg,open,negative,post_1_3,q_neg,50,1.2558191115469994,1.2558191115469994,1.2558191115469994
shock,novg,open,negative,post_4_10,q_neg,50,0.8475407994596218,0.8475407994596218,0.8475407994596218
shock,novg,open,negative,post_11_30,q_neg,50,0.31251721482186867,0.31251721482186867,0.31251721482186867
shock,novg,open,negative,post_31_plus,q_neg,50,0.037206770718874,0.037206770718874,0.037206770718874
shock,novg,open,negative,post_all,q_neg,50,0.24912654365786693,0.24912654365786693,0.24912654365786693
shock,novg,open,negative,pre,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,shock,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,post_1_3,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,post_4_10,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,post_11_30,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,post_31_plus,q_pos,50,0.0,0.0,0.0
shock,novg,open,negative,post_all,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,pre,X_opp,50,0.28660869474882744,0.2865152681896099,0.2867073201531269
shock,novp,open,negative,shock,X_opp,50,0.28333333333333327,0.28333333333333327,0.28333333333333327
shock,novp,open,negative,post_1_3,X_opp,50,0.2820335581601061,0.2815559319254017,0.28250407277384637
shock,novp,open,negative,post_4_10,X_opp,50,0.27562988505747127,0.27547701149425285,0.2757827586206897
shock,novp,open,negative,post_11_30,X_opp,50,0.28461563238570675,0.2843717992388645,0.28485218975012333
shock,novp,open,negative,post_31_plus,X_opp,50,0.2866265363208609,0.2865336590621281,0.28671589436615347
shock,novp,open,negative,post_all,X_opp,50,0.285266646349706,0.28518952267472664,0.2853414205737144
shock,novp,open,negative,pre,X_risk,50,0.28343414553493407,0.2821947807194502,0.28464122059671804
shock,novp,open,negative,shock,X_risk,50,0.31666666666666665,0.31666666666666665,0.31666666666666665
shock,novp,open,negative,post_1_3,X_risk,50,0.25407550862450246,0.25077087802226156,0.25749406623175586
shock,novp,open,negative,post_4_10,X_risk,50,0.22746108374384236,0.226720197044335,0.22833846059113297
shock,novp,open,negative,post_11_30,X_risk,50,0.27019784719766193,0.2692138550787503,0.2711757656699733
shock,novp,open,negative,post_31_plus,X_risk,50,0.28338114676332243,0.28222105943160997,0.2844832319601726
shock,novp,open,negative,post_all,X_risk,50,0.2753485121555857,0.27460848993623865,0.27608479779395034
shock,novp,open,negative,pre,commit_latency,50,4.472413793103448,4.42,4.5248448275862065
shock,novp,open,negative,shock,commit_latency,50,3.0,3.0,3.0
shock,novp,open,negative,post_1_3,commit_latency,50,2.62,2.4733333333333336,2.773333333333333
shock,novp,open,negative,post_4_10,commit_latency,50,1.1057142857142856,1.0799999999999998,1.1342857142857141
shock,novp,open,negative,post_11_30,commit_latency,50,3.52,3.4219749999999998,3.62
shock,novp,open,negative,post_31_plus,commit_latency,50,4.482,4.4289875,4.534000000000001
shock,novp,open,negative,post_all,commit_latency,50,3.789714285714286,3.753992857142857,3.824578571428572
shock,novp,open,negative,pre,h_opp,50,0.27377181917344123,0.2735970787624215,0.27395680500473735
shock,novp,open,negative,shock,h_opp,50,0.2861572505663175,0.2858248455187611,0.2864659761799499
shock,novp,open,negative,post_1_3,h_opp,50,0.2848830923210043,0.28463131406483594,0.28514726638170856
shock,novp,open,negative,post_4_10,h_opp,50,0.2772834536312605,0.2771403480787582,0.2774325757880348
shock,novp,open,negative,post_11_30,h_opp,50,0.2837808019487547,0.28353770306244164,0.2840134897116779
shock,novp,open,negative,post_31_plus,h_opp,50,0.28662510794040275,0.2865401433454244,0.28670947745850817
shock,novp,open,negative,post_all,h_opp,50,0.2852337299712671,0.28515744241447005,0.28530694427235703
shock,novp,open,negative,pre,h_risk,50,0.27115301824797505,0.26992556389943295,0.2723741778147545
shock,novp,open,negative,shock,h_risk,50,0.2861928769552639,0.28232404769774605,0.2900568802172326
shock,novp,open,negative,post_1_3,h_risk,50,0.3198353099760695,0.31842210308906815,0.3212683039797534
shock,novp,open,negative,post_4_10,h_risk,50,0.3311221986747392,0.33010699614811106,0.33227067299830554
shock,novp,open,negative,post_11_30,h_risk,50,0.3132872025032157,0.312322904922268,0.31427365114902045
shock,novp,open,negative,post_31_plus,h_risk,50,0.2860033148122259,0.2849714717042531,0.28705443657369295
shock,novp,open,negative,post_all,h_risk,50,0.2973845331948568,0.29670924357236866,0.2980596452606582
shock,novp,open,negative,pre,junction_pause_duration,50,5.472413793103449,5.420672413793103,5.52551724137931
shock,novp,open,negative,shock,junction_pause_duration,50,4.0,4.0,4.0
shock,novp,open,negative,post_1_3,junction_pause_duration,50,3.62,3.466666666666667,3.7799999999999994
shock,novp,open,negative,post_4_10,junction_pause_duration,50,2.105714285714286,2.0799999999999996,2.134285714285714
shock,novp,open,negative,post_11_30,junction_pause_duration,50,4.52,4.419,4.618025
shock,novp,open,negative,post_31_plus,junction_pause_duration,50,5.481999999999999,5.428500000000001,5.5320124999999996
shock,novp,open,negative,post_all,junction_pause_duration,50,4.789714285714286,4.7542785714285705,4.824571428571428
shock,novp,open,negative,pre,p_covered,50,0.5593103448275862,0.5358620689655172,0.5827586206896551
shock,novp,open,negative,shock,p_covered,50,0.0,0.0,0.0
shock,novp,open,negative,post_1_3,p_covered,50,0.8933333333333333,0.8466666666666666,0.94
shock,novp,open,negative,post_4_10,p_covered,50,0.9942857142857143,0.9857142857142857,1.0
shock,novp,open,negative,post_11_30,p_covered,50,0.736,0.7180000000000001,0.7530000000000001
shock,novp,open,negative,post_31_plus,p_covered,50,0.5604999999999999,0.5399999999999999,0.5815
shock,novp,open,negative,post_all,p_covered,50,0.6682857142857144,0.6562857142857144,0.6802857142857143
shock,novp,open,negative,pre,p_open,50,0.4406896551724138,0.4179310344827586,0.46413793103448275
shock,novp,open,negative,shock,p_open,50,1.0,1.0,1.0
shock,novp,open,negative,post_1_3,p_open,50,0.10666666666666666,0.06,0.15333333333333332
shock,novp,open,negative,post_4_10,p_open,50,0.005714285714285714,0.0,0.014285714285714284
shock,novp,open,negative,post_11_30,p_open,50,0.264,0.24599999999999997,0.28200000000000003
shock,novp,open,negative,post_31_plus,p_open,50,0.4395,0.4175000000000001,0.46099999999999997
shock,novp,open,negative,post_all,p_open,50,0.3317142857142857,0.31999285714285713,0.34342857142857147
shock,novp,open,negative,pre,p_target,50,0.4406896551724138,0.4165517241379311,0.463448275862069
shock,novp,open,negative,shock,p_target,50,1.0,1.0,1.0
shock,novp,open,negative,post_1_3,p_target,50,0.10666666666666666,0.06,0.15333333333333332
shock,novp,open,negative,post_4_10,p_target,50,0.005714285714285714,0.0,0.014285714285714284
shock,novp,open,negative,post_11_30,p_target,50,0.264,0.24600000000000002,0.28200000000000003
shock,novp,open,negative,post_31_plus,p_target,50,0.4395,0.4179875,0.46051249999999994
shock,novp,open,negative,post_all,p_target,50,0.3317142857142857,0.3188571428571429,0.34371428571428564
shock,novp,open,negative,pre,p_timeout,50,0.1793103448275862,0.1620689655172414,0.19518965517241357
shock,novp,open,negative,shock,p_timeout,50,0.0,0.0,0.0
shock,novp,open,negative,post_1_3,p_timeout,50,0.04666666666666667,0.01983333333333339,0.08
shock,novp,open,negative,post_4_10,p_timeout,50,0.0,0.0,0.0
shock,novp,open,negative,post_11_30,p_timeout,50,0.09300000000000001,0.077,0.109
shock,novp,open,negative,post_31_plus,p_timeout,50,0.1875,0.172,0.20350000000000001
shock,novp,open,negative,post_all,p_timeout,50,0.1357142857142857,0.12571428571428572,0.14571428571428569
shock,novp,open,negative,pre,q_neg,50,0.0,0.0,0.0
shock,novp,open,negative,shock,q_neg,50,0.0,0.0,0.0
shock,novp,open,negative,post_1_3,q_neg,50,1.198716340565635,1.1934670709836104,1.2039391906580343
shock,novp,open,negative,post_4_10,q_neg,50,0.7636646330541391,0.7554613536301874,0.7714909849993254
shock,novp,open,negative,post_11_30,q_neg,50,0.19897933078370525,0.19500520612973102,0.20299791935616388
shock,novp,open,negative,post_31_plus,q_neg,50,0.006751889467056844,0.006458951821747336,0.007067654441230745
shock,novp,open,negative,post_all,q_neg,50,0.14732338113430615,0.14655702810297752,0.14810317020685224
shock,novp,open,negative,pre,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,shock,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,post_1_3,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,post_4_10,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,post_11_30,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,post_31_plus,q_pos,50,0.0,0.0,0.0
shock,novp,open,negative,post_all,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,pre,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,shock,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_4_10,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_11_30,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_31_plus,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_all,X_opp,50,0.0,0.0,0.0
shock,nox,open,negative,pre,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,shock,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_4_10,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_11_30,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_31_plus,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_all,X_risk,50,0.0,0.0,0.0
shock,nox,open,negative,pre,commit_latency,50,4.472413793103448,4.419310344827586,4.523465517241379
shock,nox,open,negative,shock,commit_latency,50,3.0,3.0,3.0
shock,nox,open,negative,post_1_3,commit_latency,50,4.506666666666666,4.286666666666667,4.713499999999998
shock,nox,open,negative,post_4_10,commit_latency,50,4.537142857142857,4.397142857142857,4.674285714285714
shock,nox,open,negative,post_11_30,commit_latency,50,4.48,4.415,4.544
shock,nox,open,negative,post_31_plus,commit_latency,50,4.479,4.4259875,4.531
shock,nox,open,negative,post_all,commit_latency,50,4.486285714285715,4.4468571428571435,4.526857142857143
shock,nox,open,negative,pre,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,shock,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_4_10,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_11_30,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_31_plus,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,post_all,h_opp,50,0.0,0.0,0.0
shock,nox,open,negative,pre,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,shock,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_4_10,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_11_30,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_31_plus,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,post_all,h_risk,50,0.0,0.0,0.0
shock,nox,open,negative,pre,junction_pause_duration,50,5.472413793103449,5.420000000000001,5.5248275862068965
shock,nox,open,negative,shock,junction_pause_duration,50,4.0,4.0,4.0
shock,nox,open,negative,post_1_3,junction_pause_duration,50,5.506666666666666,5.286666666666666,5.72
shock,nox,open,negative,post_4_10,junction_pause_duration,50,5.537142857142856,5.397142857142857,5.6715
shock,nox,open,negative,post_11_30,junction_pause_duration,50,5.480000000000001,5.416,5.545
shock,nox,open,negative,post_31_plus,junction_pause_duration,50,5.479000000000001,5.4254999999999995,5.529
shock,nox,open,negative,post_all,junction_pause_duration,50,5.486285714285714,5.446000000000001,5.526571428571429
shock,nox,open,negative,pre,p_covered,50,0.5593103448275862,0.5365517241379311,0.5827586206896551
shock,nox,open,negative,shock,p_covered,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,p_covered,50,0.6666666666666665,0.5866666666666667,0.7399999999999999
shock,nox,open,negative,post_4_10,p_covered,50,0.5571428571428572,0.5028571428571429,0.6114285714285714
shock,nox,open,negative,post_11_30,p_covered,50,0.5670000000000001,0.5419999999999999,0.592
shock,nox,open,negative,post_31_plus,p_covered,50,0.5569999999999999,0.536,0.579
shock,nox,open,negative,post_all,p_covered,50,0.5645714285714285,0.5499999999999999,0.5797142857142856
shock,nox,open,negative,pre,p_open,50,0.4406896551724138,0.4172413793103449,0.463448275862069
shock,nox,open,negative,shock,p_open,50,1.0,1.0,1.0
shock,nox,open,negative,post_1_3,p_open,50,0.33333333333333326,0.26,0.4066666666666666
shock,nox,open,negative,post_4_10,p_open,50,0.4428571428571428,0.38857142857142846,0.4971428571428571
shock,nox,open,negative,post_11_30,p_open,50,0.433,0.408,0.45799999999999996
shock,nox,open,negative,post_31_plus,p_open,50,0.44300000000000006,0.4215,0.465
shock,nox,open,negative,post_all,p_open,50,0.4354285714285714,0.42028571428571426,0.4505714285714285
shock,nox,open,negative,pre,p_target,50,0.4406896551724138,0.4158620689655173,0.4627586206896552
shock,nox,open,negative,shock,p_target,50,1.0,1.0,1.0
shock,nox,open,negative,post_1_3,p_target,50,0.33333333333333326,0.26,0.4066666666666666
shock,nox,open,negative,post_4_10,p_target,50,0.4428571428571428,0.38857142857142857,0.4971428571428571
shock,nox,open,negative,post_11_30,p_target,50,0.433,0.409,0.45800000000000013
shock,nox,open,negative,post_31_plus,p_target,50,0.44300000000000006,0.42099999999999993,0.465
shock,nox,open,negative,post_all,p_target,50,0.4354285714285714,0.4205714285714285,0.45057142857142857
shock,nox,open,negative,pre,p_timeout,50,0.1793103448275862,0.1620689655172414,0.1951724137931035
shock,nox,open,negative,shock,p_timeout,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,p_timeout,50,0.16666666666666663,0.10666666666666666,0.2333333333333333
shock,nox,open,negative,post_4_10,p_timeout,50,0.19142857142857142,0.1514285714285714,0.23714285714285713
shock,nox,open,negative,post_11_30,p_timeout,50,0.188,0.16999999999999996,0.20700000000000002
shock,nox,open,negative,post_31_plus,p_timeout,50,0.18100000000000002,0.1675,0.19501249999999984
shock,nox,open,negative,post_all,p_timeout,50,0.1834285714285714,0.1734285714285714,0.19314285714285714
shock,nox,open,negative,pre,q_neg,50,0.0,0.0,0.0
shock,nox,open,negative,shock,q_neg,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,q_neg,50,1.136581544282011,1.1296581496879248,1.1434892449742031
shock,nox,open,negative,post_4_10,q_neg,50,0.5527076062214342,0.5451179498822156,0.560648260508841
shock,nox,open,negative,post_11_30,q_neg,50,0.09762911856964264,0.09541650780907925,0.0999353694924706
shock,nox,open,negative,post_31_plus,q_neg,50,0.0025050180852741887,0.002415827497089212,0.0026016487508551977
shock,nox,open,negative,post_all,q_neg,50,0.13362596483504294,0.1329021319482786,0.13435423690593462
shock,nox,open,negative,pre,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,shock,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,post_1_3,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,post_4_10,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,post_11_30,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,post_31_plus,q_pos,50,0.0,0.0,0.0
shock,nox,open,negative,post_all,q_pos,50,0.0,0.0,0.0
shock,one_shot_off,open,negative,pre,X_opp,50,0.28660869474882744,0.2865104671531923,0.28670258100045193
shock,one_shot_off,open,negative,shock,X_opp,50,0.2866031746031746,0.2859682539682539,0.2872222222222222
shock,one_shot_off,open,negative,post_1_3,X_opp,50,0.2862522308736267,0.28585048442251876,0.2866521978868449
shock,one_shot_off,open,negative,post_4_10,X_opp,50,0.2865888121022887,0.286370815162394,0.2867911763123151
shock,one_shot_off,open,negative,post_11_30,X_opp,50,0.2865881978808361,0.28646334285703934,0.2867148408257648
shock,one_shot_off,open,negative,post_31_plus,X_opp,50,0.28663038653453843,0.2865356990023363,0.2867233712850194
shock,one_shot_off,open,negative,post_all,X_opp,50,0.28661282242129815,0.2865377772379801,0.286687017662786
shock,one_shot_off,open,negative,pre,X_risk,50,0.28343414553493407,0.2821918744982638,0.28465912110193475
shock,one_shot_off,open,negative,shock,X_risk,50,0.2826666666666667,0.27501587301587305,0.29027103174603175
shock,one_shot_off,open,negative,post_1_3,X_risk,50,0.2817043136717507,0.27684812595635994,0.2866749996133835
shock,one_shot_off,open,negative,post_4_10,X_risk,50,0.28424890345737047,0.28207961562304024,0.286417458143012
shock,one_shot_off,open,negative,post_11_30,X_risk,50,0.28335421564146274,0.28198718111292387,0.28477231761169747
shock,one_shot_off,open,negative,post_31_plus,X_risk,50,0.2836209066382525,0.28249141520689985,0.28474170706523433
shock,one_shot_off,open,negative,post_all,X_risk,50,0.28354282886333537,0.28272479243681964,0.2843452295143796
shock,one_shot_off,open,negative,pre,commit_latency,50,4.472413793103448,4.420672413793103,4.524155172413793
shock,one_shot_off,open,negative,shock,commit_latency,50,4.68,4.32,5.04
shock,one_shot_off,open,negative,post_1_3,commit_latency,50,4.3533333333333335,4.14,4.566666666666666
