protocol,ablation,target_path,expected_direction,trial,rel_trial,n_trials,p_open,p_covered,p_target,p_timeout,mean_commit_latency,mean_junction_pause_duration,mean_h_risk,mean_h_opp,mean_q_neg,mean_q_pos,mean_X_risk,mean_X_opp
shock,novg,open,negative,56,26,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2710395484301882,0.27499999998045016,0.18017125252161884,0.0,0.22499999999999998,0.275
shock,novg,open,negative,57,27,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2676987740318493,0.2749999999871734,0.16618422667326094,0.0,0.22499999999999998,0.275
shock,novg,open,negative,58,28,50,0.02,0.98,0.02,0.0,1.0,2.0,0.2647689584530966,0.2749999999915845,0.15328303937763862,0.0,0.22699999999999998,0.275
shock,novg,open,negative,59,29,50,0.02,0.98,0.02,0.0,1.0,2.0,0.26245737764745236,0.2749999999944786,0.1413833949899601,0.0,0.22699999999999998,0.275
shock,novg,open,negative,60,30,50,0.02,0.98,0.02,0.0,1.0,2.0,0.2601946015409368,0.2749999999963774,0.1304075418914427,0.0,0.22699999999999998,0.275
shock,novg,open,negative,61,31,50,0.02,0.98,0.02,0.0,1.0,2.0,0.25800493573727384,0.27499999999762326,0.1202837644645329,0.0,0.22699999999999998,0.275
shock,novg,open,negative,62,32,50,0.0,1.0,0.0,0.0,1.0,2.0,0.25572476464233135,0.2749999999984406,0.1109459145070246,0.0,0.22499999999999998,0.275
shock,novg,open,negative,63,33,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2531398371935623,0.2749999999989769,0.10233297902336158,0.0,0.22499999999999998,0.275
shock,novg,open,negative,64,34,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2508301279386656,0.2749999999993288,0.09438868156909659,0.0,0.22499999999999998,0.275
shock,novg,open,negative,65,35,50,0.02,0.98,0.02,0.0,1.0,2.0,0.24893604310565187,0.2749999999995596,0.08706111454371357,0.0,0.22699999999999998,0.275
shock,novg,open,negative,66,36,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2474623443001409,0.27499999999971114,0.08030240002923432,0.0,0.22499999999999998,0.275
shock,novg,open,negative,67,37,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2455715305283499,0.27499999999981045,0.07406837695854877,0.0,0.22499999999999998,0.275
shock,novg,open,negative,68,38,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2438823288694433,0.2749999999998757,0.06831831256944303,0.0,0.22499999999999998,0.275
shock,novg,open,negative,69,39,50,0.0,1.0,0.0,0.0,1.0,2.0,0.242361816765129,0.2749999999999184,0.06301463625898203,0.0,0.22499999999999998,0.275
shock,novg,open,negative,70,40,50,0.0,1.0,0.0,0.0,1.0,2.0,0.24098460588012585,0.27499999999994656,0.05812269409926655,0.0,0.22499999999999998,0.275
shock,novg,open,negative,71,41,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23973092034782198,0.274999999999965,0.053610522410583325,0.0,0.22499999999999998,0.275
shock,novg,open,negative,72,42,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23858515613270423,0.27499999999997704,0.049448638912488505,0.0,0.22499999999999998,0.275
shock,novg,open,negative,73,43,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23753481037378102,0.2749999999999849,0.04560985008821643,0.0,0.22499999999999998,0.275
shock,novg,open,negative,74,44,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23656969163732172,0.2749999999999901,0.04206907350374405,0.0,0.22499999999999998,0.275
shock,novg,open,negative,75,45,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2356813410029036,0.27499999999999347,0.0388031739205531,0.0,0.22499999999999998,0.275
shock,novg,open,negative,76,46,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23486260974431136,0.27499999999999575,0.03579081213126052,0.0,0.22499999999999998,0.275
shock,novg,open,negative,77,47,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23410735223011225,0.2749999999999972,0.03301230553041645,0.0,0.22499999999999998,0.275
shock,novg,open,negative,78,48,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23341020288922765,0.27499999999999813,0.03044949950944805,0.0,0.22499999999999998,0.275
shock,novg,open,negative,79,49,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23276641405601986,0.2749999999999988,0.028085648835450446,0.0,0.22499999999999998,0.275
shock,novg,open,negative,80,50,50,0.02,0.98,0.02,0.0,1.0,2.0,0.23236673812024253,0.27499999999999925,0.0259053082387606,0.0,0.22699999999999998,0.275
shock,novg,open,negative,81,51,50,0.04,0.96,0.04,0.0,1.0,2.0,0.2326241444878831,0.27499999999999947,0.02389423149441845,0.0,0.22899999999999998,0.275
shock,novg,open,negative,82,52,50,0.0,1.0,0.0,0.0,1.0,2.0,0.232746959322779,0.2749999999999997,0.022039278338120794,0.0,0.22499999999999998,0.275
shock,novg,open,negative,83,53,50,0.02,0.98,0.02,0.0,1.0,2.0,0.23193238560044233,0.2749999999999998,0.020328328608460355,0.0,0.22699999999999998,0.275
shock,novg,open,negative,84,54,50,0.02,0.98,0.02,0.0,1.0,2.0,0.23174925039137206,0.2749999999999999,0.01875020305446095,0.0,0.22699999999999998,0.275
shock,novg,open,negative,85,55,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23131865007563526,0.2749999999999999,0.017294590290969476,0.0,0.22499999999999998,0.275
shock,novg,open,negative,86,56,50,0.0,1.0,0.0,0.0,1.0,2.0,0.23044504111937736,0.2749999999999999,0.015951979424635374,0.0,0.22499999999999998,0.275
shock,novg,open,negative,87,57,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2297673364582132,0.2749999999999999,0.0147135979102588,0.0,0.22499999999999998,0.275
shock,novg,open,negative,88,58,50,0.02,0.98,0.02,0.0,1.0,2.0,0.22942520916630613,0.2749999999999999,0.01357135423146525,0.0,0.22699999999999998,0.275
shock,novg,open,negative,89,59,50,0.02,0.98,0.02,0.0,1.0,2.0,0.22959981483658232,0.2749999999999999,0.012517785031184826,0.0,0.22699999999999998,0.275
shock,novg,open,negative,90,60,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22944205174483134,0.2749999999999999,0.011546006346489475,0.0,0.22499999999999998,0.275
shock,novg,open,negative,91,61,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22878249560706213,0.2749999999999999,0.010649668629159826,0.0,0.22499999999999998,0.275
shock,novg,open,negative,92,62,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22828028201478862,0.2749999999999999,0.00982291525808785,0.0,0.22499999999999998,0.275
shock,novg,open,negative,93,63,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22788758476034704,0.2749999999999999,0.0090603442724384,0.0,0.22499999999999998,0.275
shock,novg,open,negative,94,64,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2275721815393917,0.2749999999999999,0.008356973075535575,0.0,0.22499999999999998,0.275
shock,novg,open,negative,95,65,50,0.02,0.98,0.02,0.0,1.0,2.0,0.22751077776363346,0.2749999999999999,0.0077082058788513,0.0,0.22699999999999998,0.275
shock,novg,open,negative,96,66,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22770979636374306,0.2749999999999999,0.007109803673377251,0.0,0.22499999999999998,0.275
shock,novg,open,negative,97,67,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22731161001267872,0.2749999999999999,0.006557856532174175,0.0,0.22499999999999998,0.275
shock,novg,open,negative,98,68,50,0.0,1.0,0.0,0.0,1.0,2.0,0.22700816012341207,0.2749999999999999,0.006048758063125475,0.0,0.22499999999999998,0.275
shock,novg,open,negative,99,69,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2267704733363992,0.2749999999999999,0.0055791818449702005,0.0,0.22499999999999998,0.275
shock,novg,open,negative,100,70,50,0.0,1.0,0.0,0.0,1.0,2.0,0.2265791269021426,0.2749999999999999,0.0051460596926505755,0.0,0.22499999999999998,0.275
shock,novp,open,negative,1,-29,50,0.34,0.66,0.34,0.18,4.44,5.44,0.08811765987320634,0.08316276801333332,0.0,0.0,0.27634920634920634,0.2861904761904762
shock,novp,open,negative,2,-28,50,0.44,0.56,0.44,0.26,4.82,5.82,0.1927599563079432,0.19455861131632615,0.0,0.0,0.2828730158730159,0.2869047619047619
shock,novp,open,negative,3,-27,50,0.56,0.44,0.56,0.16,4.24,5.24,0.2428469905246067,0.24496221520203776,0.0,0.0,0.28904761904761905,0.28580952380952385
shock,novp,open,negative,4,-26,50,0.36,0.64,0.36,0.22,4.38,5.38,0.266676313194527,0.266995471871372,0.0,0.0,0.27823809523809523,0.2860793650793651
shock,novp,open,negative,5,-25,50,0.4,0.6,0.4,0.06,4.12,5.12,0.2730205854479265,0.2771826848764728,0.0,0.0,0.28,0.28565079365079366
shock,novp,open,negative,6,-24,50,0.38,0.62,0.38,0.22,4.56,5.56,0.2768958023530473,0.2819837427889776,0.0,0.0,0.2793333333333333,0.2863809523809524
shock,novp,open,negative,7,-23,50,0.48,0.52,0.48,0.14,4.5,5.5,0.27905422767237487,0.2845015895958547,0.0,0.0,0.2841111111111111,0.2863650793650794
shock,novp,open,negative,8,-22,50,0.44,0.56,0.44,0.22,4.78,5.78,0.2826186082995312,0.28577317678966346,0.0,0.0,0.28290476190476194,0.2868095238095238
shock,novp,open,negative,9,-21,50,0.44,0.56,0.44,0.18,4.28,5.28,0.28308532926585483,0.28630621404416623,0.0,0.0,0.2818095238095238,0.2858730158730159
shock,novp,open,negative,10,-20,50,0.4,0.6,0.4,0.2,4.62,5.62,0.2829628140778025,0.28635933059279134,0.0,0.0,0.28150793650793654,0.28655555555555556
shock,novp,open,negative,11,-19,50,0.48,0.52,0.48,0.16,4.26,5.26,0.28215908007175977,0.28646586298263405,0.0,0.0,0.28446031746031747,0.28595238095238096
shock,novp,open,negative,12,-18,50,0.5,0.5,0.5,0.16,4.62,5.62,0.2838574897403435,0.2864373738186135,0.0,0.0,0.2856666666666667,0.28658730158730156
shock,novp,open,negative,13,-17,50,0.46,0.54,0.46,0.18,4.64,5.64,0.2849542748759102,0.28665720073348444,0.0,0.0,0.2833650793650794,0.28653968253968254
shock,novp,open,negative,14,-16,50,0.46,0.54,0.46,0.24,4.52,5.52,0.2845415183647748,0.28670609638704436,0.0,0.0,0.28409523809523807,0.2863174603174603
shock,novp,open,negative,15,-15,50,0.46,0.54,0.46,0.18,4.48,5.48,0.2841258212594133,0.28664583017856654,0.0,0.0,0.2833015873015873,0.2862857142857143
shock,novp,open,negative,16,-14,50,0.46,0.54,0.46,0.16,4.38,5.38,0.28420060451003865,0.28656326440222424,0.0,0.0,0.28455555555555556,0.28604761904761905
shock,novp,open,negative,17,-13,50,0.42,0.58,0.42,0.12,4.1,5.1,0.2837189856427456,0.28632689463981875,0.0,0.0,0.28084126984126984,0.28563492063492063
shock,novp,open,negative,18,-12,50,0.5,0.5,0.5,0.26,4.52,5.52,0.2832949982890158,0.2862619243951363,0.0,0.0,0.2865714285714286,0.28625396825396826
shock,novp,open,negative,19,-11,50,0.44,0.56,0.44,0.16,4.24,5.24,0.28448574928204007,0.2863332644744062,0.0,0.0,0.2823174603174603,0.2858730158730159
shock,novp,open,negative,20,-10,50,0.46,0.54,0.46,0.12,4.48,5.48,0.2835963993462677,0.2863330512405096,0.0,0.0,0.28365079365079365,0.28625396825396826
shock,novp,open,negative,21,-9,50,0.3,0.7,0.3,0.28,4.66,5.66,0.283030032747937,0.28651708692770655,0.0,0.0,0.27544444444444444,0.28658730158730156
shock,novp,open,negative,22,-8,50,0.44,0.56,0.44,0.12,4.24,5.24,0.2796021027674129,0.2865435288905168,0.0,0.0,0.28209523809523807,0.2859047619047619
shock,novp,open,negative,23,-7,50,0.52,0.48,0.52,0.16,4.56,5.56,0.28180513356573184,0.2864350548980618,0.0,0.0,0.2872698412698413,0.28644444444444445
shock,novp,open,negative,24,-6,50,0.42,0.58,0.42,0.16,4.44,5.44,0.2844621630037228,0.28654072983060597,0.0,0.0,0.28184126984126984,0.2862222222222222
shock,novp,open,negative,25,-5,50,0.5,0.5,0.5,0.2,4.62,5.62,0.2837966553349004,0.2865806953786126,0.0,0.0,0.28646031746031747,0.28655555555555556
shock,novp,open,negative,26,-4,50,0.4,0.6,0.4,0.2,4.62,5.62,0.2849655494584276,0.2867113329889279,0.0,0.0,0.28150793650793654,0.28655555555555556
shock,novp,open,negative,27,-3,50,0.48,0.52,0.48,0.22,4.5,5.5,0.28353692012209236,0.2867301081118409,0.0,0.0,0.2857619047619048,0.2863015873015873
shock,novp,open,negative,28,-2,50,0.4,0.6,0.4,0.12,4.44,5.44,0.28418449858499306,0.28662150541700204,0.0,0.0,0.28034920634920635,0.2861904761904762
shock,novp,open,negative,29,-1,50,0.44,0.56,0.44,0.16,4.64,5.64,0.2831569663414992,0.2866093570945456,0.0,0.0,0.2835238095238095,0.2865714285714286
shock,novp,open,negative,30,0,50,1.0,0.0,1.0,0.0,3.0,4.0,0.2861928769552639,0.2861572505663175,0.0,0.0,0.31666666666666665,0.2833333333333333
shock,novp,open,negative,31,1,50,0.2,0.8,0.2,0.14,4.28,5.28,0.30849413827390415,0.2853517105030398,1.3152230236976121,0.0,0.26928968253968255,0.2859325396825397
shock,novp,open,negative,32,2,50,0.1,0.9,0.1,0.0,2.54,3.54,0.32582652057447425,0.28537213444583825,1.1553217150398618,0.0,0.25020238095238095,0.2807976190476191
shock,novp,open,negative,33,3,50,0.02,0.98,0.02,0.0,1.04,2.04,0.3321119023662326,0.2835048648067801,1.0487346674643434,0.0,0.22759999999999997,0.27520000000000006
shock,novp,open,negative,34,4,50,0.02,0.98,0.02,0.0,1.0,2.0,0.33334129191865075,0.2806348649561551,0.9669338468637036,0.0,0.22699999999999998,0.275
shock,novp,open,negative,35,5,50,0.0,1.0,0.0,0.0,1.0,2.0,0.33368928389845676,0.27869703489773334,0.891868993173396,0.0,0.22499999999999998,0.275
shock,novp,open,negative,36,6,50,0.0,1.0,0.0,0.0,1.0,2.0,0.33307227068350087,0.27742562459640285,0.8226315621943978,0.0,0.22499999999999998,0.275
shock,novp,open,negative,37,7,50,0.0,1.0,0.0,0.0,1.0,2.0,0.331860661199188,0.27659145229769994,0.7587691603791721,0.0,0.22499999999999998,0.275
shock,novp,open,negative,38,8,50,0.02,0.98,0.02,0.0,1.0,2.0,0.3302160150757423,0.27604415185252096,0.6998645143236818,0.0,0.22699999999999998,0.275
shock,novp,open,negative,39,9,50,0.0,1.0,0.0,0.0,1.22,2.22,0.32874831575803287,0.2757688484266193,0.6441919597074045,0.0,0.22829999999999998,0.2761
shock,novp,open,negative,40,10,50,0.0,1.0,0.0,0.0,1.52,2.52,0.32730091787173565,0.27606464077768966,0.5899035445851635,0.0,0.23279999999999998,0.27759999999999996
shock,novp,open,negative,41,11,50,0.0,1.0,0.0,0.0,1.86,2.86,0.3262633451173059,0.2768523521527,0.5366740873866003,0.0,0.2379,0.27929999999999994
shock,novp,open,negative,42,12,50,0.02,0.98,0.02,0.0,2.08,3.08,0.32528607507180085,0.27796100531323625,0.4854705189162009,0.0,0.24230000000000002,0.2802333333333333
shock,novp,open,negative,43,13,50,0.0,1.0,0.0,0.0,2.44,3.44,0.3244760139283759,0.27911010379322737,0.43665137887468786,0.0,0.24419999999999997,0.2814
shock,novp,open,negative,44,14,50,0.02,0.98,0.02,0.0,3.02,4.02,0.32361257283773326,0.2804472953324641,0.3890769511284782,0.0,0.2512047619047619,0.2832904761904762
shock,novp,open,negative,45,15,50,0.1,0.9,0.1,0.0,3.34,4.34,0.3232211893314025,0.2819732363879255,0.3435311813365458,0.0,0.25866666666666666,0.284
shock,novp,open,negative,46,16,50,0.18,0.82,0.18,0.0,3.42,4.42,0.32351984812157303,0.2831110779826935,0.3020917602519122,0.0,0.2628452380952381,0.2838690476190476
shock,novp,open,negative,47,17,50,0.2,0.8,0.2,0.0,3.54,4.54,0.3239395183692541,0.2838122707309834,0.2651647825607013,0.0,0.2626357142857143,0.28338650793650794
shock,novp,open,negative,48,18,50,0.24,0.76,0.24,0.0,3.26,4.26,0.3225471689456542,0.28398739786593974,0.23323539567321336,0.0,0.263034126984127,0.2828103174603175
shock,novp,open,negative,49,19,50,0.34,0.66,0.34,0.08,3.36,4.36,0.3210049557042761,0.2839679085155037,0.20559040926239347,0.0,0.26845238095238094,0.28294444444444444
shock,novp,open,negative,50,20,50,0.26,0.74,0.26,0.08,3.1,4.1,0.3199716263989752,0.28401630833462493,0.1813973067151467,0.0,0.2613888888888889,0.2821349206349206
shock,novp,open,negative,51,21,50,0.36,0.64,0.36,0.16,3.68,4.68,0.3167475102460456,0.2840217985898613,0.15952026947216696,0.0,0.27117301587301584,0.2837349206349207
shock,novp,open,negative,52,22,50,0.36,0.64,0.36,0.16,3.48,4.48,0.3155216148399111,0.28444204998973793,0.1397668589863432,0.0,0.2691571428571429,0.2831793650793651
shock,novp,open,negative,53,23,50,0.34,0.66,0.34,0.1,3.86,4.86,0.3132884111687352,0.2845860303779745,0.12222976152617457,0.0,0.2722126984126984,0.28434603174603174
shock,novp,open,negative,54,24,50,0.38,0.62,0.38,0.16,4.0,5.0,0.31001855922232824,0.28502095828664226,0.10630080850969857,0.0,0.27475396825396825,0.2847698412698413
shock,novp,open,negative,55,25,50,0.28,0.72,0.28,0.14,3.94,4.94,0.307085919591595,0.2853136827479325,0.09242576115998812,0.0,0.2695873015873016,0.28469841269841273
shock,novp,open,negative,56,26,50,0.36,0.64,0.36,0.24,4.22,5.22,0.3023576196052754,0.28546926304294146,0.08019090363256892,0.0,0.2774285714285714,0.28555555555555556
shock,novp,open,negative,57,27,50,0.4,0.6,0.4,0.18,4.42,5.42,0.3005707841151539,0.28586099814783295,0.06920029174722965,0.0,0.28024603174603174,0.2860714285714286
shock,novp,open,negative,58,28,50,0.46,0.54,0.46,0.18,4.3,5.3,0.2997473328634442,0.2861560579374038,0.05966795800152281,0.0,0.28193650793650793,0.28574603174603175
shock,novp,open,negative,59,29,50,0.48,0.52,0.48,0.2,4.58,5.58,0.299925278555122,0.2862702665620227,0.05137498852563989,0.0,0.2843650793650794,0.2864285714285714
shock,novp,open,negative,60,30,50,0.5,0.5,0.5,0.18,4.5,5.5,0.2996817715162694,0.28650037030950914,0.04417556089109042,0.0,0.2862777777777778,0.2862619047619048
shock,novp,open,negative,61,31,50,0.4,0.6,0.4,0.14,4.32,5.32,0.2983174309080947,0.2864992921365022,0.038064215535399265,0.0,0.279531746031746,0.28589682539682537
shock,novp,open,negative,62,32,50,0.36,0.64,0.36,0.08,4.38,5.38,0.29406028079607166,0.2863824055784449,0.03279746502051281,0.0,0.27823809523809523,0.2860793650793651
shock,novp,open,negative,63,33,50,0.38,0.62,0.38,0.16,4.52,5.52,0.29059065873520695,0.286439429972364,0.028212875887169656,0.0,0.27974603174603174,0.28634920634920635
shock,novp,open,negative,64,34,50,0.28,0.72,0.28,0.3,4.68,5.68,0.2885385717050334,0.28661993969328425,0.024201857944770085,0.0,0.27504761904761904,0.28660317460317464
shock,novp,open,negative,65,35,50,0.46,0.54,0.46,0.16,4.3,5.3,0.28539640168595937,0.28665314233331324,0.020782402395487242,0.0,0.2832857142857143,0.2859206349206349
shock,novp,open,negative,66,36,50,0.48,0.52,0.48,0.24,4.54,5.54,0.2876827889094308,0.28650468697027337,0.01787975196501679,0.0,0.28395238095238096,0.28639682539682537
shock,novp,open,negative,67,37,50,0.44,0.56,0.44,0.24,4.58,5.58,0.28890074497246593,0.286606668399787,0.015350978598601113,0.0,0.2838253968253968,0.28646031746031747
shock,novp,open,negative,68,38,50,0.48,0.52,0.48,0.12,4.26,5.26,0.2879641724607527,0.28654570908099125,0.013215551658906026,0.0,0.2834761904761905,0.2859206349206349
shock,novp,open,negative,69,39,50,0.36,0.64,0.36,0.14,4.72,5.72,0.2879045579686346,0.2865118072545502,0.01136573938223564,0.0,0.2787301587301587,0.2866666666666667
shock,novp,open,negative,70,40,50,0.42,0.58,0.42,0.14,4.28,5.28,0.2850288392401874,0.28659579583655165,0.009771466310822137,0.0,0.280984126984127,0.28593650793650793
shock,novp,open,negative,71,41,50,0.48,0.52,0.48,0.14,4.44,5.44,0.2850965947576096,0.2864420161602131,0.00842285190350059,0.0,0.28530158730158733,0.2861904761904762
shock,novp,open,negative,72,42,50,0.46,0.54,0.46,0.2,4.46,5.46,0.28624027667579255,0.2864485619065211,0.007248093797808086,0.0,0.2827142857142857,0.28623809523809524
shock,novp,open,negative,73,43,50,0.36,0.64,0.36,0.22,4.62,5.62,0.28579988003246626,0.2865256673966872,0.00622460744783623,0.0,0.2792222222222222,0.28655555555555556
shock,novp,open,negative,74,44,50,0.46,0.54,0.46,0.24,4.7,5.7,0.2836372325262264,0.2867123976076861,0.005332420074836579,0.0,0.2843333333333333,0.28665079365079366
shock,novp,open,negative,75,45,50,0.42,0.58,0.42,0.16,4.54,5.54,0.28461048174412645,0.28679429903901144,0.004573087234509829,0.0,0.28115873015873016,0.28633333333333333
shock,novp,open,negative,76,46,50,0.44,0.56,0.44,0.26,4.6,5.6,0.2839554506189917,0.28674974245956647,0.003923062354578628,0.0,0.28244444444444444,0.28650793650793654
shock,novp,open,negative,77,47,50,0.48,0.52,0.48,0.22,4.28,5.28,0.28433906413430315,0.2866597202134964,0.0033745462686135337,0.0,0.2848888888888889,0.28590476190476194
shock,novp,open,negative,78,48,50,0.38,0.62,0.38,0.14,4.44,5.44,0.2847748383027679,0.2864550749555684,0.0029090343193079716,0.0,0.27920634920634924,0.28625396825396826
shock,novp,open,negative,79,49,50,0.48,0.52,0.48,0.18,4.64,5.64,0.28357881181570177,0.2865483430565427,0.002498004887915098,0.0,0.2854920634920635,0.2865714285714286
shock,novp,open,negative,80,50,50,0.48,0.52,0.48,0.16,4.34,5.34,0.28519530362025913,0.2865947079527912,0.0021487667465034123,0.0,0.2850634920634921,0.285984126984127
shock,novp,open,negative,81,51,50,0.52,0.48,0.52,0.26,4.38,5.38,0.2858609881386221,0.2864630782032349,0.0018536477947627217,0.0,0.28658730158730156,0.28604761904761905
shock,novp,open,negative,82,52,50,0.44,0.56,0.44,0.16,4.36,5.36,0.2865687976169412,0.28641955908636757,0.0015974675642627695,0.0,0.28234920634920635,0.286031746031746
shock,novp,open,negative,83,53,50,0.54,0.46,0.54,0.2,4.58,5.58,0.2855575652842238,0.28646324544925067,0.0013734570683433323,0.0,0.2896666666666667,0.28639682539682537
shock,novp,open,negative,84,54,50,0.6,0.4,0.6,0.16,4.4,5.4,0.287802926006316,0.2865371823153197,0.0011802456800900918,0.0,0.29133333333333333,0.2861269841269841
shock,novp,open,negative,85,55,50,0.4,0.6,0.4,0.16,4.28,5.28,0.2893524805903833,0.2864374998807487,0.001018266132047634,0.0,0.2812698412698413,0.28590476190476194
shock,novp,open,negative,86,56,50,0.38,0.62,0.38,0.16,4.62,5.62,0.28511707413432535,0.2864434713135949,0.0008761104906804335,0.0,0.28134920634920635,0.2865238095238095
shock,novp,open,negative,87,57,50,0.46,0.54,0.46,0.2,4.6,5.6,0.283091074160151,0.2866512363435149,0.0007510592462420261,0.0,0.28457142857142853,0.2864761904761905
shock,novp,open,negative,88,58,50,0.46,0.54,0.46,0.18,4.36,5.36,0.28386905105755494,0.2866366859213847,0.0006461348113404556,0.0,0.2833015873015873,0.2860952380952381
shock,novp,open,negative,89,59,50,0.4,0.6,0.4,0.2,4.5,5.5,0.2835291718063757,0.2865367029347395,0.0005561689112147938,0.0,0.27998412698412695,0.2863015873015873
shock,novp,open,negative,90,60,50,0.36,0.64,0.36,0.14,4.24,5.24,0.2818338249858494,0.2864735599772903,0.0004791792736326614,0.0,0.2777777777777778,0.28584126984126984
shock,novp,open,negative,91,61,50,0.54,0.46,0.54,0.18,4.56,5.56,0.2813551656275441,0.28641084610084,0.0004127071992174561,0.0,0.28755555555555556,0.2864761904761905
shock,novp,open,negative,92,62,50,0.54,0.46,0.54,0.16,4.44,5.44,0.2856678199834959,0.2865349989617243,0.0003544113947081062,0.0,0.28793650793650793,0.2862222222222222
shock,novp,open,negative,93,63,50,0.5,0.5,0.5,0.18,4.54,5.54,0.2871566025534888,0.28654182202023537,0.0003044936148333232,0.0,0.2869047619047619,0.2863650793650794
shock,novp,open,negative,94,64,50,0.44,0.56,0.44,0.26,4.46,5.46,0.28625253077292356,0.28657041134362676,0.000261551549081435,0.0,0.28131746031746035,0.2861746031746032
shock,novp,open,negative,95,65,50,0.4,0.6,0.4,0.26,4.5,5.5,0.2844942735557025,0.28653922444186775,0.00022468931938231893,0.0,0.28042857142857147,0.2863015873015873
shock,novp,open,negative,96,66,50,0.54,0.46,0.54,0.2,4.6,5.6,0.28355604646757404,0.28659928265558743,0.00019292528394374575,0.0,0.2881904761904762,0.2864761904761905
shock,novp,open,negative,97,67,50,0.44,0.56,0.44,0.24,4.72,5.72,0.285725296571368,0.2867257925735492,0.00016532181910421407,0.0,0.28269841269841267,0.2867619047619048
shock,novp,open,negative,98,68,50,0.38,0.62,0.38,0.26,4.68,5.68,0.2843074648143146,0.28686882921968854,0.0001415478536990198,0.0,0.28044444444444444,0.28660317460317464
shock,novp,open,negative,99,69,50,0.42,0.58,0.42,0.12,4.34,5.34,0.2821765113982004,0.28675587745528736,0.00012168829845726468,0.0,0.280968253968254,0.2860793650793651
shock,novp,open,negative,100,70,50,0.32,0.68,0.32,0.18,4.48,5.48,0.28162591012360755,0.28658303675145197,0.0001048306588496243,0.0,0.27704761904761904,0.2863174603174603
shock,nox,open,negative,1,-29,50,0.34,0.66,0.34,0.18,4.44,5.44,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,2,-28,50,0.44,0.56,0.44,0.26,4.82,5.82,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,3,-27,50,0.56,0.44,0.56,0.16,4.24,5.24,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,4,-26,50,0.36,0.64,0.36,0.22,4.38,5.38,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,5,-25,50,0.4,0.6,0.4,0.06,4.12,5.12,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,6,-24,50,0.38,0.62,0.38,0.22,4.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,7,-23,50,0.48,0.52,0.48,0.14,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,8,-22,50,0.44,0.56,0.44,0.22,4.78,5.78,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,9,-21,50,0.44,0.56,0.44,0.18,4.28,5.28,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,10,-20,50,0.4,0.6,0.4,0.2,4.62,5.62,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,11,-19,50,0.48,0.52,0.48,0.16,4.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,12,-18,50,0.5,0.5,0.5,0.16,4.62,5.62,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,13,-17,50,0.46,0.54,0.46,0.18,4.64,5.64,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,14,-16,50,0.46,0.54,0.46,0.24,4.52,5.52,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,15,-15,50,0.46,0.54,0.46,0.18,4.48,5.48,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,16,-14,50,0.46,0.54,0.46,0.16,4.38,5.38,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,17,-13,50,0.42,0.58,0.42,0.12,4.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,18,-12,50,0.5,0.5,0.5,0.26,4.52,5.52,0.0,0.0,0.0,0.0,0.0,0.0
