protocol,ablation,target_path,expected_direction,trial,rel_trial,n_trials,p_open,p_covered,p_target,p_timeout,mean_commit_latency,mean_junction_pause_duration,mean_h_risk,mean_h_opp,mean_q_neg,mean_q_pos,mean_X_risk,mean_X_opp
shock,nox,open,negative,19,-11,50,0.44,0.56,0.44,0.16,4.24,5.24,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,20,-10,50,0.46,0.54,0.46,0.12,4.48,5.48,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,21,-9,50,0.3,0.7,0.3,0.28,4.66,5.66,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,22,-8,50,0.44,0.56,0.44,0.12,4.24,5.24,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,23,-7,50,0.52,0.48,0.52,0.16,4.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,24,-6,50,0.42,0.58,0.42,0.16,4.44,5.44,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,25,-5,50,0.5,0.5,0.5,0.2,4.62,5.62,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,26,-4,50,0.4,0.6,0.4,0.2,4.62,5.62,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,27,-3,50,0.48,0.52,0.48,0.22,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,28,-2,50,0.4,0.6,0.4,0.12,4.44,5.44,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,29,-1,50,0.44,0.56,0.44,0.16,4.64,5.64,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,30,0,50,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
shock,nox,open,negative,31,1,50,0.24,0.76,0.24,0.16,4.44,5.44,0.0,0.0,1.313169235524988,0.0,0.0,0.0
shock,nox,open,negative,32,2,50,0.38,0.62,0.38,0.2,4.62,5.62,0.0,0.0,1.128275588072132,0.0,0.0,0.0
shock,nox,open,negative,33,3,50,0.38,0.62,0.38,0.14,4.46,5.46,0.0,0.0,0.9692326495171057,0.0,0.0,0.0
shock,nox,open,negative,34,4,50,0.54,0.46,0.54,0.22,4.64,5.64,0.0,0.0,0.8324831572807202,0.0,0.0,0.0
shock,nox,open,negative,35,5,50,0.56,0.44,0.56,0.16,4.54,5.54,0.0,0.0,0.714325535341509,0.0,0.0,0.0
shock,nox,open,negative,36,6,50,0.38,0.62,0.38,0.26,4.74,5.74,0.0,0.0,0.6123127520576949,0.0,0.0,0.0
shock,nox,open,negative,37,7,50,0.42,0.58,0.42,0.16,4.42,5.42,0.0,0.0,0.5254451555520775,0.0,0.0,0.0
shock,nox,open,negative,38,8,50,0.4,0.6,0.4,0.22,4.66,5.66,0.0,0.0,0.45143095315818144,0.0,0.0,0.0
shock,nox,open,negative,39,9,50,0.5,0.5,0.5,0.14,4.38,5.38,0.0,0.0,0.38793962224338474,0.0,0.0,0.0
shock,nox,open,negative,40,10,50,0.3,0.7,0.3,0.18,4.38,5.38,0.0,0.0,0.3342585431649106,0.0,0.0,0.0
shock,nox,open,negative,41,11,50,0.52,0.48,0.52,0.14,4.28,5.28,0.0,0.0,0.2882801856069865,0.0,0.0,0.0
shock,nox,open,negative,42,12,50,0.46,0.54,0.46,0.18,4.3,5.3,0.0,0.0,0.2489020972733834,0.0,0.0,0.0
shock,nox,open,negative,43,13,50,0.46,0.54,0.46,0.28,4.58,5.58,0.0,0.0,0.214322066120723,0.0,0.0,0.0
shock,nox,open,negative,44,14,50,0.42,0.58,0.42,0.24,4.52,5.52,0.0,0.0,0.18409656270599203,0.0,0.0,0.0
shock,nox,open,negative,45,15,50,0.46,0.54,0.46,0.1,4.44,5.44,0.0,0.0,0.15827235019653058,0.0,0.0,0.0
shock,nox,open,negative,46,16,50,0.4,0.6,0.4,0.14,4.78,5.78,0.0,0.0,0.13569542820480748,0.0,0.0,0.0
shock,nox,open,negative,47,17,50,0.46,0.54,0.46,0.22,4.66,5.66,0.0,0.0,0.11609801044252314,0.0,0.0,0.0
shock,nox,open,negative,48,18,50,0.32,0.68,0.32,0.28,4.46,5.46,0.0,0.0,0.09966154599662166,0.0,0.0,0.0
shock,nox,open,negative,49,19,50,0.36,0.64,0.36,0.14,4.44,5.44,0.0,0.0,0.08575422176483352,0.0,0.0,0.0
shock,nox,open,negative,50,20,50,0.54,0.46,0.54,0.28,4.3,5.3,0.0,0.0,0.07391568919006117,0.0,0.0,0.0
shock,nox,open,negative,51,21,50,0.48,0.52,0.48,0.2,4.4,5.4,0.0,0.0,0.0637340741682864,0.0,0.0,0.0
shock,nox,open,negative,52,22,50,0.36,0.64,0.36,0.22,4.42,5.42,0.0,0.0,0.05489042352189982,0.0,0.0,0.0
shock,nox,open,negative,53,23,50,0.56,0.44,0.56,0.16,4.64,5.64,0.0,0.0,0.047180535591281415,0.0,0.0,0.0
shock,nox,open,negative,54,24,50,0.52,0.48,0.52,0.14,4.56,5.56,0.0,0.0,0.0404775694549764,0.0,0.0,0.0
shock,nox,open,negative,55,25,50,0.38,0.62,0.38,0.1,4.5,5.5,0.0,0.0,0.03476398231968969,0.0,0.0,0.0
shock,nox,open,negative,56,26,50,0.32,0.68,0.32,0.2,4.68,5.68,0.0,0.0,0.029839648698495768,0.0,0.0,0.0
shock,nox,open,negative,57,27,50,0.38,0.62,0.38,0.14,4.34,5.34,0.0,0.0,0.02564293418520916,0.0,0.0,0.0
shock,nox,open,negative,58,28,50,0.36,0.64,0.36,0.18,4.44,5.44,0.0,0.0,0.02208952527714595,0.0,0.0,0.0
shock,nox,open,negative,59,29,50,0.38,0.62,0.38,0.2,4.5,5.5,0.0,0.0,0.018999331372336378,0.0,0.0,0.0
shock,nox,open,negative,60,30,50,0.52,0.48,0.52,0.22,4.36,5.36,0.0,0.0,0.016346661751329525,0.0,0.0,0.0
shock,nox,open,negative,61,31,50,0.38,0.62,0.38,0.12,4.36,5.36,0.0,0.0,0.014091222417138038,0.0,0.0,0.0
shock,nox,open,negative,62,32,50,0.4,0.6,0.4,0.1,4.4,5.4,0.0,0.0,0.012144653019415424,0.0,0.0,0.0
shock,nox,open,negative,63,33,50,0.4,0.6,0.4,0.22,4.46,5.46,0.0,0.0,0.01045063400899491,0.0,0.0,0.0
shock,nox,open,negative,64,34,50,0.4,0.6,0.4,0.14,4.44,5.44,0.0,0.0,0.00898861329732895,0.0,0.0,0.0
shock,nox,open,negative,65,35,50,0.54,0.46,0.54,0.16,4.62,5.62,0.0,0.0,0.007723474781175191,0.0,0.0,0.0
shock,nox,open,negative,66,36,50,0.5,0.5,0.5,0.2,4.58,5.58,0.0,0.0,0.006629589544892043,0.0,0.0,0.0
shock,nox,open,negative,67,37,50,0.3,0.7,0.3,0.2,4.38,5.38,0.0,0.0,0.005703896056061844,0.0,0.0,0.0
shock,nox,open,negative,68,38,50,0.4,0.6,0.4,0.28,4.76,5.76,0.0,0.0,0.004895757259100711,0.0,0.0,0.0
shock,nox,open,negative,69,39,50,0.46,0.54,0.46,0.14,4.54,5.54,0.0,0.0,0.004195592776307276,0.0,0.0,0.0
shock,nox,open,negative,70,40,50,0.46,0.54,0.46,0.16,4.46,5.46,0.0,0.0,0.0036079533455075662,0.0,0.0,0.0
shock,nox,open,negative,71,41,50,0.5,0.5,0.5,0.24,4.56,5.56,0.0,0.0,0.003100051333736366,0.0,0.0,0.0
shock,nox,open,negative,72,42,50,0.38,0.62,0.38,0.16,4.3,5.3,0.0,0.0,0.002667687746659347,0.0,0.0,0.0
shock,nox,open,negative,73,43,50,0.48,0.52,0.48,0.22,4.5,5.5,0.0,0.0,0.002297756912859917,0.0,0.0,0.0
shock,nox,open,negative,74,44,50,0.5,0.5,0.5,0.22,4.44,5.44,0.0,0.0,0.001977259135329362,0.0,0.0,0.0
shock,nox,open,negative,75,45,50,0.54,0.46,0.54,0.2,4.36,5.36,0.0,0.0,0.0017038231572398773,0.0,0.0,0.0
shock,nox,open,negative,76,46,50,0.46,0.54,0.46,0.08,4.3,5.3,0.0,0.0,0.001469409931042865,0.0,0.0,0.0
shock,nox,open,negative,77,47,50,0.46,0.54,0.46,0.18,4.52,5.52,0.0,0.0,0.0012646819197020258,0.0,0.0,0.0
shock,nox,open,negative,78,48,50,0.38,0.62,0.38,0.1,4.26,5.26,0.0,0.0,0.0010890310868950106,0.0,0.0,0.0
shock,nox,open,negative,79,49,50,0.48,0.52,0.48,0.2,4.72,5.72,0.0,0.0,0.0009366474116239484,0.0,0.0,0.0
shock,nox,open,negative,80,50,50,0.56,0.44,0.56,0.14,4.38,5.38,0.0,0.0,0.0008044216205229812,0.0,0.0,0.0
shock,nox,open,negative,81,51,50,0.4,0.6,0.4,0.22,4.38,5.38,0.0,0.0,0.0006929657920963561,0.0,0.0,0.0
shock,nox,open,negative,82,52,50,0.42,0.58,0.42,0.24,4.56,5.56,0.0,0.0,0.0005959925258032504,0.0,0.0,0.0
shock,nox,open,negative,83,53,50,0.36,0.64,0.36,0.22,4.72,5.72,0.0,0.0,0.0005108462242736698,0.0,0.0,0.0
shock,nox,open,negative,84,54,50,0.5,0.5,0.5,0.12,4.54,5.54,0.0,0.0,0.0004379284592989537,0.0,0.0,0.0
shock,nox,open,negative,85,55,50,0.44,0.56,0.44,0.16,4.28,5.28,0.0,0.0,0.00037714876371308014,0.0,0.0,0.0
shock,nox,open,negative,86,56,50,0.52,0.48,0.52,0.2,4.62,5.62,0.0,0.0,0.00032465260690730814,0.0,0.0,0.0
shock,nox,open,negative,87,57,50,0.44,0.56,0.44,0.26,4.56,5.56,0.0,0.0,0.00027872634709849364,0.0,0.0,0.0
shock,nox,open,negative,88,58,50,0.56,0.44,0.56,0.26,4.58,5.58,0.0,0.0,0.0002392865914592278,0.0,0.0,0.0
shock,nox,open,negative,89,59,50,0.5,0.5,0.5,0.12,4.32,5.32,0.0,0.0,0.0002060005227441387,0.0,0.0,0.0
shock,nox,open,negative,90,60,50,0.4,0.6,0.4,0.22,4.52,5.52,0.0,0.0,0.00017745970234281507,0.0,0.0,0.0
shock,nox,open,negative,91,61,50,0.42,0.58,0.42,0.24,4.64,5.64,0.0,0.0,0.00015233322729922737,0.0,0.0,0.0
shock,nox,open,negative,92,62,50,0.42,0.58,0.42,0.22,4.36,5.36,0.0,0.0,0.00013103666261637609,0.0,0.0,0.0
shock,nox,open,negative,93,63,50,0.26,0.74,0.26,0.22,4.46,5.46,0.0,0.0,0.00011294402914192231,0.0,0.0,0.0
shock,nox,open,negative,94,64,50,0.44,0.56,0.44,0.12,4.78,5.78,0.0,0.0,9.687697237325083e-05,0.0,0.0,0.0
shock,nox,open,negative,95,65,50,0.44,0.56,0.44,0.2,4.42,5.42,0.0,0.0,8.31470795546013e-05,0.0,0.0,0.0
shock,nox,open,negative,96,66,50,0.46,0.54,0.46,0.16,4.54,5.54,0.0,0.0,7.15738636823919e-05,0.0,0.0,0.0
shock,nox,open,negative,97,67,50,0.34,0.66,0.34,0.14,4.42,5.42,0.0,0.0,6.158187881794082e-05,0.0,0.0,0.0
shock,nox,open,negative,98,68,50,0.5,0.5,0.5,0.12,4.28,5.28,0.0,0.0,5.30676967010945e-05,0.0,0.0,0.0
shock,nox,open,negative,99,69,50,0.5,0.5,0.5,0.18,4.32,5.32,0.0,0.0,4.5735343467208764e-05,0.0,0.0,0.0
shock,nox,open,negative,100,70,50,0.42,0.58,0.42,0.16,4.52,5.52,0.0,0.0,3.937667580941535e-05,0.0,0.0,0.0
shock,one_shot_off,open,negative,1,-29,50,0.34,0.66,0.34,0.18,4.44,5.44,0.08811765987320634,0.08316276801333332,0.0,0.0,0.27634920634920634,0.2861904761904762
shock,one_shot_off,open,negative,2,-28,50,0.44,0.56,0.44,0.26,4.82,5.82,0.1927599563079432,0.19455861131632615,0.0,0.0,0.2828730158730159,0.2869047619047619
shock,one_shot_off,open,negative,3,-27,50,0.56,0.44,0.56,0.16,4.24,5.24,0.2428469905246067,0.24496221520203776,0.0,0.0,0.28904761904761905,0.28580952380952385
shock,one_shot_off,open,negative,4,-26,50,0.36,0.64,0.36,0.22,4.38,5.38,0.266676313194527,0.266995471871372,0.0,0.0,0.27823809523809523,0.2860793650793651
shock,one_shot_off,open,negative,5,-25,50,0.4,0.6,0.4,0.06,4.12,5.12,0.2730205854479265,0.2771826848764728,0.0,0.0,0.28,0.28565079365079366
shock,one_shot_off,open,negative,6,-24,50,0.38,0.62,0.38,0.22,4.56,5.56,0.2768958023530473,0.2819837427889776,0.0,0.0,0.2793333333333333,0.2863809523809524
shock,one_shot_off,open,negative,7,-23,50,0.48,0.52,0.48,0.14,4.5,5.5,0.27905422767237487,0.2845015895958547,0.0,0.0,0.2841111111111111,0.2863650793650794
shock,one_shot_off,open,negative,8,-22,50,0.44,0.56,0.44,0.22,4.78,5.78,0.2826186082995312,0.28577317678966346,0.0,0.0,0.28290476190476194,0.2868095238095238
shock,one_shot_off,open,negative,9,-21,50,0.44,0.56,0.44,0.18,4.28,5.28,0.28308532926585483,0.28630621404416623,0.0,0.0,0.2818095238095238,0.2858730158730159
shock,one_shot_off,open,negative,10,-20,50,0.4,0.6,0.4,0.2,4.62,5.62,0.2829628140778025,0.28635933059279134,0.0,0.0,0.28150793650793654,0.28655555555555556
shock,one_shot_off,open,negative,11,-19,50,0.48,0.52,0.48,0.16,4.26,5.26,0.28215908007175977,0.28646586298263405,0.0,0.0,0.28446031746031747,0.28595238095238096
shock,one_shot_off,open,negative,12,-18,50,0.5,0.5,0.5,0.16,4.62,5.62,0.2838574897403435,0.2864373738186135,0.0,0.0,0.2856666666666667,0.28658730158730156
shock,one_shot_off,open,negative,13,-17,50,0.46,0.54,0.46,0.18,4.64,5.64,0.2849542748759102,0.28665720073348444,0.0,0.0,0.2833650793650794,0.28653968253968254
shock,one_shot_off,open,negative,14,-16,50,0.46,0.54,0.46,0.24,4.52,5.52,0.2845415183647748,0.28670609638704436,0.0,0.0,0.28409523809523807,0.2863174603174603
shock,one_shot_off,open,negative,15,-15,50,0.46,0.54,0.46,0.18,4.48,5.48,0.2841258212594133,0.28664583017856654,0.0,0.0,0.2833015873015873,0.2862857142857143
shock,one_shot_off,open,negative,16,-14,50,0.46,0.54,0.46,0.16,4.38,5.38,0.28420060451003865,0.28656326440222424,0.0,0.0,0.28455555555555556,0.28604761904761905
shock,one_shot_off,open,negative,17,-13,50,0.42,0.58,0.42,0.12,4.1,5.1,0.2837189856427456,0.28632689463981875,0.0,0.0,0.28084126984126984,0.28563492063492063
shock,one_shot_off,open,negative,18,-12,50,0.5,0.5,0.5,0.26,4.52,5.52,0.2832949982890158,0.2862619243951363,0.0,0.0,0.2865714285714286,0.28625396825396826
shock,one_shot_off,open,negative,19,-11,50,0.44,0.56,0.44,0.16,4.24,5.24,0.28448574928204007,0.2863332644744062,0.0,0.0,0.2823174603174603,0.2858730158730159
shock,one_shot_off,open,negative,20,-10,50,0.46,0.54,0.46,0.12,4.48,5.48,0.2835963993462677,0.2863330512405096,0.0,0.0,0.28365079365079365,0.28625396825396826
shock,one_shot_off,open,negative,21,-9,50,0.3,0.7,0.3,0.28,4.66,5.66,0.283030032747937,0.28651708692770655,0.0,0.0,0.27544444444444444,0.28658730158730156
shock,one_shot_off,open,negative,22,-8,50,0.44,0.56,0.44,0.12,4.24,5.24,0.2796021027674129,0.2865435288905168,0.0,0.0,0.28209523809523807,0.2859047619047619
shock,one_shot_off,open,negative,23,-7,50,0.52,0.48,0.52,0.16,4.56,5.56,0.28180513356573184,0.2864350548980618,0.0,0.0,0.2872698412698413,0.28644444444444445
shock,one_shot_off,open,negative,24,-6,50,0.42,0.58,0.42,0.16,4.44,5.44,0.2844621630037228,0.28654072983060597,0.0,0.0,0.28184126984126984,0.2862222222222222
shock,one_shot_off,open,negative,25,-5,50,0.5,0.5,0.5,0.2,4.62,5.62,0.2837966553349004,0.2865806953786126,0.0,0.0,0.28646031746031747,0.28655555555555556
shock,one_shot_off,open,negative,26,-4,50,0.4,0.6,0.4,0.2,4.62,5.62,0.2849655494584276,0.2867113329889279,0.0,0.0,0.28150793650793654,0.28655555555555556
shock,one_shot_off,open,negative,27,-3,50,0.48,0.52,0.48,0.22,4.5,5.5,0.28353692012209236,0.2867301081118409,0.0,0.0,0.2857619047619048,0.2863015873015873
shock,one_shot_off,open,negative,28,-2,50,0.4,0.6,0.4,0.12,4.44,5.44,0.28418449858499306,0.28662150541700204,0.0,0.0,0.28034920634920635,0.2861904761904762
shock,one_shot_off,open,negative,29,-1,50,0.44,0.56,0.44,0.16,4.64,5.64,0.2831569663414992,0.2866093570945456,0.0,0.0,0.2835238095238095,0.2865714285714286
shock,one_shot_off,open,negative,30,0,50,0.44,0.56,0.44,0.2,4.68,5.68,0.283372121223964,0.28678018760938245,0.0,0.0,0.2826666666666667,0.28660317460317464
shock,one_shot_off,open,negative,31,1,50,0.4,0.6,0.4,0.2,4.5,5.5,0.2830340699330857,0.28679178644958325,0.0,0.0,0.28004761904761905,0.2863015873015873
shock,one_shot_off,open,negative,32,2,50,0.42,0.58,0.42,0.14,4.4,5.4,0.28190819619882157,0.28663732851930895,0.0,0.0,0.28139682539682537,0.2860952380952381
shock,one_shot_off,open,negative,33,3,50,0.44,0.56,0.44,0.08,4.16,5.16,0.2820237014267695,0.28639932862882417,0.0,0.0,0.2825079365079365,0.28574603174603175
shock,one_shot_off,open,negative,34,4,50,0.62,0.38,0.62,0.18,4.5,5.5,0.2836540129285998,0.2863071660283353,0.0,0.0,0.29325396825396827,0.2863015873015873
shock,one_shot_off,open,negative,35,5,50,0.44,0.56,0.44,0.12,4.24,5.24,0.2877650037299103,0.286337693990192,0.0,0.0,0.28298412698412695,0.2859047619047619
shock,one_shot_off,open,negative,36,6,50,0.42,0.58,0.42,0.16,4.74,5.74,0.2854266690597418,0.2864193731618225,0.0,0.0,0.28230158730158733,0.2867142857142857
shock,one_shot_off,open,negative,37,7,50,0.46,0.54,0.46,0.1,4.28,5.28,0.2840374750642635,0.28658016469578484,0.0,0.0,0.2832063492063492,0.28593650793650793
shock,one_shot_off,open,negative,38,8,50,0.36,0.64,0.36,0.2,4.68,5.68,0.2838554900281344,0.2865342342561574,0.0,0.0,0.27920634920634924,0.28663492063492063
shock,one_shot_off,open,negative,39,9,50,0.54,0.46,0.54,0.2,4.58,5.58,0.2823690592278053,0.28669361855203623,0.0,0.0,0.28884126984126984,0.28646031746031747
shock,one_shot_off,open,negative,40,10,50,0.34,0.66,0.34,0.16,4.34,5.34,0.28475750400199673,0.28661958651666447,0.0,0.0,0.27646031746031746,0.2860793650793651
shock,one_shot_off,open,negative,41,11,50,0.6,0.4,0.6,0.2,4.26,5.26,0.2822850161195479,0.28643604054892735,0.0,0.0,0.29074603174603175,0.2858253968253968
shock,one_shot_off,open,negative,42,12,50,0.52,0.48,0.52,0.14,4.18,5.18,0.2867749597061382,0.28625324412649544,0.0,0.0,0.2867777777777778,0.2857301587301587
shock,one_shot_off,open,negative,43,13,50,0.56,0.44,0.56,0.26,4.54,5.54,0.28733594696530484,0.2862736936902428,0.0,0.0,0.28934920634920636,0.28639682539682537
shock,one_shot_off,open,negative,44,14,50,0.38,0.62,0.38,0.24,4.7,5.7,0.28800510289068576,0.286549273868296,0.0,0.0,0.28058730158730155,0.2867142857142857
shock,one_shot_off,open,negative,45,15,50,0.46,0.54,0.46,0.14,4.6,5.6,0.28440016660020656,0.2867247130226995,0.0,0.0,0.2848888888888889,0.28653968253968254
shock,one_shot_off,open,negative,46,16,50,0.42,0.58,0.42,0.18,4.56,5.56,0.2844670866380067,0.28674705266001277,0.0,0.0,0.2813650793650794,0.28644444444444445
shock,one_shot_off,open,negative,47,17,50,0.5,0.5,0.5,0.2,4.62,5.62,0.2837833424059541,0.28675896361127545,0.0,0.0,0.28639682539682537,0.28649206349206346
shock,one_shot_off,open,negative,48,18,50,0.34,0.66,0.34,0.2,4.26,5.26,0.28406499830692344,0.2866322155125363,0.0,0.0,0.2761746031746032,0.28585714285714287
shock,one_shot_off,open,negative,49,19,50,0.44,0.56,0.44,0.2,4.58,5.58,0.28113680980089756,0.2864856269880271,0.0,0.0,0.2826825396825397,0.28646031746031747
shock,one_shot_off,open,negative,50,20,50,0.44,0.56,0.44,0.24,4.2,5.2,0.28230925276946456,0.28649294411002235,0.0,0.0,0.28339682539682537,0.28574603174603175
shock,one_shot_off,open,negative,51,21,50,0.38,0.62,0.38,0.22,4.44,5.44,0.2824122690801688,0.2863312659544479,0.0,0.0,0.2788253968253968,0.2861904761904762
shock,one_shot_off,open,negative,52,22,50,0.46,0.54,0.46,0.24,4.36,5.36,0.28164019230652176,0.28638770909089234,0.0,0.0,0.28323809523809523,0.286031746031746
shock,one_shot_off,open,negative,53,23,50,0.46,0.54,0.46,0.16,4.8,5.8,0.2831470685590433,0.2865373033561131,0.0,0.0,0.28377777777777774,0.2868253968253968
shock,one_shot_off,open,negative,54,24,50,0.48,0.52,0.48,0.14,4.56,5.56,0.2841891837973488,0.28676748652963835,0.0,0.0,0.28444444444444444,0.2864761904761905
shock,one_shot_off,open,negative,55,25,50,0.28,0.72,0.28,0.1,4.48,5.48,0.28397479682363674,0.28671198313291835,0.0,0.0,0.27434920634920634,0.28634920634920635
shock,one_shot_off,open,negative,56,26,50,0.4,0.6,0.4,0.22,4.62,5.62,0.27972568597232955,0.2866983826534187,0.0,0.0,0.28185714285714286,0.2865238095238095
shock,one_shot_off,open,negative,57,27,50,0.36,0.64,0.36,0.2,4.44,5.44,0.2802899720759737,0.2866898762283334,0.0,0.0,0.278031746031746,0.28615873015873017
shock,one_shot_off,open,negative,58,28,50,0.38,0.62,0.38,0.14,4.4,5.4,0.27959997041180784,0.2865682134290317,0.0,0.0,0.277968253968254,0.2860952380952381
shock,one_shot_off,open,negative,59,29,50,0.46,0.54,0.46,0.2,4.54,5.54,0.28060340144203466,0.286537740345456,0.0,0.0,0.2842063492063492,0.28639682539682537
shock,one_shot_off,open,negative,60,30,50,0.48,0.52,0.48,0.16,4.16,5.16,0.28273723260409966,0.28646337662954213,0.0,0.0,0.2846031746031746,0.2856825396825397
shock,one_shot_off,open,negative,61,31,50,0.36,0.64,0.36,0.12,4.34,5.34,0.28334105024358947,0.28626820945326725,0.0,0.0,0.27814285714285714,0.28604761904761905
shock,one_shot_off,open,negative,62,32,50,0.4,0.6,0.4,0.16,4.6,5.6,0.28113264838599256,0.2863952584194768,0.0,0.0,0.28,0.2864761904761905
shock,one_shot_off,open,negative,63,33,50,0.36,0.64,0.36,0.18,4.4,5.4,0.28098602674957657,0.2865238490273916,0.0,0.0,0.279015873015873,0.2861269841269841
shock,one_shot_off,open,negative,64,34,50,0.5,0.5,0.5,0.12,4.46,5.46,0.28050252803709785,0.28647537664148554,0.0,0.0,0.28588888888888886,0.28623809523809524
shock,one_shot_off,open,negative,65,35,50,0.46,0.54,0.46,0.18,4.58,5.58,0.2838004725835238,0.28652487684927835,0.0,0.0,0.2843333333333333,0.28646031746031747
shock,one_shot_off,open,negative,66,36,50,0.44,0.56,0.44,0.18,4.38,5.38,0.2838354461135561,0.2865517344909635,0.0,0.0,0.28274603174603175,0.2860793650793651
shock,one_shot_off,open,negative,67,37,50,0.44,0.56,0.44,0.3,4.7,5.7,0.2833447909514075,0.28656969227415874,0.0,0.0,0.28265079365079365,0.28668253968253965
shock,one_shot_off,open,negative,68,38,50,0.36,0.64,0.36,0.24,4.54,5.54,0.28307379119816906,0.28672901267628714,0.0,0.0,0.27769841269841267,0.2863650793650794
shock,one_shot_off,open,negative,69,39,50,0.34,0.66,0.34,0.14,4.48,5.48,0.2809668240624124,0.2866833969029237,0.0,0.0,0.27685714285714286,0.28625396825396826
shock,one_shot_off,open,negative,70,40,50,0.52,0.48,0.52,0.16,4.52,5.52,0.280364424635569,0.2866299017494931,0.0,0.0,0.28660317460317464,0.28634920634920635
shock,one_shot_off,open,negative,71,41,50,0.46,0.54,0.46,0.22,4.62,5.62,0.2840136717301035,0.28665823004526325,0.0,0.0,0.2839206349206349,0.28655555555555556
shock,one_shot_off,open,negative,72,42,50,0.5,0.5,0.5,0.2,4.38,5.38,0.2845400696471348,0.28664494961674725,0.0,0.0,0.287031746031746,0.28604761904761905
shock,one_shot_off,open,negative,73,43,50,0.46,0.54,0.46,0.18,4.5,5.5,0.28537753666501353,0.28651472737276573,0.0,0.0,0.28376190476190477,0.28633333333333333
shock,one_shot_off,open,negative,74,44,50,0.44,0.56,0.44,0.18,4.36,5.36,0.28488863025208544,0.2864951441595584,0.0,0.0,0.28288888888888886,0.2860634920634921
shock,one_shot_off,open,negative,75,45,50,0.54,0.46,0.54,0.2,4.26,5.26,0.2845193999817638,0.28640225300462946,0.0,0.0,0.2881111111111111,0.28579365079365077
shock,one_shot_off,open,negative,76,46,50,0.5,0.5,0.5,0.14,4.5,5.5,0.2865878550068345,0.28636432988426574,0.0,0.0,0.2867777777777778,0.2863015873015873
shock,one_shot_off,open,negative,77,47,50,0.56,0.44,0.56,0.18,4.44,5.44,0.2868515893762118,0.28646016778651223,0.0,0.0,0.28904761904761905,0.2861904761904762
shock,one_shot_off,open,negative,78,48,50,0.32,0.68,0.32,0.1,4.38,5.38,0.2873112034085633,0.28647099870682924,0.0,0.0,0.2761111111111111,0.28604761904761905
shock,one_shot_off,open,negative,79,49,50,0.46,0.54,0.46,0.1,4.44,5.44,0.28241356849413746,0.2864361641065519,0.0,0.0,0.2840317460317461,0.28625396825396826
shock,one_shot_off,open,negative,80,50,50,0.58,0.42,0.58,0.22,4.48,5.48,0.2842562408403652,0.2865057492567772,0.0,0.0,0.291015873015873,0.28625396825396826
shock,one_shot_off,open,negative,81,51,50,0.46,0.54,0.46,0.24,4.42,5.42,0.28714969145828895,0.28652169881370204,0.0,0.0,0.2840793650793651,0.28614285714285714
shock,one_shot_off,open,negative,82,52,50,0.4,0.6,0.4,0.26,4.74,5.74,0.28527379996067537,0.28660943955151447,0.0,0.0,0.2807777777777778,0.2867142857142857
shock,one_shot_off,open,negative,83,53,50,0.38,0.62,0.38,0.2,4.48,5.48,0.2830428962973419,0.2867341208394782,0.0,0.0,0.27965079365079365,0.2863174603174603
shock,one_shot_off,open,negative,84,54,50,0.46,0.54,0.46,0.12,4.68,5.68,0.2818764340404453,0.28671639657951187,0.0,0.0,0.28422222222222226,0.28669841269841273
shock,one_shot_off,open,negative,85,55,50,0.5,0.5,0.5,0.1,4.18,5.18,0.28329361199701913,0.2866452010163625,0.0,0.0,0.2850634920634921,0.2857301587301587
shock,one_shot_off,open,negative,86,56,50,0.5,0.5,0.5,0.22,4.58,5.58,0.2851025895753041,0.28644443305455985,0.0,0.0,0.2862063492063492,0.28649206349206346
shock,one_shot_off,open,negative,87,57,50,0.58,0.42,0.58,0.3,4.7,5.7,0.2862655313153293,0.2866467699464068,0.0,0.0,0.28963492063492063,0.28668253968253965
shock,one_shot_off,open,negative,88,58,50,0.5,0.5,0.5,0.26,4.68,5.68,0.28849199478029175,0.2868030283734574,0.0,0.0,0.2858730158730159,0.2865714285714286
shock,one_shot_off,open,negative,89,59,50,0.48,0.52,0.48,0.16,4.28,5.28,0.2873532273265677,0.2866916102840126,0.0,0.0,0.2847936507936508,0.2858730158730159
shock,one_shot_off,open,negative,90,60,50,0.4,0.6,0.4,0.22,4.58,5.58,0.28564564265753584,0.2865344529861978,0.0,0.0,0.28055555555555556,0.2864285714285714
shock,one_shot_off,open,negative,91,61,50,0.36,0.64,0.36,0.16,4.26,5.26,0.282813901829762,0.2865289517254307,0.0,0.0,0.27865079365079365,0.2859206349206349
