seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
48,0,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,1,open,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
48,2,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,3,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,4,open,1.0,7,5,0,6,9.02535169073515,explore,exploit,False,stage3_1a,full
48,5,open,0.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
48,6,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,7,open,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
48,8,open,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
48,9,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,10,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,11,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,12,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,13,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,14,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,15,open,1.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
48,16,open,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,17,open,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
48,18,open,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,19,open,1.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
48,20,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,21,covered,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,22,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,23,open,1.0,7,5,0,6,9.02535169073515,explore,exploit,False,stage3_1a,full
48,24,open,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
48,25,covered,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
48,26,open,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
48,27,open,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
48,28,open,1.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
48,29,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
