test_family,test_role,role_note,contrast,source,dataset_id,task_family,protocol,condition,ablation,run_id,reference_ablation,candidate_ablation,metric,group_a,group_b,n_seed_pairs,mean_delta,median_delta,sd_delta,effect_size,effect_size_type,ci95_low,ci95_high,p_raw,p_fdr_bh,direction,status
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,pause_ticks_mean,full,novg,150,-3.4748,-3.475,0.1087372302153191,-31.95593627977533,cohen_dz,-3.4916,-3.4569333333333336,4.999750012499375e-05,8.196311495900614e-05,negative,tested
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,raw_idphi_mean,full,novg,150,-3.049858148104971,-3.023782929080175,0.1802051969107309,-16.924362895126674,cohen_dz,-3.077925660470917,-3.021479094467543,4.999750012499375e-05,8.196311495900614e-05,negative,tested
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,reorientation_count_mean,full,novg,150,-1.0476,-1.045,0.1044749094826571,-10.02728794107165,cohen_dz,-1.0638666666666667,-1.0306,4.999750012499375e-05,8.196311495900614e-05,negative,tested
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,vte_rate,full,novg,150,-0.1203999999999999,-0.12,0.0356131338415116,-3.380775208826424,cohen_dz,-0.1262666666666667,-0.115,4.999750012499375e-05,8.196311495900614e-05,negative,tested
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,reward_mean,full,novg,150,-0.0469533333333333,-0.0465,0.0678646834315956,-0.6918669764467417,cohen_dz,-0.0576603333333333,-0.0357463333333333,4.999750012499375e-05,8.196311495900614e-05,negative,tested
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,total_reward_mean,full,novg,150,-0.0469533333333333,-0.0465,0.0678646834315956,-0.6918669764467417,cohen_dz,-0.0575873333333333,-0.0362063333333333,4.999750012499375e-05,8.196311495900614e-05,negative,tested
ablation_vs_reference_within_seed,degenerate_ablation_diagnostic,Diagnostic of architectural collapse or extreme regime shift under novg; should not be treated as a clean localized effect.,novg minus full,,,,stage3_steps,R1_T2,,,full,novg,z_idphi_mean,full,novg,150,-2.063904602778165e-17,-4.6074255521944e-17,1.6495141338828234e-16,-0.1251219713965045,cohen_dz,-4.6693574932514057e-17,5.761224830536099e-18,1.0,1.0,negative,tested
