seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
42,100.0,62.0,38.0,0.62,0.38,0.73,4.41,5.41,1.63,1.0,85.0,15.0,0.85,0.15
43,100.0,57.0,43.0,0.57,0.43,0.74,4.55,5.55,1.73,1.0,80.0,20.0,0.8,0.2
44,100.0,72.0,28.0,0.72,0.28,0.65,4.48,5.48,1.83,1.0,83.0,17.0,0.83,0.17
45,100.0,52.0,48.0,0.52,0.48,0.68,4.44,5.44,1.6,1.0,84.0,16.0,0.84,0.16
46,100.0,64.0,36.0,0.64,0.36,0.77,4.86,5.86,2.25,1.0,72.0,28.0,0.72,0.28
47,100.0,61.0,39.0,0.61,0.39,0.67,4.41,5.41,1.66,1.0,84.0,16.0,0.84,0.16
48,100.0,61.0,39.0,0.61,0.39,0.74,4.44,5.44,1.6,1.0,79.0,21.0,0.79,0.21
49,100.0,62.0,38.0,0.62,0.38,0.7,4.48,5.48,1.8,1.0,77.0,23.0,0.77,0.23
50,100.0,59.0,41.0,0.59,0.41,0.74,4.65,5.65,1.98,1.0,78.0,22.0,0.78,0.22
51,100.0,60.0,40.0,0.6,0.4,0.69,4.67,5.67,1.77,1.0,83.0,17.0,0.83,0.17
52,100.0,65.0,35.0,0.65,0.35,0.77,4.53,5.53,1.78,1.0,78.0,22.0,0.78,0.22
53,100.0,53.0,47.0,0.53,0.47,0.65,4.46,5.46,1.68,1.0,87.0,13.0,0.87,0.13
54,100.0,63.0,37.0,0.63,0.37,0.7,4.58,5.58,1.87,1.0,83.0,17.0,0.83,0.17
55,100.0,57.0,43.0,0.57,0.43,0.69,4.51,5.51,1.63,1.0,82.0,18.0,0.82,0.18
56,100.0,56.0,44.0,0.56,0.44,0.68,4.38,5.38,1.69,1.0,86.0,14.0,0.86,0.14
57,100.0,66.0,34.0,0.66,0.34,0.7,4.6,5.6,2.01,1.0,71.0,29.0,0.71,0.29
58,100.0,55.0,45.0,0.55,0.45,0.66,4.47,5.47,1.69,1.0,82.0,18.0,0.82,0.18
59,100.0,65.0,35.0,0.65,0.35,0.74,4.57,5.57,1.76,1.0,80.0,20.0,0.8,0.2
60,100.0,58.0,42.0,0.58,0.42,0.73,4.67,5.67,1.87,1.0,80.0,20.0,0.8,0.2
61,100.0,57.0,43.0,0.57,0.43,0.61,4.42,5.42,1.71,1.0,84.0,16.0,0.84,0.16
62,100.0,58.0,42.0,0.58,0.42,0.67,4.37,5.37,1.68,1.0,83.0,17.0,0.83,0.17
63,100.0,61.0,39.0,0.61,0.39,0.71,4.71,5.71,2.01,1.0,76.0,24.0,0.76,0.24
64,100.0,54.0,46.0,0.54,0.46,0.63,4.39,5.39,1.68,1.0,82.0,18.0,0.82,0.18
65,100.0,53.0,47.0,0.53,0.47,0.73,4.26,5.26,1.52,1.0,87.0,13.0,0.87,0.13
66,100.0,55.0,45.0,0.55,0.45,0.64,4.48,5.48,1.61,1.0,80.0,20.0,0.8,0.2
67,100.0,55.0,45.0,0.55,0.45,0.75,4.48,5.48,1.56,1.0,84.0,16.0,0.84,0.16
68,100.0,61.0,39.0,0.61,0.39,0.73,4.44,5.44,1.7,1.0,79.0,21.0,0.79,0.21
69,100.0,54.0,46.0,0.54,0.46,0.67,4.38,5.38,1.59,1.0,89.0,11.0,0.89,0.11
70,100.0,57.0,43.0,0.57,0.43,0.7,4.36,5.36,1.63,1.0,82.0,18.0,0.82,0.18
71,100.0,57.0,43.0,0.57,0.43,0.74,4.63,5.63,1.79,1.0,84.0,16.0,0.84,0.16
72,100.0,63.0,37.0,0.63,0.37,0.68,4.43,5.43,1.69,1.0,77.0,23.0,0.77,0.23
73,100.0,54.0,46.0,0.54,0.46,0.68,4.41,5.41,1.67,1.0,85.0,15.0,0.85,0.15
74,100.0,51.0,49.0,0.51,0.49,0.7,4.45,5.45,1.53,1.0,84.0,16.0,0.84,0.16
75,100.0,53.0,47.0,0.53,0.47,0.62,4.53,5.53,1.65,1.0,85.0,15.0,0.85,0.15
76,100.0,57.0,43.0,0.57,0.43,0.74,4.48,5.48,1.66,1.0,80.0,20.0,0.8,0.2
77,100.0,61.0,39.0,0.61,0.39,0.65,4.63,5.63,2.0,1.0,81.0,19.0,0.81,0.19
78,100.0,53.0,47.0,0.53,0.47,0.69,4.38,5.38,1.54,1.0,83.0,17.0,0.83,0.17
79,100.0,57.0,43.0,0.57,0.43,0.67,4.52,5.52,1.74,1.0,86.0,14.0,0.86,0.14
80,100.0,64.0,36.0,0.64,0.36,0.69,4.57,5.57,1.84,1.0,80.0,20.0,0.8,0.2
81,100.0,62.0,38.0,0.62,0.38,0.7,4.66,5.66,1.83,1.0,76.0,24.0,0.76,0.24
82,100.0,59.0,41.0,0.59,0.41,0.71,4.59,5.59,1.99,1.0,78.0,22.0,0.78,0.22
83,100.0,67.0,33.0,0.67,0.33,0.74,4.41,5.41,1.74,1.0,83.0,17.0,0.83,0.17
84,100.0,49.0,51.0,0.49,0.51,0.61,4.48,5.48,1.57,1.0,90.0,10.0,0.9,0.1
85,100.0,54.0,46.0,0.54,0.46,0.67,4.53,5.53,1.9,1.0,79.0,21.0,0.79,0.21
86,100.0,60.0,40.0,0.6,0.4,0.69,4.62,5.62,1.82,1.0,78.0,22.0,0.78,0.22
87,100.0,56.0,44.0,0.56,0.44,0.7,4.38,5.38,1.8,1.0,83.0,17.0,0.83,0.17
88,100.0,52.0,48.0,0.52,0.48,0.76,4.52,5.52,1.78,1.0,85.0,15.0,0.85,0.15
89,100.0,60.0,40.0,0.6,0.4,0.67,4.41,5.41,1.7,1.0,85.0,15.0,0.85,0.15
90,100.0,58.0,42.0,0.58,0.42,0.78,4.38,5.38,1.83,1.0,80.0,20.0,0.8,0.2
91,100.0,60.0,40.0,0.6,0.4,0.66,4.54,5.54,1.78,1.0,84.0,16.0,0.84,0.16
