trial,seed,config_version,git_commit,s1,a1,s2,a2,trans_type,reward,u_delta,u_s,u_v,u_c,V_G,V_p,eta_G,eta_p,mode
1,71,,,0,1,1,0,common,0.0,0.5,0.6931471803599453,0.15,0.0,0.0,0.5433789954337899,,,EXPLOIT
2,71,,,0,1,1,0,common,0.0,0.325,0.6354546081677416,0.2025,0.0,0.0,0.5794962364913165,,,EXPLORE
3,71,,,0,0,0,0,common,1.0,0.5,0.5505918514747258,0.29174999999999995,0.0,0.0,0.6100329171214658,,,EXPLORE
4,71,,,0,0,0,0,common,1.0,0.32499999999999996,0.3963147262721458,0.30172499999999997,0.0,0.0,0.6361884525043351,,,EXPLORE
5,71,,,0,0,0,0,common,1.0,0.21124999999999994,0.30322707875959565,0.27458249999999995,0.0,0.0,0.65884152052499,,,EXPLORE
6,71,,,0,0,0,0,common,1.0,0.13731249999999995,0.2504437481192589,0.23340149999999993,0.0,0.0,0.678650554588017,,,EXPLORE
7,71,,,0,0,0,0,common,1.0,0.08925312499999993,0.2198451852376925,0.19015698749999993,0.0,0.0,0.6961186809978029,,,EXPLORE
8,71,,,0,0,0,0,common,1.0,0.05801453125,0.20153997950838706,0.15051425062499996,0.0,0.0,0.7116369601865663,,,EXPLORE
9,71,,,0,0,0,0,common,1.0,0.03770944531249998,0.1903015365716524,0.11667280903124995,0.0,0.0,0.7255139427248888,,,EXPLOIT
10,71,,,0,0,0,0,common,1.0,0.024511139453124997,0.18327095782649747,0.08902430815781245,0.0,0.0,0.7379963399676884,,,EXPLOIT
11,71,,,0,0,0,0,common,0.0,0.9840677593554688,0.17881553002223866,0.3575373435171093,0.0,0.0,0.7492837770280747,,,EXPLOIT
12,71,,,0,0,0,0,common,1.0,0.36035595641894536,0.42736482410706245,0.3583829273876601,0.0,0.0,0.7595395145573263,,,EXPLORE
13,71,,,0,0,0,0,common,1.0,0.23423137167231445,0.32097479695954423,0.3211374606730564,0.0,0.0,0.768898368448788,,,EXPLORE
14,71,,,0,0,0,0,common,1.0,0.15225039158700437,0.26055691233896255,0.27047133994724076,0.0,0.0,0.7774726461630808,,,EXPLORE
15,71,,,0,0,0,0,common,0.0,0.9010372454684472,0.22578830620179297,0.45964111160360266,0.0,0.0,0.7853566559503021,,,EXPLORE
16,71,,,0,1,1,0,common,0.0,0.21125000000000002,0.4755668070651503,0.38512377812252185,0.0,0.0,0.7926301738076538,,,EXPLORE
17,71,,,0,1,1,0,common,0.0,0.1373125,0.40974615969197015,0.31078039468576524,0.0,0.0,0.7993611388080243,,,EXPLORE
18,71,,,0,1,1,0,common,0.0,0.089253125,0.36834554849394874,0.24432221378003566,0.0,0.0,0.8056077699950546,,,EXPLORE
19,71,,,0,1,1,0,common,0.0,0.05801453125,0.34245493508824504,0.18842990902102497,0.0,0.0,0.8114202446680167,,,EXPLORE
20,71,,,0,0,0,0,common,1.0,0.4143257904455093,0.3261449863122826,0.2561986734483703,0.0,0.0,0.8168420405416044,,,EXPLORE
21,71,,,0,0,0,0,common,1.0,0.2693117637895811,0.22382148509592986,0.2601326005507335,0.0,0.0,0.8219110177822814,,,EXPLORE
22,71,,,0,1,1,0,common,0.0,0.037709445312500006,0.17152707835716424,0.19340565397926346,0.0,0.0,0.8266602978975791,,,EXPLORE
23,71,,,0,1,1,0,common,0.0,0.024511139453125004,0.16507363906221814,0.1427372996214219,0.0,0.0,0.8311189826247679,,,EXPLOIT
24,71,,,0,0,0,0,common,1.0,0.1750526464632277,0.1609886932886725,0.15243190367396364,0.0,0.0,0.8353127458007354,,,EXPLOIT
25,71,,,0,0,0,0,common,0.0,0.886215779798902,0.13423364394192322,0.3725670665114451,0.0,0.0,0.8392643236471925,,,EXPLORE
26,71,,,0,1,1,0,common,0.0,0.015932240644531255,0.31660303764715847,0.26557661875137095,0.0,0.0,0.8429939232467316,,,EXPLORE
27,71,,,0,1,1,0,common,0.0,0.010355956418945315,0.31227657363096417,0.18901042005164323,0.0,0.0,0.8465195647046408,,,EXPLORE
28,71,,,0,0,0,0,common,1.0,0.4239597431307137,0.3094833857192053,0.2594952169753644,0.0,0.0,0.8498573692257001,,,EXPLORE
29,71,,,0,1,1,0,common,0.0,0.006731371672314456,0.20903089233702526,0.18366606338444938,0.0,0.0,0.8530218028239398,,,EXPLORE
30,71,,,0,0,0,0,common,1.0,0.27557383303496397,0.20766163036188662,0.21123839427960375,0.0,0.0,0.8560258834377086,,,EXPLOIT
31,71,,,0,0,0,0,common,1.0,0.1791229914727266,0.15749367646830598,0.2016037734375406,0.0,0.0,0.8588813577043002,,,EXPLORE
32,71,,,0,0,0,0,common,1.0,0.11642994445727228,0.13068148154748377,0.1760516247434601,0.0,0.0,0.861598852455913,,,EXPLORE
33,71,,,0,0,0,0,common,1.0,0.07567946389722702,0.11546644016638723,0.14593997648959017,0.0,0.0,0.8641880050560767,,,EXPLOIT
34,71,,,0,0,0,0,common,1.0,0.0491916515331976,0.10643922031139191,0.11691547900267239,0.0,0.0,0.8666575759460368,,,EXPLOIT
35,71,,,0,0,0,0,common,1.0,0.031974573496578396,0.10091565698162466,0.09143320735084419,0.0,0.0,0.8690155461710048,,,EXPLOIT
36,71,,,0,0,0,0,common,1.0,0.020783472772775924,0.09746516456974941,0.07023828697742371,0.0,0.0,0.8712692021740283,,,EXPLOIT
37,71,,,0,0,0,0,common,1.0,0.013509257302304345,0.09527989831440314,0.0532195780748879,0.0,0.0,0.8734252097554778,,,EXPLOIT
38,71,,,0,0,0,0,common,0.0,0.9912189827535022,0.09388337604800025,0.33461939947847213,0.0,0.0,0.8754896787795423,,,EXPLOIT
39,71,,,0,0,0,0,common,0.0,0.6442923387897764,0.25821827140759634,0.4275212812718634,0.0,0.0,0.8774682199507162,,,EXPLORE
40,71,,,0,1,1,0,common,1.0,0.9956246084129956,0.43979681792170144,0.5979522794142029,0.0,0.0,0.8706261379680794,,,EXPLORE
41,71,,,0,0,0,0,common,0.0,0.4187900202133547,0.6845244967256198,0.5442036016539484,0.0,0.0,0.8630557427927064,,,EXPLORE
42,71,,,0,1,1,0,common,1.0,0.6471559954684472,0.6803117617667753,0.575089319798298,0.0,0.0,0.8546346572552039,,,EXPLORE
43,71,,,0,1,1,0,common,0.0,0.5793486029455093,0.5349351551896846,0.5763671047424613,0.0,0.0,0.8452114606875364,,,EXPLORE
44,71,,,0,0,0,0,common,1.0,0.7277864868613194,0.671829367423203,0.6217929193781188,0.0,0.0,0.834596529418755,,,EXPLORE
45,71,,,0,0,0,0,common,1.0,0.47306121645985766,0.6498950955437944,0.5771734085026403,0.0,0.0,0.822549177531226,,,EXPLORE
46,71,,,0,0,0,0,common,0.0,0.6925102093010925,0.527327454728685,0.611774448742176,0.0,0.0,0.8087592285527463,,,EXPLORE
47,71,,,0,1,1,0,common,0.0,0.37657659191458104,0.6824424627110398,0.5412150916938975,0.0,0.0,0.7928199853670134,,,EXPLORE
48,71,,,0,0,0,0,common,1.0,0.5498683639542898,0.6154204236171693,0.5438110733720152,0.0,0.0,0.7741875189626714,,,EXPLORE
49,71,,,0,0,0,0,common,1.0,0.3574144365702884,0.4546298751835395,0.4878920823314971,0.0,0.0,0.7823327621772369,,,EXPLORE
50,71,,,0,0,0,0,common,0.0,0.7676806162293126,0.34633478299082376,0.5718286425008418,0.0,0.0,0.7618042071467226,,,EXPLORE
51,71,,,0,1,1,0,common,0.0,0.2447747847444777,0.5788712984416357,0.47371248517393255,0.0,0.0,0.770970234089989,,,EXPLORE
52,71,,,0,0,0,0,common,0.0,0.4989924005490532,0.5063231588458459,0.48129645978646873,0.0,0.0,0.7793752113790575,,,EXPLORE
53,71,,,0,1,1,0,common,0.0,0.1591036100839105,0.6413815670768639,0.38463860487570123,0.0,0.0,0.7871097700942097,,,EXPLORE
54,71,,,0,0,0,0,common,1.0,0.6756549396431154,0.6042949369418986,0.47194350530592544,0.0,0.0,0.7942507003943149,,,EXPLORE
55,71,,,0,0,0,0,common,1.0,0.439175710768025,0.40183365577398666,0.4621131669445553,0.0,0.0,0.8008634965432976,,,EXPLORE
56,71,,,0,0,0,0,common,1.0,0.28546421199921623,0.27838725250518104,0.40911848046095356,0.0,0.0,0.8070043602897943,,,EXPLORE
