seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
43,0,open,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
43,1,open,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
43,2,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,3,open,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
43,4,open,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
43,5,open,1.0,7,5,0,6,9.02535169073515,explore,exploit,False,stage3_1a,full
43,6,open,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
43,7,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,8,covered,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
43,9,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,10,covered,0.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
43,11,covered,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
43,12,covered,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
43,13,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
43,14,covered,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
43,15,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,16,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,17,open,0.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
43,18,open,0.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
43,19,open,1.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
43,20,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,21,open,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
43,22,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
43,23,covered,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,24,open,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,25,covered,1.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
43,26,covered,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
43,27,covered,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
43,28,covered,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
43,29,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
