seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
44,0,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
44,1,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,2,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
44,3,open,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
44,4,open,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
44,5,open,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
44,6,open,1.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
44,7,open,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,8,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
44,9,open,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,10,covered,0.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
44,11,open,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
44,12,covered,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,13,covered,0.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
44,14,open,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,15,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
44,16,open,0.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
44,17,covered,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,18,covered,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
44,19,open,1.0,7,5,0,6,9.02535169073515,explore,exploit,False,stage3_1a,full
44,20,open,1.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
44,21,covered,0.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
44,22,covered,1.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
44,23,open,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
44,24,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
44,25,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
44,26,covered,0.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
44,27,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
44,28,open,1.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
44,29,open,0.0,7,5,0,6,9.02535169073515,explore,exploit,False,stage3_1a,full
