seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
51,0,open,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,1,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,2,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,3,open,1.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
51,4,open,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,5,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,6,covered,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,7,open,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,8,covered,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
51,9,covered,1.0,7,2,0,6,6.02535169073515,explore,exploit,False,stage3_1a,full
51,10,open,0.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
51,11,covered,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,12,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,13,open,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
51,14,open,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,15,open,0.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,16,open,1.0,7,1,0,6,5.025351690735149,explore,exploit,False,stage3_1a,full
51,17,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,18,open,0.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,19,covered,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
51,20,covered,0.0,7,4,0,6,8.02535169073515,explore,exploit,False,stage3_1a,full
51,21,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,22,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,23,open,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,24,open,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
51,25,open,1.0,5,1,0,4,4.401197381662155,explore,exploit,False,stage3_1a,full
51,26,covered,1.0,5,2,0,4,5.401197381662155,explore,exploit,False,stage3_1a,full
51,27,covered,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,28,open,1.0,4,0,0,3,2.995732273553991,explore,exploit,False,stage3_1a,full
51,29,open,1.0,7,3,0,6,7.02535169073515,explore,exploit,False,stage3_1a,full
