trial,seed,config_version,git_commit,s1,a1,s2,a2,trans_type,reward,u_delta,u_s,u_v,u_c,V_G,V_p,eta_G,eta_p,mode
1,70,,,0,1,1,1,common,1.0,0.5,0.6931471803599453,0.15,0.0,0.5,0.5,,,EXPLOIT
2,70,,,0,1,1,0,common,1.0,0.5,0.6354546081677415,0.255,0.0,0.5260663507109005,0.5433789954337899,,,EXPLOIT
3,70,,,0,1,1,0,common,0.0,0.675,0.5505918514747256,0.381,0.0,0.5493262427328857,0.5794962364913165,,,EXPLOIT
4,70,,,0,0,0,0,common,1.0,0.5,0.6928253386665761,0.41669999999999996,0.0,0.570208762497792,0.6100329171214658,,,EXPLORE
5,70,,,0,0,0,0,common,1.0,0.32499999999999996,0.643108341319719,0.3891899999999999,0.0,0.5890597666503006,0.6361884525043351,,,EXPLOIT
6,70,,,0,1,0,0,rare,1.0,0.21124999999999994,0.5611724967858519,0.3358079999999999,0.0,0.6061611288293314,0.65884152052499,,,EXPLOIT
7,70,,,0,0,0,0,common,1.0,0.13731249999999995,0.6713713255070952,0.2762593499999999,0.0,0.621744881595395,0.678650554588017,,,EXPLOIT
8,70,,,0,0,0,0,common,1.0,0.08925312499999993,0.6326713330820697,0.22015748249999992,0.0,0.6360037662619006,0.6961186809978029,,,EXPLOIT
9,70,,,0,0,0,0,common,0.0,0.94198546875,0.5994434819992212,0.4367058783749999,0.0,0.6490992118689946,0.7116369601865663,,,EXPLOIT
10,70,,,0,1,1,0,common,0.0,0.4387500000000001,0.6767633061677438,0.43731911486249997,0.0,0.661167445672263,0.7255139427248888,,,EXPLOIT
11,70,,,0,1,1,1,common,0.0,0.675,0.6512541270964156,0.50862338040375,0.0,0.6723242264513416,0.7379963399676884,,,EXPLOIT
12,70,,,0,1,1,1,common,1.0,0.5612499999999999,0.538217735014288,0.524411366282625,0.0,0.6468027600789162,0.7083334813977286,,,EXPLOIT
13,70,,,0,1,0,1,rare,0.0,0.5,0.6872743143621189,0.5170879563978374,0.0,0.6172932052462237,0.6715159062456404,,,EXPLOIT
14,70,,,0,0,1,1,rare,0.0,0.6351875,0.5880361708005644,0.5525178194784862,0.0,0.5827834326860545,0.6246027212389422,,,EXPLORE
15,70,,,0,0,0,0,common,1.0,0.38770944531249996,0.6906574424562508,0.5030753072286903,0.0,0.5418871749792974,0.5627853596590643,,,EXPLORE
16,70,,,0,0,1,1,rare,0.0,0.412871875,0.5816915426825695,0.4760142775600832,0.0,0.4926535461673654,0.4776251319600309,,,EXPLORE
17,70,,,0,0,0,0,common,1.0,0.25201113945312503,0.6898596556915808,0.40881333612799575,0.0,0.5195378258586263,0.5249836546568457,,,EXPLORE
18,70,,,0,0,0,0,common,1.0,0.16380724064453123,0.578977089683808,0.33531150748295635,0.0,0.5434865587140194,0.5641065848778252,,,EXPLOIT
19,70,,,0,1,1,1,common,0.0,0.26836671875,0.4590766737753678,0.3152280708630694,0.0,0.564954632554608,0.5969687894347371,,,EXPLOIT
20,70,,,0,1,0,1,rare,0.0,0.325,0.35270851370087,0.31815964960414855,0.0,0.5843075669696586,0.6249604492020288,,,EXPLOIT
21,70,,,0,1,1,1,common,1.0,0.8255616328125,0.2903787492117405,0.47038024456665395,0.0,0.6018424327202174,0.649088527491057,,,EXPLOIT
22,70,,,0,1,1,1,common,0.0,0.46338493867187497,0.5441755431335669,0.4682816527982202,0.0,0.6178031577393576,0.6701003040308507,,,EXPLOIT
23,70,,,0,1,1,1,common,1.0,0.6987997898632813,0.40618599122713106,0.5374370939177385,0.0,0.632391901818419,0.6885620163777741,,,EXPLOIT
24,70,,,0,1,1,1,common,0.0,0.5457801365888671,0.6164450838838658,0.539940006719077,0.0,0.600493054563856,0.646493588913728,,,EXPLOIT
25,70,,,0,1,1,1,common,0.0,0.3547570887827637,0.45953422876106154,0.484385131338183,0.0,0.5629474811862963,0.5919225110233267,,,EXPLORE
26,70,,,0,1,1,1,common,0.0,0.2305921077087964,0.352982985154748,0.408247224249367,0.0,0.5824937970474684,0.6206387440963703,,,EXPLOIT
27,70,,,0,0,0,0,common,0.0,0.8935252935810547,0.29053825469976874,0.5538306450488732,0.0,0.6001954652207322,0.6453460199456043,,,EXPLOIT
28,70,,,0,1,0,1,rare,0.0,0.21125000000000002,0.5109609267165852,0.45105645153421126,0.0,0.5625948684288233,0.5904078826570733,,,EXPLORE
29,70,,,0,1,1,1,common,1.0,0.8501151299892824,0.4648566610892184,0.5707740550707325,0.0,0.5821752505693116,0.6193432556150577,,,EXPLOIT
30,70,,,0,0,0,0,common,1.0,0.4192085591723145,0.683435150414829,0.5253044063012071,0.0,0.5411611597061528,0.555707269837253,,,EXPLORE
31,70,,,0,0,0,0,common,1.0,0.2724855634620045,0.581296248281472,0.4494587534494463,0.0,0.49177186480418356,0.46759252544082985,,,EXPLORE
32,70,,,0,0,0,0,common,1.0,0.17711561625030292,0.4805228863601431,0.3677558122897033,0.0,0.5187551014744465,0.5167863648350347,,,EXPLOIT
