seed,n_trials,n_open,n_covered,p_open,p_covered,mean_reward_total,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_explore_at_junction,n_commit_bound,n_commit_timeout,p_commit_bound,p_commit_timeout
42,30.0,10.0,20.0,0.3333333333333333,0.6666666666666666,0.6,2.533333333333333,3.533333333333333,0.8,1.0,30.0,0.0,1.0,0.0
43,30.0,8.0,22.0,0.26666666666666666,0.7333333333333333,0.6666666666666666,2.3,3.3,0.43333333333333335,1.0,30.0,0.0,1.0,0.0
44,30.0,11.0,19.0,0.36666666666666664,0.6333333333333333,0.6333333333333333,2.533333333333333,3.533333333333333,0.7,1.0,30.0,0.0,1.0,0.0
45,30.0,8.0,22.0,0.26666666666666666,0.7333333333333333,0.6333333333333333,2.5,3.5,0.8666666666666667,1.0,30.0,0.0,1.0,0.0
46,30.0,14.0,16.0,0.4666666666666667,0.5333333333333333,0.6666666666666666,2.466666666666667,3.466666666666667,0.6333333333333333,1.0,30.0,0.0,1.0,0.0
47,30.0,4.0,26.0,0.13333333333333333,0.8666666666666667,0.5333333333333333,2.4,3.4,0.5333333333333333,1.0,30.0,0.0,1.0,0.0
48,30.0,9.0,21.0,0.3,0.7,0.7666666666666667,2.533333333333333,3.533333333333333,0.8666666666666667,1.0,30.0,0.0,1.0,0.0
49,30.0,8.0,22.0,0.26666666666666666,0.7333333333333333,0.6666666666666666,2.5,3.5,0.8,1.0,30.0,0.0,1.0,0.0
50,30.0,10.0,20.0,0.3333333333333333,0.6666666666666666,0.7333333333333333,2.433333333333333,3.433333333333333,0.7,1.0,30.0,0.0,1.0,0.0
51,30.0,10.0,20.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.4,3.4,0.6333333333333333,1.0,30.0,0.0,1.0,0.0
