seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
49,0,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,1,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,2,covered,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,3,open,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,4,covered,1.0,4,1,0,3,3.9957322735539913,explore,exploit,False,stage3_1a,full
49,5,open,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,6,covered,0.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,7,covered,0.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,8,covered,1.0,4,1,0,3,3.9957322735539913,explore,exploit,False,stage3_1a,full
49,9,covered,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,10,covered,0.0,4,1,0,3,3.9957322735539913,explore,exploit,False,stage3_1a,full
49,11,open,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,12,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,13,covered,0.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,14,covered,0.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,15,covered,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,16,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,17,open,1.0,4,1,0,3,3.9957322735539913,explore,exploit,False,stage3_1a,full
49,18,covered,0.0,4,1,0,3,3.9957322735539913,explore,exploit,False,stage3_1a,full
49,19,covered,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,20,covered,0.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,21,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,22,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,23,open,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,24,open,0.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,25,covered,1.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,26,covered,0.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,27,open,1.0,4,2,0,3,4.995732273553991,explore,exploit,False,stage3_1a,full
49,28,open,0.0,3,0,0,2,2.4849066497880004,explore,exploit,False,stage3_1a,full
49,29,covered,1.0,4,1,0,3,3.9957322735539913,explore,exploit,False,stage3_1a,full
