path_choice,n_trials,mean_commit_latency,median_commit_latency,mean_junction_pause_duration,median_junction_pause_duration,mean_reorientation_count,p_commit_bound,p_commit_timeout
covered,3403,3.3770202762268586,2.0,4.377020276226859,3.0,1.1392888627681457,0.8980311489861886,0.10196885101381134
open,1597,3.4915466499686914,2.0,4.491546649968691,3.0,1.2767689417658108,0.849718221665623,0.15028177833437695
