seed,trial,path_choice,reward_total,junction_pause_duration,reorientation_count,retreat_return_count,commit_latency,junction_deliberation_proxy,mode_at_junction,final_mode,one_shot_fired,config_name,ablation_name
44,0,open,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,1,open,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,2,open,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,3,covered,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,4,covered,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,5,covered,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,6,open,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,7,open,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,8,open,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
44,9,covered,1.0,0,0,0,1,-5.551115123125783e-17,exploit,exploit,False,stage3_1a,full
