trial_block_label,n_trials,p_covered,mean_commit_latency,mean_junction_pause_duration,mean_reorientation_count,p_commit_bound,p_commit_timeout
1-25,60,0.7,3.0833333333333335,4.083333333333333,0.8833333333333333,0.9333333333333333,0.06666666666666667
