path_choice,n_trials,mean_commit_latency,median_commit_latency,mean_junction_pause_duration,median_junction_pause_duration,mean_reorientation_count,p_commit_bound,p_commit_timeout
covered,3095,4.402584814216478,4.0,5.402584814216478,5.0,1.6655896607431342,0.8374798061389338,0.16252019386106623
open,1905,4.596325459317585,4.0,5.596325459317585,5.0,1.8456692913385826,0.7863517060367454,0.2136482939632546
