trial,seed,config_version,git_commit,s1,a1,s2,a2,trans_type,reward,u_delta,u_s,u_v,u_c,V_G,V_p,eta_G,eta_p,mode
1,768779,,,0,1,0,1,rare,0.0,,,,,,,,,
2,668125,,,0,1,1,1,common,0.0,,,,,,,,,
3,953143,,,0,0,1,0,rare,1.0,,,,,,,,,
4,907535,,,0,0,0,1,common,1.0,,,,,,,,,
5,64651,,,0,1,1,1,common,1.0,,,,,,,,,
6,507678,,,0,0,1,0,rare,0.0,,,,,,,,,
7,755312,,,0,0,0,1,common,0.0,,,,,,,,,
8,890873,,,0,0,0,0,common,0.0,,,,,,,,,
9,764451,,,0,0,0,1,common,1.0,,,,,,,,,
10,13453,,,0,1,0,1,rare,0.0,,,,,,,,,
11,21133,,,0,0,1,1,rare,0.0,,,,,,,,,
12,288471,,,0,1,1,1,common,1.0,,,,,,,,,
13,641209,,,0,1,0,1,rare,0.0,,,,,,,,,
14,751757,,,0,1,0,0,rare,1.0,,,,,,,,,
15,631853,,,0,1,1,1,common,0.0,,,,,,,,,
16,256609,,,0,1,1,1,common,1.0,,,,,,,,,
17,942761,,,0,1,1,0,common,0.0,,,,,,,,,
18,478524,,,0,0,0,0,common,1.0,,,,,,,,,
19,751126,,,0,1,0,0,rare,0.0,,,,,,,,,
20,748026,,,0,1,1,1,common,1.0,,,,,,,,,
21,536984,,,0,1,1,1,common,0.0,,,,,,,,,
22,121879,,,0,0,0,0,common,1.0,,,,,,,,,
23,659721,,,0,0,0,0,common,1.0,,,,,,,,,
24,334715,,,0,1,1,1,common,1.0,,,,,,,,,
25,811455,,,0,0,0,0,common,0.0,,,,,,,,,
26,49509,,,0,0,0,1,common,0.0,,,,,,,,,
27,373409,,,0,1,1,1,common,1.0,,,,,,,,,
28,606287,,,0,0,0,0,common,0.0,,,,,,,,,
29,306885,,,0,1,1,1,common,1.0,,,,,,,,,
30,727304,,,0,1,1,1,common,1.0,,,,,,,,,
31,902231,,,0,1,1,1,common,1.0,,,,,,,,,
32,519678,,,0,1,1,1,common,1.0,,,,,,,,,
33,337554,,,0,1,0,1,rare,1.0,,,,,,,,,
34,783315,,,0,1,1,1,common,1.0,,,,,,,,,
35,863131,,,0,1,1,1,common,1.0,,,,,,,,,
36,632914,,,0,1,0,1,rare,0.0,,,,,,,,,
37,116413,,,0,1,1,1,common,1.0,,,,,,,,,
38,693380,,,0,1,0,0,rare,0.0,,,,,,,,,
39,900036,,,0,1,1,1,common,1.0,,,,,,,,,
40,284249,,,0,1,1,1,common,0.0,,,,,,,,,
41,670500,,,0,0,0,0,common,1.0,,,,,,,,,
42,812396,,,0,1,1,0,common,0.0,,,,,,,,,
43,78140,,,0,0,1,1,rare,0.0,,,,,,,,,
44,744692,,,0,1,1,0,common,0.0,,,,,,,,,
45,394529,,,0,0,1,1,rare,1.0,,,,,,,,,
46,13154,,,0,0,0,0,common,1.0,,,,,,,,,
47,681196,,,0,0,0,0,common,1.0,,,,,,,,,
48,757757,,,0,0,0,0,common,0.0,,,,,,,,,
49,701319,,,0,1,1,1,common,1.0,,,,,,,,,
50,640577,,,0,1,1,1,common,1.0,,,,,,,,,
51,219768,,,0,1,1,1,common,0.0,,,,,,,,,
52,115723,,,0,0,1,1,rare,1.0,,,,,,,,,
53,229053,,,0,0,0,0,common,0.0,,,,,,,,,
54,351993,,,0,1,0,0,rare,0.0,,,,,,,,,
55,699537,,,0,1,0,1,rare,0.0,,,,,,,,,
56,706334,,,0,0,0,1,common,0.0,,,,,,,,,
57,88672,,,0,1,1,1,common,0.0,,,,,,,,,
58,266421,,,0,0,0,0,common,0.0,,,,,,,,,
59,888022,,,0,1,1,0,common,0.0,,,,,,,,,
60,617633,,,0,1,1,1,common,0.0,,,,,,,,,
61,590268,,,0,1,1,1,common,1.0,,,,,,,,,
62,412089,,,0,1,1,1,common,1.0,,,,,,,,,
63,514642,,,0,1,1,0,common,1.0,,,,,,,,,
64,394357,,,0,1,1,1,common,1.0,,,,,,,,,
65,704816,,,0,1,1,1,common,1.0,,,,,,,,,
66,822405,,,0,1,0,1,rare,1.0,,,,,,,,,
67,527870,,,0,1,0,1,rare,0.0,,,,,,,,,
68,909602,,,0,1,0,1,rare,0.0,,,,,,,,,
69,664992,,,0,1,1,1,common,1.0,,,,,,,,,
70,298889,,,0,1,0,0,rare,1.0,,,,,,,,,
71,181702,,,0,1,1,0,common,0.0,,,,,,,,,
72,588894,,,0,1,1,1,common,0.0,,,,,,,,,
73,717214,,,0,0,0,1,common,0.0,,,,,,,,,
74,789115,,,0,1,1,1,common,0.0,,,,,,,,,
75,764433,,,0,1,1,0,common,0.0,,,,,,,,,
76,777683,,,0,1,1,0,common,0.0,,,,,,,,,
77,566228,,,0,0,0,0,common,1.0,,,,,,,,,
78,475020,,,0,1,0,0,rare,1.0,,,,,,,,,
79,413466,,,0,0,1,1,rare,0.0,,,,,,,,,
80,491638,,,0,1,1,1,common,1.0,,,,,,,,,
81,664476,,,0,1,1,0,common,0.0,,,,,,,,,
82,996551,,,0,1,1,0,common,1.0,,,,,,,,,
83,936354,,,0,1,0,0,rare,1.0,,,,,,,,,
84,207216,,,0,1,1,0,common,0.0,,,,,,,,,
85,513455,,,0,1,1,1,common,1.0,,,,,,,,,
86,397225,,,0,1,1,1,common,1.0,,,,,,,,,
87,724883,,,0,1,0,0,rare,0.0,,,,,,,,,
88,923738,,,0,0,0,0,common,1.0,,,,,,,,,
89,339732,,,0,0,1,1,rare,0.0,,,,,,,,,
90,110347,,,0,1,1,1,common,1.0,,,,,,,,,
91,380235,,,0,0,0,0,common,0.0,,,,,,,,,
92,202717,,,0,1,1,1,common,1.0,,,,,,,,,
93,796667,,,0,1,1,1,common,1.0,,,,,,,,,
94,299708,,,0,1,1,1,common,1.0,,,,,,,,,
95,270374,,,0,1,0,0,rare,1.0,,,,,,,,,
96,382753,,,0,1,0,0,rare,1.0,,,,,,,,,
97,639164,,,0,1,1,1,common,0.0,,,,,,,,,
98,663024,,,0,1,1,0,common,0.0,,,,,,,,,
99,282932,,,0,0,1,1,rare,1.0,,,,,,,,,
100,870767,,,0,0,0,1,common,1.0,,,,,,,,,
101,261017,,,0,0,1,1,rare,1.0,,,,,,,,,
102,744597,,,0,0,1,1,rare,1.0,,,,,,,,,
103,390192,,,0,0,0,1,common,0.0,,,,,,,,,
104,656916,,,0,0,1,0,rare,1.0,,,,,,,,,
105,350956,,,0,0,1,0,rare,0.0,,,,,,,,,
106,966951,,,0,1,1,1,common,1.0,,,,,,,,,
107,856866,,,0,1,1,1,common,1.0,,,,,,,,,
108,618433,,,0,0,0,0,common,1.0,,,,,,,,,
109,933034,,,0,0,0,1,common,0.0,,,,,,,,,
110,473513,,,0,1,1,1,common,1.0,,,,,,,,,
111,811415,,,0,1,1,1,common,0.0,,,,,,,,,
112,406950,,,0,1,1,0,common,0.0,,,,,,,,,
113,209616,,,0,1,1,1,common,0.0,,,,,,,,,
114,54502,,,0,0,1,1,rare,1.0,,,,,,,,,
115,298956,,,0,0,0,0,common,0.0,,,,,,,,,
116,832667,,,0,0,0,0,common,1.0,,,,,,,,,
117,169157,,,0,1,1,1,common,1.0,,,,,,,,,
118,2826,,,0,1,1,1,common,1.0,,,,,,,,,
119,522637,,,0,0,0,0,common,1.0,,,,,,,,,
120,387014,,,0,1,1,1,common,1.0,,,,,,,,,
121,509092,,,0,1,0,0,rare,1.0,,,,,,,,,
122,296828,,,0,1,0,1,rare,0.0,,,,,,,,,
123,471608,,,0,0,0,0,common,1.0,,,,,,,,,
124,487670,,,0,0,0,0,common,1.0,,,,,,,,,
125,67164,,,0,0,0,0,common,1.0,,,,,,,,,
126,495673,,,0,0,0,0,common,1.0,,,,,,,,,
127,425267,,,0,0,0,0,common,1.0,,,,,,,,,
128,873745,,,0,0,0,0,common,0.0,,,,,,,,,
129,166794,,,0,1,1,1,common,1.0,,,,,,,,,
130,281184,,,0,0,0,0,common,0.0,,,,,,,,,
131,910117,,,0,1,1,1,common,0.0,,,,,,,,,
132,403674,,,0,1,0,1,rare,0.0,,,,,,,,,
133,360327,,,0,0,0,1,common,0.0,,,,,,,,,
134,943989,,,0,1,1,1,common,1.0,,,,,,,,,
135,82780,,,0,1,0,0,rare,1.0,,,,,,,,,
136,45178,,,0,1,1,1,common,1.0,,,,,,,,,
137,973450,,,0,1,1,0,common,1.0,,,,,,,,,
138,212761,,,0,1,1,1,common,1.0,,,,,,,,,
139,890046,,,0,1,1,0,common,0.0,,,,,,,,,
140,2349,,,0,1,0,0,rare,1.0,,,,,,,,,
141,445710,,,0,0,0,0,common,1.0,,,,,,,,,
142,981790,,,0,1,1,1,common,1.0,,,,,,,,,
143,198246,,,0,1,0,0,rare,1.0,,,,,,,,,
144,190750,,,0,1,0,0,rare,1.0,,,,,,,,,
145,288206,,,0,1,0,0,rare,1.0,,,,,,,,,
146,836413,,,0,1,1,1,common,1.0,,,,,,,,,
147,796765,,,0,1,1,1,common,0.0,,,,,,,,,
148,916125,,,0,0,1,1,rare,1.0,,,,,,,,,
149,917131,,,0,0,0,0,common,1.0,,,,,,,,,
150,617629,,,0,0,1,1,rare,1.0,,,,,,,,,
151,160657,,,0,1,0,0,rare,0.0,,,,,,,,,
152,535777,,,0,0,0,0,common,1.0,,,,,,,,,
153,458377,,,0,0,1,0,rare,0.0,,,,,,,,,
154,183280,,,0,0,0,0,common,1.0,,,,,,,,,
155,901023,,,0,0,0,0,common,1.0,,,,,,,,,
156,282113,,,0,0,1,1,rare,0.0,,,,,,,,,
157,956321,,,0,0,0,0,common,1.0,,,,,,,,,
158,169227,,,0,0,0,0,common,1.0,,,,,,,,,
159,728117,,,0,0,1,1,rare,1.0,,,,,,,,,
160,146475,,,0,0,0,0,common,1.0,,,,,,,,,
161,452697,,,0,0,0,0,common,1.0,,,,,,,,,
162,471381,,,0,0,0,0,common,1.0,,,,,,,,,
163,187784,,,0,0,0,0,common,1.0,,,,,,,,,
164,515925,,,0,0,0,0,common,1.0,,,,,,,,,
165,931046,,,0,0,0,0,common,1.0,,,,,,,,,
166,342390,,,0,0,0,0,common,1.0,,,,,,,,,
167,42499,,,0,1,1,1,common,1.0,,,,,,,,,
168,636208,,,0,0,0,0,common,0.0,,,,,,,,,
169,963235,,,0,0,1,1,rare,1.0,,,,,,,,,
170,860599,,,0,1,1,1,common,0.0,,,,,,,,,
171,921464,,,0,0,0,0,common,1.0,,,,,,,,,
172,533847,,,0,0,1,0,rare,0.0,,,,,,,,,
173,634994,,,0,1,1,0,common,0.0,,,,,,,,,
174,581812,,,0,0,1,1,rare,0.0,,,,,,,,,
175,818912,,,0,0,1,0,rare,1.0,,,,,,,,,
176,601718,,,0,0,1,1,rare,1.0,,,,,,,,,
177,446904,,,0,0,0,1,common,0.0,,,,,,,,,
178,630390,,,0,1,0,0,rare,1.0,,,,,,,,,
179,103262,,,0,0,1,1,rare,1.0,,,,,,,,,
180,153617,,,0,0,0,1,common,0.0,,,,,,,,,
181,684688,,,0,0,0,0,common,1.0,,,,,,,,,
182,276801,,,0,0,1,1,rare,1.0,,,,,,,,,
183,322204,,,0,0,0,0,common,0.0,,,,,,,,,
184,414466,,,0,0,1,1,rare,0.0,,,,,,,,,
185,171566,,,0,0,0,0,common,1.0,,,,,,,,,
186,833490,,,0,0,0,0,common,1.0,,,,,,,,,
187,492603,,,0,0,0,0,common,1.0,,,,,,,,,
188,383456,,,0,0,0,0,common,1.0,,,,,,,,,
189,384825,,,0,1,1,1,common,0.0,,,,,,,,,
190,657218,,,0,0,0,0,common,1.0,,,,,,,,,
191,46686,,,0,0,0,0,common,1.0,,,,,,,,,
192,708480,,,0,0,0,0,common,1.0,,,,,,,,,
193,77909,,,0,0,0,0,common,1.0,,,,,,,,,
194,237750,,,0,0,1,0,rare,0.0,,,,,,,,,
195,817963,,,0,1,1,1,common,0.0,,,,,,,,,
196,892027,,,0,0,0,0,common,1.0,,,,,,,,,
197,542453,,,0,1,1,0,common,0.0,,,,,,,,,
198,459387,,,0,0,0,0,common,0.0,,,,,,,,,
199,882323,,,0,0,0,0,common,0.0,,,,,,,,,
200,308280,,,0,0,1,1,rare,1.0,,,,,,,,,
201,766399,,,0,0,0,1,common,1.0,,,,,,,,,
202,863217,,,0,0,0,1,common,0.0,,,,,,,,,
203,735993,,,0,0,1,1,rare,0.0,,,,,,,,,
204,30811,,,0,0,0,1,common,1.0,,,,,,,,,
205,751021,,,0,0,0,0,common,0.0,,,,,,,,,
206,592229,,,0,0,0,1,common,1.0,,,,,,,,,
207,904938,,,0,0,0,1,common,0.0,,,,,,,,,
208,947775,,,0,0,1,1,rare,1.0,,,,,,,,,
209,387372,,,0,0,0,0,common,1.0,,,,,,,,,
210,386903,,,0,0,0,0,common,1.0,,,,,,,,,
211,261507,,,0,1,0,1,rare,0.0,,,,,,,,,
212,782175,,,0,1,0,0,rare,1.0,,,,,,,,,
213,470067,,,0,0,0,0,common,0.0,,,,,,,,,
214,153128,,,0,1,0,0,rare,1.0,,,,,,,,,
215,469959,,,0,1,1,0,common,0.0,,,,,,,,,
216,252663,,,0,1,0,0,rare,1.0,,,,,,,,,
217,42469,,,0,1,1,1,common,1.0,,,,,,,,,
218,762537,,,0,1,1,0,common,1.0,,,,,,,,,
219,844638,,,0,1,0,0,rare,1.0,,,,,,,,,
220,715517,,,0,1,1,0,common,0.0,,,,,,,,,
221,877525,,,0,1,1,1,common,1.0,,,,,,,,,
222,700468,,,0,0,0,0,common,1.0,,,,,,,,,
223,297049,,,0,1,1,1,common,1.0,,,,,,,,,
224,222364,,,0,1,0,0,rare,1.0,,,,,,,,,
225,406831,,,0,1,0,0,rare,0.0,,,,,,,,,
226,165453,,,0,0,1,1,rare,1.0,,,,,,,,,
227,196974,,,0,0,0,0,common,1.0,,,,,,,,,
228,476436,,,0,1,0,0,rare,0.0,,,,,,,,,
229,151791,,,0,0,0,1,common,0.0,,,,,,,,,
230,56478,,,0,0,1,1,rare,1.0,,,,,,,,,
231,187826,,,0,0,0,1,common,0.0,,,,,,,,,
232,465275,,,0,0,0,0,common,1.0,,,,,,,,,
233,164633,,,0,0,1,1,rare,1.0,,,,,,,,,
234,985484,,,0,0,0,0,common,1.0,,,,,,,,,
235,989944,,,0,0,0,0,common,1.0,,,,,,,,,
236,879321,,,0,0,1,1,rare,1.0,,,,,,,,,
237,466772,,,0,1,0,0,rare,0.0,,,,,,,,,
238,319929,,,0,0,0,0,common,0.0,,,,,,,,,
239,694317,,,0,0,0,0,common,1.0,,,,,,,,,
240,280477,,,0,1,1,1,common,1.0,,,,,,,,,
241,455820,,,0,0,0,0,common,1.0,,,,,,,,,
242,437044,,,0,0,1,1,rare,1.0,,,,,,,,,
243,855476,,,0,1,1,1,common,1.0,,,,,,,,,
244,92057,,,0,0,0,1,common,0.0,,,,,,,,,
245,657136,,,0,1,1,1,common,1.0,,,,,,,,,
246,139097,,,0,1,0,1,rare,1.0,,,,,,,,,
247,6812,,,0,1,1,1,common,1.0,,,,,,,,,
248,96203,,,0,1,1,1,common,1.0,,,,,,,,,
249,935777,,,0,1,1,1,common,0.0,,,,,,,,,
250,885482,,,0,0,1,1,rare,1.0,,,,,,,,,
251,640654,,,0,0,1,1,rare,1.0,,,,,,,,,
252,977911,,,0,0,1,1,rare,1.0,,,,,,,,,
253,8270,,,0,1,1,1,common,1.0,,,,,,,,,
254,471027,,,0,1,1,1,common,1.0,,,,,,,,,
255,999148,,,0,1,1,1,common,1.0,,,,,,,,,
256,831617,,,0,0,1,1,rare,1.0,,,,,,,,,
257,320626,,,0,0,0,0,common,1.0,,,,,,,,,
258,132413,,,0,0,0,0,common,0.0,,,,,,,,,
259,745563,,,0,1,0,0,rare,1.0,,,,,,,,,
260,606971,,,0,1,1,1,common,1.0,,,,,,,,,
261,501455,,,0,1,1,1,common,1.0,,,,,,,,,
262,648516,,,0,0,0,1,common,1.0,,,,,,,,,
263,773975,,,0,1,0,0,rare,1.0,,,,,,,,,
264,980900,,,0,1,1,1,common,1.0,,,,,,,,,
265,918599,,,0,1,1,1,common,1.0,,,,,,,,,
266,525211,,,0,1,0,0,rare,1.0,,,,,,,,,
267,157821,,,0,0,0,0,common,0.0,,,,,,,,,
268,284176,,,0,1,1,1,common,1.0,,,,,,,,,
269,692657,,,0,0,1,0,rare,0.0,,,,,,,,,
270,828273,,,0,0,0,1,common,1.0,,,,,,,,,
271,724430,,,0,0,1,1,rare,1.0,,,,,,,,,
272,607699,,,0,1,1,1,common,1.0,,,,,,,,,
273,781605,,,0,1,1,1,common,1.0,,,,,,,,,
274,976735,,,0,1,1,1,common,1.0,,,,,,,,,
275,870346,,,0,1,0,1,rare,1.0,,,,,,,,,
276,447596,,,0,1,1,1,common,1.0,,,,,,,,,
277,341558,,,0,0,0,1,common,0.0,,,,,,,,,
278,384181,,,0,1,0,0,rare,1.0,,,,,,,,,
279,271288,,,0,1,1,1,common,1.0,,,,,,,,,
280,779690,,,0,1,1,1,common,0.0,,,,,,,,,
281,982615,,,0,1,0,1,rare,0.0,,,,,,,,,
282,961119,,,0,1,0,1,rare,0.0,,,,,,,,,
283,663380,,,0,1,1,1,common,1.0,,,,,,,,,
284,91033,,,0,1,1,1,common,1.0,,,,,,,,,
